transaction_id,customer_id,card_number,transaction_date,transaction_time,amount,merchant_name,merchant_category,city,state,response_code,is_fraud
TXN_00000804,CUST_000417,3884,2025-02-02,00:43:04,75.54,BP,Gas Station,Cincinnati,OH,00,0
TXN_00000162,CUST_000048,2015,2025-02-02,10:06:04,137.55,eBay,Online Retail,Greensboro,NC,00,0
TXN_00000661,CUST_000499,3164,2025-02-02,10:14:04,364.59,Best Western,Hotel,Austin,TX,00,0
TXN_00000725,CUST_000135,3269,2025-02-02,21:21:04,120.7,Sears,Department Store,Springfield,IL,00,0
TXN_00000938,CUST_000364,0801,2025-02-02,21:26:04,245.21,Hyatt,Hotel,Toledo,OH,00,0
TXN_00000503,CUST_000007,6570,2025-02-02,23:13:04,64.3,Macy's,Department Store,San Francisco,CA,00,0
TXN_00000739,CUST_000385,8137,2025-02-03,05:30:04,95.09,McDonald's,Restaurant,Springfield,IL,00,0
TXN_00000034,CUST_000456,0490,2025-02-03,11:11:04,1163.34,Pizza Hut,Restaurant,Springfield,IL,51,1
TXN_00000229,CUST_000253,9472,2025-02-03,13:51:04,45.81,Sports Arena,Entertainment,Grand Rapids,MI,00,0
TXN_00000308,CUST_000377,1847,2025-02-04,12:37:04,96.99,Theme Park,Entertainment,Los Angeles,CA,00,0
TXN_00000927,CUST_000110,3376,2025-02-05,01:13:04,36.12,Kroger,Grocery,Miami,FL,00,0
TXN_00000364,CUST_000135,5291,2025-02-05,06:21:04,70.92,Whole Foods,Grocery,Columbus,GA,00,0
TXN_00000146,CUST_000005,9738,2025-02-05,09:38:04,26.75,eBay,Online Retail,Columbus,OH,00,0
TXN_00000706,CUST_000255,0621,2025-02-05,10:03:04,46.16,BP,Gas Station,Erie,PA,00,0
TXN_00000600,CUST_000288,6581,2025-02-05,23:35:04,264.92,Hilton,Hotel,Sacramento,CA,00,0
TXN_00000982,CUST_000083,2158,2025-02-06,04:02:04,54.37,Mobil,Gas Station,Atlanta,GA,00,0
TXN_00000675,CUST_000425,8182,2025-02-06,23:38:04,113.54,Gas Station ATM,ATM,Miami,FL,00,0
TXN_00000824,CUST_000320,5736,2025-02-07,04:39:04,72.08,Movie Theater,Entertainment,Buffalo,NY,00,0
TXN_00000377,CUST_000369,7226,2025-02-07,06:51:04,68.28,Walmart,Grocery,Peoria,IL,00,0
TXN_00000473,CUST_000359,6258,2025-02-07,08:31:04,89.38,Bowling Alley,Entertainment,Toledo,OH,00,0
TXN_00000301,CUST_000182,6739,2025-02-07,09:49:04,117.79,Target.com,Online Retail,Austin,TX,00,0
TXN_00000845,CUST_000233,1373,2025-02-07,14:47:04,82.62,Pizza Hut,Restaurant,Miami,FL,00,0
TXN_00000599,CUST_000406,4731,2025-02-07,15:46:04,133.71,Sears,Department Store,Rockford,IL,00,0
TXN_00000420,CUST_000347,5289,2025-02-07,17:02:04,76.88,Bank ATM,ATM,Dallas,TX,00,0
TXN_00000010,CUST_000277,0260,2025-02-07,17:50:04,1677.69,Convenience Store ATM,ATM,Rockford,IL,61,1
TXN_00000903,CUST_000012,2946,2025-02-07,18:27:04,103.2,McDonald's,Restaurant,Grand Rapids,MI,00,0
TXN_00000032,CUST_000109,6797,2025-02-07,22:49:04,7.36,Macy's,Department Store,Atlanta,GA,14,1
TXN_00000208,CUST_000298,3577,2025-02-07,22:55:04,41.27,Health Mart,Pharmacy,Grand Rapids,MI,00,0
TXN_00000588,CUST_000085,9134,2025-02-08,03:27:04,36.72,McDonald's,Restaurant,Raleigh,NC,00,0
TXN_00000667,CUST_000485,4502,2025-02-08,03:32:04,180.26,eBay,Online Retail,Dallas,TX,00,0
TXN_00000117,CUST_000182,6183,2025-02-08,16:14:04,245.02,RadioShack,Electronics,Cleveland,OH,00,0
TXN_00000237,CUST_000080,8200,2025-02-09,00:48:04,52.53,Rite Aid,Pharmacy,Augusta,GA,00,0
TXN_00000242,CUST_000065,6475,2025-02-09,01:26:04,185.68,Marriott,Hotel,Houston,TX,00,0
TXN_00000520,CUST_000385,3378,2025-02-09,07:56:04,113.87,Bank ATM,ATM,Atlanta,GA,00,0
TXN_00000513,CUST_000375,9737,2025-02-09,18:20:04,47.27,Exxon,Gas Station,Raleigh,NC,00,0
TXN_00000796,CUST_000150,4281,2025-02-10,00:46:04,151.61,Hyatt,Hotel,Chicago,IL,00,0
TXN_00000252,CUST_000184,2897,2025-02-10,12:45:04,35.25,Rite Aid,Pharmacy,Allentown,PA,00,0
TXN_00000548,CUST_000475,7414,2025-02-10,16:40:04,15.73,Safeway,Grocery,Chicago,IL,00,0
TXN_00000482,CUST_000011,9067,2025-02-10,19:59:04,136.9,Nordstrom,Department Store,Cleveland,OH,00,0
TXN_00000168,CUST_000076,5646,2025-02-11,05:18:04,274.87,Hyatt,Hotel,San Francisco,CA,00,0
TXN_00000046,CUST_000455,6179,2025-02-11,05:24:04,4.33,Convenience Store ATM,ATM,Columbus,GA,14,1
TXN_00000525,CUST_000306,5361,2025-02-11,07:08:04,212.4,Marriott,Hotel,Atlanta,GA,00,0
TXN_00000818,CUST_000334,2155,2025-02-11,10:09:04,336.57,Mall ATM,ATM,Rockford,IL,00,0
TXN_00000709,CUST_000210,1306,2025-02-11,13:13:04,18.18,Whole Foods,Grocery,Columbus,OH,00,0
TXN_00000186,CUST_000389,1552,2025-02-11,20:03:04,44.02,Chevron,Gas Station,Augusta,GA,00,0
TXN_00000227,CUST_000196,3416,2025-02-12,00:13:04,35.5,CVS,Pharmacy,San Antonio,TX,00,0
TXN_00000851,CUST_000219,9106,2025-02-12,15:17:04,22.63,Pizza Hut,Restaurant,Miami,FL,00,0
TXN_00000761,CUST_000045,1296,2025-02-12,16:19:04,22.39,Mobil,Gas Station,Tampa,FL,00,0
TXN_00000484,CUST_000020,6684,2025-02-12,20:34:04,117.45,eBay,Online Retail,Atlanta,GA,00,0
TXN_00000754,CUST_000424,9456,2025-02-12,22:20:04,21.71,Walgreens,Pharmacy,Sterling Heights,MI,00,0
TXN_00000131,CUST_000416,0958,2025-02-12,23:22:04,148.53,Sears,Department Store,Allentown,PA,00,0
TXN_00000683,CUST_000298,0660,2025-02-12,23:32:04,74.7,Target.com,Online Retail,Philadelphia,PA,00,0
TXN_00000365,CUST_000105,3436,2025-02-12,23:54:04,98.21,Pizza Hut,Restaurant,San Diego,CA,00,0
TXN_00000826,CUST_000302,9830,2025-02-13,00:50:04,253.14,Holiday Inn,Hotel,Sacramento,CA,00,0
TXN_00000396,CUST_000192,4432,2025-02-13,03:28:04,119.14,Marriott,Hotel,Philadelphia,PA,00,0
TXN_00000660,CUST_000219,6085,2025-02-13,12:35:04,35.44,Theme Park,Entertainment,Philadelphia,PA,00,0
TXN_00000674,CUST_000336,1584,2025-02-13,15:26:04,45.59,Exxon,Gas Station,San Francisco,CA,00,0
TXN_00000769,CUST_000449,6749,2025-02-13,15:55:04,189.25,Hyatt,Hotel,Chicago,IL,00,0
TXN_00000069,CUST_000215,9324,2025-02-13,17:24:04,315.11,Bank ATM,ATM,Jacksonville,FL,00,0
TXN_00000392,CUST_000334,9893,2025-02-13,17:57:04,20.65,Rite Aid,Pharmacy,Grand Rapids,MI,00,0
TXN_00000346,CUST_000255,6952,2025-02-14,00:40:04,167.11,Sears,Department Store,Syracuse,NY,00,0
TXN_00000680,CUST_000313,7692,2025-02-14,09:56:04,151.88,Holiday Inn,Hotel,New York,NY,00,0
TXN_00000511,CUST_000021,9551,2025-02-14,10:40:04,236.04,Gas Station ATM,ATM,Los Angeles,CA,00,0
TXN_00000091,CUST_000279,7473,2025-02-14,10:52:04,99.56,Target.com,Online Retail,Greensboro,NC,00,0
TXN_00000987,CUST_000107,2135,2025-02-14,17:49:04,272.09,Amazon,Online Retail,Houston,TX,00,0
TXN_00000086,CUST_000192,0002,2025-02-14,19:34:04,33.56,Pharmacy Plus,Pharmacy,Dallas,TX,00,0
TXN_00000292,CUST_000190,6965,2025-02-15,01:12:04,203.15,Mall ATM,ATM,Raleigh,NC,00,0
TXN_00000960,CUST_000426,4072,2025-02-15,03:40:04,101.57,eBay,Online Retail,Savannah,GA,00,0
TXN_00000298,CUST_000436,9292,2025-02-15,08:13:04,338.51,Holiday Inn,Hotel,Springfield,IL,00,0
TXN_00000523,CUST_000324,0609,2025-02-15,08:16:04,79.9,McDonald's,Restaurant,Charlotte,NC,00,0
TXN_00000564,CUST_000052,4465,2025-02-15,08:28:04,78.09,BP,Gas Station,Buffalo,NY,00,0
TXN_00000608,CUST_000331,2033,2025-02-15,08:46:04,28.79,Mobil,Gas Station,San Antonio,TX,00,0
TXN_00000339,CUST_000353,0760,2025-02-15,14:18:04,34.02,Amazon,Online Retail,Charlotte,NC,00,0
TXN_00000989,CUST_000012,0298,2025-02-15,18:52:04,284.63,Amazon,Online Retail,San Diego,CA,00,0
TXN_00000384,CUST_000081,0054,2025-02-15,21:21:04,14.61,Walgreens,Pharmacy,Charlotte,NC,00,0
TXN_00000509,CUST_000185,2971,2025-02-16,02:27:04,117.28,Target,Grocery,Chicago,IL,00,0
TXN_00000965,CUST_000143,4813,2025-02-16,11:25:04,35.47,Shell,Gas Station,San Francisco,CA,00,0
TXN_00000570,CUST_000246,7458,2025-02-16,11:34:04,145.91,JCPenney,Department Store,Peoria,IL,00,0
TXN_00000395,CUST_000442,1961,2025-02-16,14:41:04,54.31,Exxon,Gas Station,San Francisco,CA,00,0
TXN_00000443,CUST_000330,3803,2025-02-17,00:29:04,264.99,Target.com,Online Retail,Greensboro,NC,00,0
TXN_00000085,CUST_000188,8416,2025-02-17,00:55:04,78.8,Theme Park,Entertainment,Chicago,IL,00,0
TXN_00000119,CUST_000486,2459,2025-02-17,01:09:04,111.4,Walmart.com,Online Retail,Cincinnati,OH,00,0
TXN_00000934,CUST_000498,9667,2025-02-17,01:42:04,176.9,Bank ATM,ATM,Cincinnati,OH,00,0
TXN_00000170,CUST_000227,7850,2025-02-17,01:56:04,15.91,Concert Hall,Entertainment,Durham,NC,00,0
TXN_00000897,CUST_000374,9788,2025-02-17,03:34:04,49.45,Bowling Alley,Entertainment,Orlando,FL,00,0
TXN_00000481,CUST_000381,8725,2025-02-17,04:35:04,368.48,Gas Station ATM,ATM,Cleveland,OH,00,0
TXN_00000551,CUST_000103,6128,2025-02-17,05:44:04,241.22,Holiday Inn,Hotel,Erie,PA,00,0
TXN_00000171,CUST_000292,5345,2025-02-17,09:05:04,207.02,Hyatt,Hotel,New York,NY,00,0
TXN_00000814,CUST_000486,1429,2025-02-17,18:15:04,17.38,Concert Hall,Entertainment,Dallas,TX,00,0
TXN_00000659,CUST_000403,5534,2025-02-17,19:04:04,194.48,Sears,Department Store,San Francisco,CA,00,0
TXN_00000535,CUST_000442,4010,2025-02-17,19:29:04,88.02,Macy's,Department Store,Sterling Heights,MI,00,0
TXN_00000138,CUST_000374,8999,2025-02-17,19:46:04,216.54,Macy's,Department Store,Springfield,IL,00,0
TXN_00000092,CUST_000380,6571,2025-02-17,19:48:04,116.27,McDonald's,Restaurant,San Antonio,TX,00,0
TXN_00000056,CUST_000168,8851,2025-02-18,00:27:04,229.39,Bank ATM,ATM,Atlanta,GA,00,0
TXN_00000118,CUST_000138,1543,2025-02-18,00:28:04,277.33,Hyatt,Hotel,Atlanta,GA,00,0
TXN_00000323,CUST_000277,6401,2025-02-18,02:24:04,29.88,Rite Aid,Pharmacy,Charlotte,NC,00,0
TXN_00000137,CUST_000417,5326,2025-02-18,04:58:04,1038.96,Micro Center,Electronics,New York,NY,00,0
TXN_00000639,CUST_000258,9715,2025-02-18,11:48:04,133.69,Whole Foods,Grocery,Cleveland,OH,00,0
TXN_00000294,CUST_000213,7653,2025-02-18,13:00:04,78.48,Pizza Hut,Restaurant,Sterling Heights,MI,00,0
TXN_00000668,CUST_000391,6228,2025-02-18,14:39:04,53.33,Starbucks,Restaurant,Buffalo,NY,00,0
TXN_00000337,CUST_000266,8338,2025-02-18,16:17:04,1022.98,RadioShack,Electronics,Charlotte,NC,00,0
TXN_00000515,CUST_000208,1654,2025-02-18,18:26:04,51.67,Starbucks,Restaurant,Toledo,OH,00,0
TXN_00000419,CUST_000100,4258,2025-02-19,01:37:04,78.9,eBay,Online Retail,Austin,TX,00,0
TXN_00000124,CUST_000176,5140,2025-02-19,03:28:04,70.95,Shell,Gas Station,Buffalo,NY,00,0
TXN_00000734,CUST_000399,8245,2025-02-19,04:03:04,273.53,Holiday Inn,Hotel,Raleigh,NC,00,0
TXN_00000707,CUST_000394,5425,2025-02-19,06:47:04,368.5,Hilton,Hotel,Sacramento,CA,00,0
TXN_00000693,CUST_000301,1862,2025-02-19,09:52:04,294.44,eBay,Online Retail,Dallas,TX,00,0
TXN_00000531,CUST_000005,1649,2025-02-20,02:16:04,84.8,Target.com,Online Retail,Greensboro,NC,00,0
TXN_00000327,CUST_000234,3105,2025-02-20,03:27:04,557.02,Circuit City,Electronics,Pittsburgh,PA,00,0
TXN_00000110,CUST_000259,8860,2025-02-20,16:22:04,111.11,Whole Foods,Grocery,Greensboro,NC,00,0
TXN_00000823,CUST_000394,4644,2025-02-20,16:29:04,773.17,Circuit City,Electronics,Warren,MI,00,0
TXN_00000925,CUST_000006,3648,2025-02-20,18:37:04,10.03,Concert Hall,Entertainment,Grand Rapids,MI,00,0
TXN_00000719,CUST_000405,9625,2025-02-20,20:08:04,142.95,JCPenney,Department Store,Charlotte,NC,00,0
TXN_00000626,CUST_000199,7151,2025-02-21,01:28:04,97.22,Bank ATM,ATM,San Antonio,TX,00,0
TXN_00000715,CUST_000240,1100,2025-02-21,05:29:04,129.36,Kroger,Grocery,Allentown,PA,00,0
TXN_00000677,CUST_000218,7524,2025-02-21,09:48:04,45.19,Walmart,Grocery,Greensboro,NC,00,0
TXN_00000499,CUST_000164,2152,2025-02-21,12:18:04,52.02,Pizza Hut,Restaurant,Columbus,GA,00,0
TXN_00000889,CUST_000067,2812,2025-02-21,15:09:04,59.73,Amazon,Online Retail,Grand Rapids,MI,00,0
TXN_00000355,CUST_000392,2493,2025-02-21,15:52:04,74.51,Credit Union ATM,ATM,Miami,FL,00,0
TXN_00000830,CUST_000223,7298,2025-02-22,05:15:04,1146.66,Circuit City,Electronics,Cleveland,OH,00,0
TXN_00000437,CUST_000092,4709,2025-02-22,06:31:04,118.14,Walmart,Grocery,Tampa,FL,00,0
TXN_00000711,CUST_000451,0642,2025-02-22,06:43:04,67.45,Safeway,Grocery,Raleigh,NC,00,0
TXN_00000670,CUST_000179,7290,2025-02-22,19:09:04,133.29,Kohl's,Department Store,Springfield,IL,00,0
TXN_00000654,CUST_000203,4347,2025-02-22,22:58:04,61.9,Nordstrom,Department Store,Allentown,PA,00,0
TXN_00000935,CUST_000405,9745,2025-02-23,17:01:04,239.85,eBay,Online Retail,Detroit,MI,00,0
TXN_00000304,CUST_000398,1739,2025-02-23,18:26:04,329.83,Credit Union ATM,ATM,Buffalo,NY,00,0
TXN_00000066,CUST_000310,4124,2025-02-23,23:00:04,127.15,Hyatt,Hotel,Columbus,OH,00,0
TXN_00000899,CUST_000373,1437,2025-02-23,23:04:04,72.43,Sears,Department Store,Grand Rapids,MI,00,0
TXN_00000496,CUST_000246,1841,2025-02-24,01:30:04,22.77,Theme Park,Entertainment,Miami,FL,00,0
TXN_00000640,CUST_000371,3977,2025-02-24,06:32:04,147.0,Target.com,Online Retail,Tampa,FL,00,0
TXN_00000370,CUST_000224,1215,2025-02-24,14:38:04,72.09,BP,Gas Station,Dallas,TX,00,0
TXN_00000530,CUST_000130,2562,2025-02-24,17:41:04,9.0,Walgreens,Pharmacy,Allentown,PA,00,0
TXN_00000529,CUST_000250,6639,2025-02-24,22:55:04,54.38,Rite Aid,Pharmacy,Syracuse,NY,00,0
TXN_00000780,CUST_000414,7852,2025-02-24,23:10:04,112.88,Olive Garden,Restaurant,Miami,FL,00,0
