transaction_id,customer_id,customer_name,customer_email,customer_phone,customer_address,customer_city,customer_state,customer_zip_code,customer_country,customer_ip_address,customer_segment,transaction_datetime,transaction_date,transaction_time,merchant_name,merchant_category,merchant_industry,transaction_type,amount,product_category,quantity,payment_method,payment_status,response_code,response_text,processing_time_ms,is_fraudulent,fraud_indicators,risk_score,fraud_type,customer_lifetime_value,customer_acquisition_channel,customer_transaction_count,device_type,is_mobile,session_duration_seconds,timezone,language,hour,day_of_week,is_weekend,month,quarter,customer_transaction_number,customer_total_spent
TXN_20240716_00004199,CUST_18925922,Customer 5308,user736@example.com,+1-555-554-7503,"313 Main St, City, State",Phoenix,NY,97743,US,174.80.50.42,individual,2024-07-16 17:13:57.861059,2024-07-16,17:13:57,MedExpress Pharmacy,Online Pharmacy,Healthcare,prescription_fill,32.48,medical_devices,2.0,paypal,failed,51,Insufficient funds,198,False,,14.175615343554744,,795.37002251489,email_marketing,3,tablet_ipad,False,1787,MST,en,17.0,1.0,False,7.0,3.0,1.0,32.48
TXN_20240716_00005587,CUST_56091949,Customer 3617,user829@example.com,+1-555-386-6487,"401 Main St, City, State",Chicago,PA,32999,US,227.109.140.28,professional,2024-07-16 17:22:06.861059,2024-07-16,17:22:06,MedExpress Pharmacy,Online Pharmacy,Healthcare,otc_purchase,70.64,medical_devices,1.0,paypal,completed,00,Approved,264,True,fraud_type_card_testing,5.832155393335293,card_testing,5272.393515156724,direct_traffic,3,mobile_android,True,1284,AKST,en,17.0,1.0,False,7.0,3.0,1.0,70.64
TXN_20240716_00005925,CUST_55805905,Customer 2136,user731@example.com,+1-555-235-2315,"476 Main St, City, State",Houston,CA,12556,US,219.46.210.1,corporate,2024-07-16 17:29:51.861059,2024-07-16,17:29:51,MedExpress Pharmacy,Online Pharmacy,Healthcare,otc_purchase,56.73,medical_devices,1.0,card,failed,14,Invalid card,1736,False,,12.202809241691165,,19935.18800209094,social_media_organic,3,mobile_android,True,1751,PST,en,17.0,1.0,False,7.0,3.0,1.0,56.73
TXN_20240716_00006398,CUST_54795909,Customer 6939,user637@example.com,+1-555-898-3269,"515 Main St, City, State",Houston,GA,12335,US,125.172.151.113,individual,2024-07-16 17:57:48.861059,2024-07-16,17:57:48,MedExpress Pharmacy,Online Pharmacy,Healthcare,prescription_fill,23.33,otc_medications,1.0,apple_pay,completed,00,Approved,1745,False,,11.656959547528444,,1527.5498407268858,organic_search,4,desktop_windows,False,253,MST,en,17.0,1.0,False,7.0,3.0,1.0,23.33
TXN_20240716_00000446,CUST_27762468,Customer 2004,user938@example.com,+1-555-788-9336,"541 Main St, City, State",Houston,IL,38835,US,62.90.37.2,professional,2024-07-16 18:56:26.861059,2024-07-16,18:56:26,MedExpress Pharmacy,Online Pharmacy,Healthcare,prescription_fill,105.13,prescription_drugs,3.0,card,completed,00,Approved,962,False,,3.659055119222263,,11472.578922185829,social_media_organic,4,desktop_windows,False,885,AKST,en,18.0,1.0,False,7.0,3.0,1.0,105.13
TXN_20240716_00007241,CUST_71221298,Customer 6755,user447@example.com,+1-555-869-4124,"689 Main St, City, State",Houston,NY,73285,US,34.124.147.162,individual,2024-07-16 20:57:15.861059,2024-07-16,20:57:15,MedExpress Pharmacy,Online Pharmacy,Healthcare,subscription,43.23,health_supplements,3.0,google_pay,completed,00,Approved,989,False,,13.317878853794058,,387.39406677322177,paid_search,1,desktop_windows,False,1745,AKST,en,20.0,1.0,False,7.0,3.0,1.0,43.23
TXN_20240716_00006704,CUST_41059917,Customer 7405,user972@example.com,+1-555-941-1448,"914 Main St, City, State",Los Angeles,PA,67173,US,105.47.115.22,family,2024-07-16 22:47:16.861059,2024-07-16,22:47:16,MedExpress Pharmacy,Online Pharmacy,Healthcare,otc_purchase,24.0,otc_medications,2.0,google_pay,completed,00,Approved,1417,True,fraud_type_card_testing,11.31142119187618,card_testing,4315.095696539205,paid_search,1,mobile_android,True,217,CST,en,22.0,1.0,False,7.0,3.0,1.0,24.0
TXN_20240716_00005853,CUST_34033132,Customer 2854,user633@example.com,+1-555-342-2588,"459 Main St, City, State",Chicago,NY,10577,US,177.90.19.109,professional,2024-07-16 23:29:27.861059,2024-07-16,23:29:27,MedExpress Pharmacy,Online Pharmacy,Healthcare,prescription_fill,259.35,medical_devices,2.0,apple_pay,completed,00,Approved,659,False,,15.177889638122572,,2057.0188704563375,social_media_paid,3,desktop_windows,False,542,MST,en,23.0,1.0,False,7.0,3.0,1.0,259.35
TXN_20240717_00000602,CUST_61844412,Customer 4037,user429@example.com,+1-555-802-2974,"495 Main St, City, State",Chicago,TX,22978,US,106.163.184.230,corporate,2024-07-17 00:56:51.861059,2024-07-17,00:56:51,MedExpress Pharmacy,Online Pharmacy,Healthcare,otc_purchase,91.82,medical_devices,3.0,paypal,completed,00,Approved,859,False,,19.737412660562224,,45866.14560469618,social_media_organic,1,mobile_ios,True,977,CST,en,0.0,2.0,False,7.0,3.0,1.0,91.82
TXN_20240717_00000321,CUST_17265776,Customer 3390,user155@example.com,+1-555-663-6849,"262 Main St, City, State",Chicago,NY,51705,US,233.21.98.191,individual,2024-07-17 01:08:59.861059,2024-07-17,01:08:59,MedExpress Pharmacy,Online Pharmacy,Healthcare,prescription_fill,59.7,prescription_drugs,2.0,apple_pay,completed,00,Approved,589,False,,28.09314100116981,,430.19825735710515,email_marketing,1,mobile_ios,True,925,AKST,en,1.0,2.0,False,7.0,3.0,1.0,59.7
TXN_20240717_00001121,CUST_20853091,Customer 6166,user966@example.com,+1-555-765-7283,"970 Main St, City, State",New York,CA,39631,US,43.231.144.152,family,2024-07-17 01:26:17.861059,2024-07-17,01:26:17,MedExpress Pharmacy,Online Pharmacy,Healthcare,otc_purchase,14.53,prescription_drugs,1.0,apple_pay,completed,00,Approved,980,False,,16.564969306444205,,3619.5951623162446,direct_traffic,2,mobile_ios,True,812,PST,en,1.0,2.0,False,7.0,3.0,1.0,14.53
TXN_20240717_00003739,CUST_48856838,Customer 5469,user894@example.com,+1-555-517-1643,"520 Main St, City, State",New York,GA,15639,US,148.38.242.45,corporate,2024-07-17 02:17:17.861059,2024-07-17,02:17:17,MedExpress Pharmacy,Online Pharmacy,Healthcare,prescription_fill,160.82,prescription_drugs,2.0,apple_pay,completed,00,Approved,358,False,,26.82334605391247,,20091.504715952877,social_media_paid,4,desktop_windows,False,244,EST,en,2.0,2.0,False,7.0,3.0,1.0,160.82
TXN_20240717_00004680,CUST_13683324,Customer 6104,user443@example.com,+1-555-671-3087,"676 Main St, City, State",Chicago,GA,58790,US,54.24.84.182,corporate,2024-07-17 06:58:31.861059,2024-07-17,06:58:31,MedExpress Pharmacy,Online Pharmacy,Healthcare,prescription_fill,25.54,health_supplements,3.0,apple_pay,completed,00,Approved,1841,False,,22.299210244221406,,34943.05114851346,organic_search,3,mobile_ios,True,447,AKST,en,6.0,2.0,False,7.0,3.0,1.0,25.54
TXN_20240717_00000336,CUST_23022190,Customer 7394,user977@example.com,+1-555-898-9902,"181 Main St, City, State",New York,FL,48930,US,251.180.66.142,professional,2024-07-17 09:22:32.861059,2024-07-17,09:22:32,MedExpress Pharmacy,Online Pharmacy,Healthcare,subscription,39.78,otc_medications,2.0,paypal,completed,00,Approved,1545,False,,7.395776207961374,,11464.412283861026,referral,1,mobile_ios,True,1722,HST,en,9.0,2.0,False,7.0,3.0,1.0,39.78
TXN_20240717_00002997,CUST_65070107,Customer 9018,user628@example.com,+1-555-155-4362,"238 Main St, City, State",Phoenix,NY,53764,US,10.116.1.193,individual,2024-07-17 10:46:08.861059,2024-07-17,10:46:08,MedExpress Pharmacy,Online Pharmacy,Healthcare,otc_purchase,190.34,medical_devices,2.0,card,completed,00,Approved,626,False,,14.975477889467092,,528.7788773489801,direct_traffic,3,desktop_windows,False,1364,MST,en,10.0,2.0,False,7.0,3.0,1.0,190.34
TXN_20240717_00003783,CUST_71141755,Customer 7993,user675@example.com,+1-555-958-2336,"157 Main St, City, State",Phoenix,TX,33321,US,179.99.184.204,corporate,2024-07-17 10:54:06.861059,2024-07-17,10:54:06,MedExpress Pharmacy,Online Pharmacy,Healthcare,subscription,191.35,medical_devices,1.0,apple_pay,completed,00,Approved,950,False,,11.977577125767528,,31041.681749431675,social_media_paid,1,mobile_ios,True,1181,HST,en,10.0,2.0,False,7.0,3.0,1.0,191.35
TXN_20240717_00006195,CUST_53986535,Customer 9103,user219@example.com,+1-555-671-2972,"628 Main St, City, State",Phoenix,IL,98197,US,162.140.114.134,family,2024-07-17 14:08:40.861059,2024-07-17,14:08:40,MedExpress Pharmacy,Online Pharmacy,Healthcare,subscription,20.53,health_supplements,2.0,paypal,completed,00,Approved,605,False,,20.789258463931613,,1688.7541409208202,social_media_organic,3,mobile_ios,True,953,HST,en,14.0,2.0,False,7.0,3.0,1.0,20.53
TXN_20240717_00000280,CUST_42883218,Customer 7358,user564@example.com,+1-555-534-8487,"831 Main St, City, State",Chicago,OH,29280,US,64.235.189.41,corporate,2024-07-17 16:21:03.861059,2024-07-17,16:21:03,MedExpress Pharmacy,Online Pharmacy,Healthcare,otc_purchase,102.39,prescription_drugs,2.0,google_pay,completed,00,Approved,1966,True,fraud_type_synthetic_identity,8.87995063720208,synthetic_identity,40583.766023870194,social_media_organic,1,desktop_windows,False,608,PST,en,16.0,2.0,False,7.0,3.0,1.0,102.39
TXN_20240717_00007316,CUST_95716701,Customer 8376,user583@example.com,+1-555-592-2104,"406 Main St, City, State",Chicago,OH,10907,US,57.229.57.75,individual,2024-07-17 16:21:07.861059,2024-07-17,16:21:07,MedExpress Pharmacy,Online Pharmacy,Healthcare,prescription_fill,45.46,health_supplements,2.0,google_pay,completed,00,Approved,1871,False,,28.22848165097345,,1758.882151692395,social_media_paid,4,mobile_ios,True,808,EST,en,16.0,2.0,False,7.0,3.0,1.0,45.46
TXN_20240717_00001595,CUST_32215926,Customer 1028,user529@example.com,+1-555-192-4634,"623 Main St, City, State",Houston,IL,80009,US,88.198.143.255,family,2024-07-17 16:44:19.861059,2024-07-17,16:44:19,MedExpress Pharmacy,Online Pharmacy,Healthcare,subscription,20.77,otc_medications,2.0,card,completed,00,Approved,1478,False,,14.721677458098947,,2279.8134365061505,paid_search,2,mobile_android,True,1574,HST,en,16.0,2.0,False,7.0,3.0,1.0,20.77
TXN_20240717_00003689,CUST_63315485,Customer 2435,user998@example.com,+1-555-978-5165,"449 Main St, City, State",Chicago,TX,30308,US,220.131.135.17,corporate,2024-07-17 17:35:34.861059,2024-07-17,17:35:34,MedExpress Pharmacy,Online Pharmacy,Healthcare,prescription_fill,13.42,prescription_drugs,1.0,google_pay,completed,00,Approved,478,False,,15.154197066420775,,7994.579522309945,organic_search,2,mobile_android,True,1040,CST,en,17.0,2.0,False,7.0,3.0,1.0,13.42
TXN_20240717_00005071,CUST_49929987,Customer 4203,user335@example.com,+1-555-706-4329,"525 Main St, City, State",Chicago,CA,59636,US,151.187.69.123,individual,2024-07-17 17:47:51.861059,2024-07-17,17:47:51,MedExpress Pharmacy,Online Pharmacy,Healthcare,subscription,156.75,prescription_drugs,1.0,paypal,completed,00,Approved,394,False,,25.094091640082308,,1573.715286336775,email_marketing,4,desktop_windows,False,1576,HST,en,17.0,2.0,False,7.0,3.0,1.0,156.75
TXN_20240717_00002212,CUST_89625173,Customer 7952,user962@example.com,+1-555-201-6302,"962 Main St, City, State",Chicago,MI,88179,US,215.79.52.148,individual,2024-07-17 21:39:03.861059,2024-07-17,21:39:03,MedExpress Pharmacy,Online Pharmacy,Healthcare,otc_purchase,64.61,health_supplements,2.0,google_pay,completed,00,Approved,256,False,,22.756261908539596,,1046.527250995533,organic_search,2,mobile_ios,True,311,EST,en,21.0,2.0,False,7.0,3.0,1.0,64.61
TXN_20240717_00002982,CUST_52706181,Customer 5759,user923@example.com,+1-555-824-1238,"783 Main St, City, State",Phoenix,FL,29691,US,143.73.205.211,individual,2024-07-17 23:22:42.861059,2024-07-17,23:22:42,MedExpress Pharmacy,Online Pharmacy,Healthcare,prescription_fill,47.77,medical_devices,2.0,apple_pay,completed,00,Approved,1071,False,,28.123289830249234,,1209.0648477440573,referral,3,mobile_ios,True,1541,CST,en,23.0,2.0,False,7.0,3.0,1.0,47.77
TXN_20240718_00006787,CUST_65519110,Customer 3206,user967@example.com,+1-555-793-4284,"272 Main St, City, State",New York,OH,96810,US,150.82.206.8,professional,2024-07-18 00:06:26.861059,2024-07-18,00:06:26,MedExpress Pharmacy,Online Pharmacy,Healthcare,otc_purchase,5.99,otc_medications,2.0,venmo,completed,00,Approved,720,False,,8.461601321514912,,1993.3727358277356,paid_search,3,mobile_ios,True,146,EST,en,0.0,3.0,False,7.0,3.0,1.0,5.99
TXN_20240718_00000133,CUST_36425707,Customer 8966,user950@example.com,+1-555-992-2759,"742 Main St, City, State",New York,MI,49656,US,97.115.198.106,individual,2024-07-18 01:01:21.861059,2024-07-18,01:01:21,MedExpress Pharmacy,Online Pharmacy,Healthcare,otc_purchase,129.98,prescription_drugs,2.0,card,failed,05,Do not honor,1377,False,,7.795055028313036,,1961.6362181107795,organic_search,2,mobile_ios,True,1791,PST,en,1.0,3.0,False,7.0,3.0,1.0,129.98
TXN_20240718_00005233,CUST_43315853,Customer 9097,user959@example.com,+1-555-234-2827,"245 Main St, City, State",Los Angeles,IL,68399,US,200.246.69.227,family,2024-07-18 02:41:32.861059,2024-07-18,02:41:32,MedExpress Pharmacy,Online Pharmacy,Healthcare,otc_purchase,31.46,medical_devices,3.0,apple_pay,completed,00,Approved,1121,False,,13.921756170688731,,4631.924817525415,social_media_paid,3,mobile_android,True,412,CST,en,2.0,3.0,False,7.0,3.0,1.0,31.46
TXN_20240718_00006588,CUST_17492640,Customer 4592,user662@example.com,+1-555-903-7856,"424 Main St, City, State",Houston,PA,50142,US,49.250.71.251,corporate,2024-07-18 06:46:26.861059,2024-07-18,06:46:26,MedExpress Pharmacy,Online Pharmacy,Healthcare,prescription_fill,72.81,health_supplements,1.0,venmo,completed,00,Approved,961,False,,16.272388430816463,,40247.47486890903,social_media_paid,1,desktop_mac,False,1410,CST,en,6.0,3.0,False,7.0,3.0,1.0,72.81
TXN_20240718_00007070,CUST_74936083,Customer 3051,user709@example.com,+1-555-919-9714,"632 Main St, City, State",Phoenix,NC,71266,US,63.151.84.36,family,2024-07-18 11:50:24.861059,2024-07-18,11:50:24,MedExpress Pharmacy,Online Pharmacy,Healthcare,subscription,39.78,health_supplements,3.0,venmo,completed,00,Approved,403,False,,4.945396914169736,,2546.8335438697536,social_media_paid,5,tablet_android,False,1469,HST,en,11.0,3.0,False,7.0,3.0,1.0,39.78
TXN_20240718_00006156,CUST_64597140,Customer 1190,user133@example.com,+1-555-238-8652,"315 Main St, City, State",Chicago,MI,38835,US,14.187.150.222,corporate,2024-07-18 12:29:53.861059,2024-07-18,12:29:53,MedExpress Pharmacy,Online Pharmacy,Healthcare,subscription,209.7,medical_devices,3.0,venmo,completed,00,Approved,293,False,,22.343419427945406,,46414.95881395652,email_marketing,4,tablet_android,False,615,AKST,en,12.0,3.0,False,7.0,3.0,2.0,363.09
TXN_20240718_00006105,CUST_93118471,Customer 6517,user177@example.com,+1-555-486-5201,"171 Main St, City, State",Chicago,OH,35867,US,174.132.223.174,professional,2024-07-18 14:11:10.861059,2024-07-18,14:11:10,MedExpress Pharmacy,Online Pharmacy,Healthcare,otc_purchase,66.87,health_supplements,2.0,apple_pay,completed,00,Approved,1269,True,fraud_type_account_takeover,18.836015384269523,account_takeover,9494.505800435489,social_media_organic,5,mobile_android,True,618,EST,en,14.0,3.0,False,7.0,3.0,1.0,66.87
TXN_20240718_00001560,CUST_27810031,Customer 3672,user325@example.com,+1-555-393-5806,"708 Main St, City, State",Los Angeles,NY,65434,US,243.196.213.107,corporate,2024-07-18 14:17:11.861059,2024-07-18,14:17:11,MedExpress Pharmacy,Online Pharmacy,Healthcare,prescription_fill,49.61,otc_medications,3.0,apple_pay,completed,00,Approved,1328,False,,1.6410594048984901,,47923.87161614949,paid_search,1,mobile_ios,True,526,EST,en,14.0,3.0,False,7.0,3.0,1.0,49.61
TXN_20240718_00003653,CUST_68746710,Customer 9647,user708@example.com,+1-555-974-4576,"734 Main St, City, State",Houston,CA,65930,US,215.138.203.208,family,2024-07-18 16:03:59.861059,2024-07-18,16:03:59,MedExpress Pharmacy,Online Pharmacy,Healthcare,otc_purchase,253.57,medical_devices,2.0,card,completed,00,Approved,371,False,,12.28017364538244,,2417.2910635984754,email_marketing,1,mobile_android,True,502,AKST,en,16.0,3.0,False,7.0,3.0,1.0,253.57
TXN_20240718_00006445,CUST_63778697,Customer 6066,user927@example.com,+1-555-782-9101,"606 Main St, City, State",Houston,OH,97153,US,231.3.113.135,individual,2024-07-18 16:53:32.861059,2024-07-18,16:53:32,MedExpress Pharmacy,Online Pharmacy,Healthcare,prescription_fill,42.01,otc_medications,3.0,apple_pay,completed,00,Approved,1015,False,,11.789481898651808,,868.1086644488167,referral,3,mobile_ios,True,752,AKST,en,16.0,3.0,False,7.0,3.0,1.0,42.01
TXN_20240718_00003794,CUST_94693105,Customer 2936,user494@example.com,+1-555-289-5853,"401 Main St, City, State",Chicago,TX,16437,US,195.119.44.71,corporate,2024-07-18 17:20:16.861059,2024-07-18,17:20:16,MedExpress Pharmacy,Online Pharmacy,Healthcare,otc_purchase,247.79,medical_devices,2.0,google_pay,completed,00,Approved,1511,True,fraud_type_card_testing,20.592188215257263,card_testing,36589.44024306281,paid_search,1,desktop_windows,False,1787,CST,en,17.0,3.0,False,7.0,3.0,1.0,247.79
TXN_20240718_00006264,CUST_91002799,Customer 8834,user572@example.com,+1-555-861-8624,"375 Main St, City, State",Chicago,TX,30658,US,67.248.147.137,family,2024-07-18 17:38:41.861059,2024-07-18,17:38:41,MedExpress Pharmacy,Online Pharmacy,Healthcare,prescription_fill,229.38,medical_devices,1.0,paypal,completed,00,Approved,1903,False,,29.01850754685524,,1500.3360494136123,paid_search,1,desktop_windows,False,1525,CST,en,17.0,3.0,False,7.0,3.0,1.0,229.38
TXN_20240718_00006356,CUST_68761453,Customer 7187,user358@example.com,+1-555-536-7853,"534 Main St, City, State",New York,IL,43707,US,48.134.58.26,professional,2024-07-18 21:30:52.861059,2024-07-18,21:30:52,MedExpress Pharmacy,Online Pharmacy,Healthcare,otc_purchase,29.41,otc_medications,2.0,card,failed,05,Do not honor,492,False,,2.0779154505495034,,13806.71087396549,paid_search,4,mobile_ios,True,576,EST,en,21.0,3.0,False,7.0,3.0,1.0,29.41
TXN_20240718_00001343,CUST_76716500,Customer 6456,user478@example.com,+1-555-599-6924,"961 Main St, City, State",Chicago,TX,50521,US,6.40.53.101,family,2024-07-18 21:46:42.861059,2024-07-18,21:46:42,MedExpress Pharmacy,Online Pharmacy,Healthcare,prescription_fill,171.34,prescription_drugs,2.0,google_pay,completed,00,Approved,1769,True,fraud_type_synthetic_identity,22.41290798027474,synthetic_identity,1039.2130958946764,organic_search,1,mobile_ios,True,426,EST,en,21.0,3.0,False,7.0,3.0,1.0,171.34
TXN_20240718_00007062,CUST_71701711,Customer 7392,user917@example.com,+1-555-235-4595,"429 Main St, City, State",Houston,CA,33811,US,241.172.253.70,family,2024-07-18 22:14:27.861059,2024-07-18,22:14:27,MedExpress Pharmacy,Online Pharmacy,Healthcare,prescription_fill,118.45,prescription_drugs,2.0,venmo,completed,00,Approved,264,False,,20.526577110569622,,2876.226890484977,social_media_organic,1,desktop_windows,False,777,HST,en,22.0,3.0,False,7.0,3.0,1.0,118.45
TXN_20240718_00004668,CUST_43339978,Customer 5000,user338@example.com,+1-555-710-7451,"776 Main St, City, State",Houston,FL,90378,US,213.60.250.86,family,2024-07-18 22:50:17.861059,2024-07-18,22:50:17,MedExpress Pharmacy,Online Pharmacy,Healthcare,subscription,45.44,otc_medications,3.0,card,completed,00,Approved,838,False,,10.97260599932683,,4974.864648487803,organic_search,2,mobile_ios,True,1708,EST,en,22.0,3.0,False,7.0,3.0,1.0,45.44
TXN_20240718_00007592,CUST_53802808,Customer 1860,user650@example.com,+1-555-385-2720,"133 Main St, City, State",New York,IL,50005,US,208.208.82.222,family,2024-07-18 23:09:15.861059,2024-07-18,23:09:15,MedExpress Pharmacy,Online Pharmacy,Healthcare,otc_purchase,278.74,medical_devices,3.0,apple_pay,completed,00,Approved,1564,False,,19.80550938199098,,653.0814265555078,organic_search,1,mobile_ios,True,104,MST,en,23.0,3.0,False,7.0,3.0,1.0,278.74
TXN_20240719_00007177,CUST_79213773,Customer 4178,user150@example.com,+1-555-186-7102,"427 Main St, City, State",Chicago,OH,10405,US,12.96.12.232,individual,2024-07-19 00:33:50.861059,2024-07-19,00:33:50,MedExpress Pharmacy,Online Pharmacy,Healthcare,prescription_fill,18.42,health_supplements,3.0,apple_pay,completed,00,Approved,1530,True,fraud_type_card_testing,28.328729897671607,card_testing,1571.279310415446,social_media_paid,1,desktop_windows,False,114,PST,en,0.0,4.0,False,7.0,3.0,1.0,18.42
TXN_20240719_00003457,CUST_91030373,Customer 3380,user404@example.com,+1-555-204-2459,"743 Main St, City, State",Houston,NY,59374,US,60.4.124.62,corporate,2024-07-19 03:44:03.861059,2024-07-19,03:44:03,MedExpress Pharmacy,Online Pharmacy,Healthcare,otc_purchase,26.99,prescription_drugs,3.0,card,completed,00,Approved,433,False,,2.9669510693884105,,44556.54655388019,affiliate,1,desktop_mac,False,927,EST,en,3.0,4.0,False,7.0,3.0,1.0,26.99
TXN_20240719_00002485,CUST_54578995,Customer 1370,user745@example.com,+1-555-396-7073,"100 Main St, City, State",New York,NC,34537,US,26.234.244.10,professional,2024-07-19 04:53:12.861059,2024-07-19,04:53:12,MedExpress Pharmacy,Online Pharmacy,Healthcare,prescription_fill,46.12,health_supplements,1.0,google_pay,completed,00,Approved,1826,False,,24.52899717228338,,13741.674899794629,email_marketing,1,mobile_android,True,1153,CST,en,4.0,4.0,False,7.0,3.0,1.0,46.12
