transaction_id,customer_id,customer_name,customer_email,customer_phone,customer_address,customer_city,customer_state,customer_zip_code,customer_country,customer_ip_address,customer_segment,transaction_datetime,transaction_date,transaction_time,merchant_name,merchant_category,merchant_industry,transaction_type,amount,subscription_tier,billing_cycle,product_category,payment_method,payment_status,response_code,response_text,processing_time_ms,is_fraudulent,fraud_indicators,risk_score,fraud_type,customer_lifetime_value,customer_acquisition_channel,customer_transaction_count,device_type,is_mobile,session_duration_seconds,timezone,language,hour,day_of_week,is_weekend,month,quarter,customer_transaction_number,customer_total_spent
TXN_20240716_00002826,CUST_85026673,Customer 5931,user784@example.com,+1-555-209-9721,"862 Main St, City, State",Los Angeles,NC,93024,US,89.60.149.192,enterprise,2024-07-16 22:02:58.934327,2024-07-16,22:02:58,BookKeeper Pro,Accounting Software,Professional Services,add_on,180.0,enterprise,monthly,subscription,card,completed,00,Approved,1104,False,,12.25514856878515,,124911.8247608527,social_media_paid,2,mobile_ios,True,104,HST,en,22.0,1.0,False,7.0,3.0,1.0,180.0
TXN_20240716_00001555,CUST_88090372,Customer 8203,user165@example.com,+1-555-573-7464,"516 Main St, City, State",Houston,IL,41089,US,86.2.38.132,new,2024-07-16 22:32:53.934327,2024-07-16,22:32:53,BookKeeper Pro,Accounting Software,Professional Services,professional_service,45.0,small_business,monthly,subscription,google_pay,completed,00,Approved,320,False,,25.822236308947875,,936.0128519927014,influencer,2,mobile_android,True,1086,MST,en,22.0,1.0,False,7.0,3.0,1.0,45.0
TXN_20240716_00004010,CUST_60264395,Customer 5001,user380@example.com,+1-555-270-6484,"140 Main St, City, State",Chicago,TX,63021,US,90.199.62.180,regular,2024-07-16 23:16:40.934327,2024-07-16,23:16:40,BookKeeper Pro,Accounting Software,Professional Services,professional_service,45.0,small_business,monthly,subscription,google_pay,completed,00,Approved,401,False,,22.896508396849896,,4360.4440027725905,direct_traffic,4,tablet_ipad,False,1790,MST,en,23.0,1.0,False,7.0,3.0,1.0,45.0
TXN_20240717_00000604,CUST_31302905,Customer 9518,user940@example.com,+1-555-569-8246,"954 Main St, City, State",Los Angeles,OH,47262,US,10.154.94.137,regular,2024-07-17 00:19:52.934327,2024-07-17,00:19:52,BookKeeper Pro,Accounting Software,Professional Services,professional_service,45.0,small_business,monthly,subscription,google_pay,completed,00,Approved,587,False,,10.7015654765646,,3046.899253914995,social_media_organic,1,mobile_ios,True,1422,CST,en,0.0,2.0,False,7.0,3.0,1.0,45.0
TXN_20240717_00007552,CUST_39138448,Customer 7841,user690@example.com,+1-555-200-6151,"596 Main St, City, State",Los Angeles,IL,19649,US,154.68.124.42,regular,2024-07-17 03:18:56.934327,2024-07-17,03:18:56,BookKeeper Pro,Accounting Software,Professional Services,professional_service,45.0,small_business,monthly,subscription,paypal,completed,00,Approved,327,False,,28.437548205533147,,2271.6821523459002,affiliate,1,mobile_android,True,852,MST,en,3.0,2.0,False,7.0,3.0,1.0,45.0
TXN_20240717_00001125,CUST_83424099,Customer 3074,user893@example.com,+1-555-451-7152,"392 Main St, City, State",New York,OH,73058,US,25.197.49.188,enterprise,2024-07-17 08:42:34.934327,2024-07-17,08:42:34,BookKeeper Pro,Accounting Software,Professional Services,add_on,180.0,enterprise,monthly,subscription,card,completed,00,Approved,1859,False,,0.7666852470556906,,68747.53297124972,social_media_organic,2,mobile_android,True,1658,AKST,en,8.0,2.0,False,7.0,3.0,1.0,180.0
TXN_20240717_00007879,CUST_33326655,Customer 6220,user336@example.com,+1-555-297-6055,"355 Main St, City, State",Chicago,TX,25025,US,226.221.161.69,enterprise,2024-07-17 09:16:59.934327,2024-07-17,09:16:59,BookKeeper Pro,Accounting Software,Professional Services,subscription,180.0,enterprise,monthly,subscription,google_pay,completed,00,Approved,1366,False,,6.008158940948976,,183818.15460992893,email_marketing,2,mobile_android,True,282,HST,en,9.0,2.0,False,7.0,3.0,1.0,180.0
TXN_20240717_00006714,CUST_90138892,Customer 3461,user613@example.com,+1-555-548-6565,"615 Main St, City, State",Houston,IL,24446,US,166.82.91.85,new,2024-07-17 09:25:05.934327,2024-07-17,09:25:05,BookKeeper Pro,Accounting Software,Professional Services,professional_service,15.0,freelancer,monthly,subscription,google_pay,completed,00,Approved,1556,False,,15.739767690382692,,550.1213459512092,organic_search,4,mobile_android,True,1218,HST,en,9.0,2.0,False,7.0,3.0,1.0,15.0
TXN_20240717_00006202,CUST_55141213,Customer 8952,user915@example.com,+1-555-314-1817,"616 Main St, City, State",Phoenix,MI,11733,US,118.131.199.187,vip,2024-07-17 12:00:32.934327,2024-07-17,12:00:32,BookKeeper Pro,Accounting Software,Professional Services,professional_service,45.0,small_business,monthly,subscription,paypal,completed,00,Approved,661,False,,20.99704411902337,,15524.01625168263,paid_search,3,mobile_android,True,532,AKST,en,12.0,2.0,False,7.0,3.0,1.0,45.0
TXN_20240717_00002159,CUST_56781309,Customer 8992,user169@example.com,+1-555-511-8702,"767 Main St, City, State",Phoenix,NC,36707,US,195.38.178.224,vip,2024-07-17 13:04:18.934327,2024-07-17,13:04:18,BookKeeper Pro,Accounting Software,Professional Services,add_on,45.0,small_business,monthly,subscription,paypal,completed,00,Approved,579,False,,21.10713002876115,,11793.16526896196,email_marketing,1,mobile_android,True,463,HST,en,13.0,2.0,False,7.0,3.0,1.0,45.0
TXN_20240717_00005556,CUST_81755074,Customer 8978,user891@example.com,+1-555-671-3902,"742 Main St, City, State",Phoenix,GA,42388,US,28.179.187.60,new,2024-07-17 14:05:10.934327,2024-07-17,14:05:10,BookKeeper Pro,Accounting Software,Professional Services,add_on,45.0,small_business,monthly,subscription,card,completed,00,Approved,311,False,,18.251233780232386,,860.5383939905923,paid_search,3,desktop_windows,False,1136,EST,en,14.0,2.0,False,7.0,3.0,1.0,45.0
TXN_20240717_00007704,CUST_80847308,Customer 9238,user649@example.com,+1-555-649-6465,"523 Main St, City, State",Los Angeles,OH,76523,US,91.60.118.131,regular,2024-07-17 14:09:41.934327,2024-07-17,14:09:41,BookKeeper Pro,Accounting Software,Professional Services,add_on,45.0,small_business,monthly,subscription,card,completed,00,Approved,312,False,,16.040003359678572,,2423.0145967950157,social_media_organic,2,desktop_windows,False,1306,AKST,en,14.0,2.0,False,7.0,3.0,1.0,45.0
TXN_20240717_00000112,CUST_61388855,Customer 8361,user650@example.com,+1-555-299-4988,"208 Main St, City, State",Chicago,OH,58048,US,119.84.241.100,vip,2024-07-17 14:40:54.934327,2024-07-17,14:40:54,BookKeeper Pro,Accounting Software,Professional Services,professional_service,45.0,small_business,monthly,subscription,card,completed,00,Approved,185,False,,12.270493175669925,,24032.594958737973,direct_traffic,1,mobile_android,True,82,AKST,en,14.0,2.0,False,7.0,3.0,1.0,45.0
TXN_20240717_00000201,CUST_51382194,Customer 8837,user903@example.com,+1-555-192-6556,"361 Main St, City, State",Phoenix,NC,25513,US,1.219.36.245,enterprise,2024-07-17 15:25:28.934327,2024-07-17,15:25:28,BookKeeper Pro,Accounting Software,Professional Services,professional_service,180.0,enterprise,monthly,subscription,card,completed,00,Approved,1345,False,,1.709781960732426,,112433.89374429762,direct_traffic,1,mobile_android,True,788,EST,en,15.0,2.0,False,7.0,3.0,1.0,180.0
TXN_20240717_00004378,CUST_58865792,Customer 5863,user981@example.com,+1-555-759-8697,"134 Main St, City, State",New York,NY,44582,US,122.74.187.119,regular,2024-07-17 15:34:15.934327,2024-07-17,15:34:15,BookKeeper Pro,Accounting Software,Professional Services,professional_service,45.0,small_business,monthly,subscription,paypal,completed,00,Approved,131,False,,28.247619136739072,,4739.126900163439,organic_search,1,mobile_ios,True,1346,CST,en,15.0,2.0,False,7.0,3.0,1.0,45.0
TXN_20240717_00003505,CUST_46932632,Customer 3331,user290@example.com,+1-555-292-3653,"448 Main St, City, State",Los Angeles,IL,89877,US,165.242.220.176,regular,2024-07-17 15:40:02.934327,2024-07-17,15:40:02,BookKeeper Pro,Accounting Software,Professional Services,professional_service,15.0,freelancer,monthly,subscription,apple_pay,completed,00,Approved,626,False,,25.25391126938926,,1338.3064506438282,paid_search,1,tablet_ipad,False,293,EST,en,15.0,2.0,False,7.0,3.0,1.0,15.0
TXN_20240717_00006165,CUST_69405119,Customer 8175,user331@example.com,+1-555-643-3311,"258 Main St, City, State",Phoenix,GA,96375,US,55.122.114.105,regular,2024-07-17 16:39:08.934327,2024-07-17,16:39:08,BookKeeper Pro,Accounting Software,Professional Services,add_on,15.0,freelancer,monthly,subscription,paypal,completed,00,Approved,1160,False,,23.515822260993694,,2207.073375620658,paid_search,2,mobile_android,True,692,PST,en,16.0,2.0,False,7.0,3.0,1.0,15.0
TXN_20240717_00004293,CUST_42532849,Customer 7255,user227@example.com,+1-555-294-8701,"617 Main St, City, State",Phoenix,IL,84238,US,80.230.224.221,new,2024-07-17 17:44:40.934327,2024-07-17,17:44:40,BookKeeper Pro,Accounting Software,Professional Services,add_on,15.0,freelancer,monthly,subscription,paypal,completed,00,Approved,174,True,fraud_type_account_takeover,13.77450630217536,account_takeover,325.9328108057001,organic_search,3,desktop_mac,False,793,PST,en,17.0,2.0,False,7.0,3.0,1.0,15.0
TXN_20240717_00002931,CUST_58438903,Customer 2634,user879@example.com,+1-555-945-7416,"228 Main St, City, State",Houston,NY,48238,US,50.76.94.190,new,2024-07-17 18:16:41.934327,2024-07-17,18:16:41,BookKeeper Pro,Accounting Software,Professional Services,professional_service,45.0,small_business,monthly,subscription,paypal,completed,00,Approved,1680,False,,17.565301753989207,,746.7426796496736,affiliate,3,mobile_ios,True,731,PST,en,18.0,2.0,False,7.0,3.0,1.0,45.0
TXN_20240717_00003751,CUST_37067271,Customer 4331,user503@example.com,+1-555-301-8131,"459 Main St, City, State",Chicago,GA,54934,US,48.206.204.39,vip,2024-07-17 18:48:29.934327,2024-07-17,18:48:29,BookKeeper Pro,Accounting Software,Professional Services,subscription,45.0,small_business,monthly,subscription,apple_pay,completed,00,Approved,1256,False,,27.23160740957755,,23291.771511153096,organic_search,1,desktop_mac,False,1570,PST,en,18.0,2.0,False,7.0,3.0,1.0,45.0
TXN_20240717_00005656,CUST_59778140,Customer 2098,user590@example.com,+1-555-368-5694,"350 Main St, City, State",New York,MI,27625,US,157.5.187.33,regular,2024-07-17 21:50:19.934327,2024-07-17,21:50:19,BookKeeper Pro,Accounting Software,Professional Services,subscription,45.0,small_business,monthly,subscription,paypal,completed,00,Approved,1568,False,,9.470343329593883,,2142.039694945546,direct_traffic,3,mobile_ios,True,1689,CST,en,21.0,2.0,False,7.0,3.0,1.0,45.0
TXN_20240718_00002413,CUST_47326847,Customer 4224,user280@example.com,+1-555-999-7955,"947 Main St, City, State",Phoenix,NY,60532,US,167.218.201.50,vip,2024-07-18 03:08:05.934327,2024-07-18,03:08:05,BookKeeper Pro,Accounting Software,Professional Services,professional_service,45.0,small_business,monthly,subscription,paypal,completed,00,Approved,1491,False,,7.160573455313456,,12056.48895938462,organic_search,2,mobile_android,True,1303,AKST,en,3.0,3.0,False,7.0,3.0,1.0,45.0
TXN_20240718_00006208,CUST_22524217,Customer 3821,user459@example.com,+1-555-956-2824,"614 Main St, City, State",Phoenix,CA,84980,US,63.74.230.108,new,2024-07-18 09:12:30.934327,2024-07-18,09:12:30,BookKeeper Pro,Accounting Software,Professional Services,professional_service,15.0,freelancer,monthly,subscription,paypal,completed,00,Approved,1963,False,,7.447758847288922,,360.46917972526444,paid_search,3,mobile_android,True,348,AKST,en,9.0,3.0,False,7.0,3.0,1.0,15.0
TXN_20240718_00002682,CUST_84389398,Customer 6474,user892@example.com,+1-555-905-2267,"420 Main St, City, State",New York,MI,80076,US,176.254.176.15,regular,2024-07-18 13:08:38.934327,2024-07-18,13:08:38,BookKeeper Pro,Accounting Software,Professional Services,subscription,15.0,freelancer,monthly,subscription,venmo,completed,00,Approved,214,False,,5.415997148667559,,4900.968755270211,email_marketing,1,desktop_windows,False,988,AKST,en,13.0,3.0,False,7.0,3.0,1.0,15.0
TXN_20240718_00007780,CUST_83366730,Customer 4532,user964@example.com,+1-555-713-8739,"389 Main St, City, State",Houston,FL,48134,US,124.217.54.42,enterprise,2024-07-18 14:20:31.934327,2024-07-18,14:20:31,BookKeeper Pro,Accounting Software,Professional Services,add_on,180.0,enterprise,monthly,subscription,google_pay,completed,00,Approved,2000,False,,12.321800936459084,,200462.5929164089,social_media_paid,2,mobile_android,True,1057,HST,en,14.0,3.0,False,7.0,3.0,1.0,180.0
TXN_20240718_00006752,CUST_44304567,Customer 9877,user551@example.com,+1-555-781-5844,"198 Main St, City, State",New York,OH,36467,US,161.165.83.174,vip,2024-07-18 14:46:28.934327,2024-07-18,14:46:28,BookKeeper Pro,Accounting Software,Professional Services,add_on,45.0,small_business,monthly,subscription,paypal,completed,00,Approved,388,False,,20.13514788097963,,17054.50083432765,referral,3,mobile_android,True,1656,AKST,en,14.0,3.0,False,7.0,3.0,1.0,45.0
TXN_20240718_00002506,CUST_41537350,Customer 9513,user737@example.com,+1-555-555-4097,"124 Main St, City, State",Phoenix,MI,57426,US,237.59.170.207,vip,2024-07-18 15:02:02.934327,2024-07-18,15:02:02,BookKeeper Pro,Accounting Software,Professional Services,subscription,45.0,small_business,monthly,subscription,venmo,failed,14,Invalid card,1132,False,,6.689680182524819,,10419.861733707301,direct_traffic,2,desktop_windows,False,568,CST,en,15.0,3.0,False,7.0,3.0,1.0,45.0
TXN_20240718_00005786,CUST_90470518,Customer 9315,user227@example.com,+1-555-317-2059,"814 Main St, City, State",Phoenix,TX,15658,US,139.77.52.1,new,2024-07-18 15:10:03.934327,2024-07-18,15:10:03,BookKeeper Pro,Accounting Software,Professional Services,professional_service,15.0,freelancer,monthly,subscription,venmo,completed,00,Approved,1621,False,,14.741300902822891,,431.2130176266794,email_marketing,2,tablet_ipad,False,809,EST,en,15.0,3.0,False,7.0,3.0,1.0,15.0
TXN_20240718_00007227,CUST_14866665,Customer 5174,user794@example.com,+1-555-224-4670,"414 Main St, City, State",Los Angeles,CA,14087,US,159.4.215.176,enterprise,2024-07-18 15:52:35.934327,2024-07-18,15:52:35,BookKeeper Pro,Accounting Software,Professional Services,add_on,180.0,enterprise,monthly,subscription,paypal,completed,00,Approved,421,False,,28.3621330182712,,202922.97363146464,social_media_paid,4,mobile_android,True,226,MST,en,15.0,3.0,False,7.0,3.0,1.0,180.0
TXN_20240718_00001506,CUST_98337282,Customer 5214,user790@example.com,+1-555-758-4823,"134 Main St, City, State",Los Angeles,TX,76673,US,131.221.212.56,enterprise,2024-07-18 16:38:27.934327,2024-07-18,16:38:27,BookKeeper Pro,Accounting Software,Professional Services,add_on,180.0,enterprise,monthly,subscription,venmo,failed,14,Invalid card,439,False,,17.95589492186552,,205144.07984799365,organic_search,2,desktop_windows,False,1581,MST,en,16.0,3.0,False,7.0,3.0,1.0,180.0
TXN_20240718_00003597,CUST_53799200,Customer 5670,user863@example.com,+1-555-568-1865,"350 Main St, City, State",Los Angeles,GA,12176,US,66.252.131.205,new,2024-07-18 16:41:10.934327,2024-07-18,16:41:10,BookKeeper Pro,Accounting Software,Professional Services,professional_service,45.0,small_business,monthly,subscription,apple_pay,completed,00,Approved,174,False,,1.0416337283831345,,766.6568165183771,organic_search,1,desktop_windows,False,1756,MST,en,16.0,3.0,False,7.0,3.0,1.0,45.0
TXN_20240718_00007218,CUST_57905436,Customer 7584,user963@example.com,+1-555-773-1642,"270 Main St, City, State",Houston,FL,29481,US,172.85.200.99,new,2024-07-18 17:31:41.934327,2024-07-18,17:31:41,BookKeeper Pro,Accounting Software,Professional Services,professional_service,15.0,freelancer,monthly,subscription,apple_pay,completed,00,Approved,1591,False,,19.979552608866783,,543.7830630764995,organic_search,1,mobile_android,True,1138,MST,en,17.0,3.0,False,7.0,3.0,1.0,15.0
TXN_20240718_00002555,CUST_29175368,Customer 6394,user768@example.com,+1-555-296-4887,"599 Main St, City, State",Los Angeles,IL,25768,US,99.110.44.245,enterprise,2024-07-18 17:54:54.934327,2024-07-18,17:54:54,BookKeeper Pro,Accounting Software,Professional Services,add_on,180.0,enterprise,monthly,subscription,google_pay,completed,00,Approved,1474,False,,23.594690607485724,,139440.31163801253,paid_search,3,desktop_windows,False,457,PST,en,17.0,3.0,False,7.0,3.0,1.0,180.0
TXN_20240718_00007934,CUST_64491856,Customer 9228,user249@example.com,+1-555-936-1249,"219 Main St, City, State",Houston,CA,20772,US,74.223.115.103,regular,2024-07-18 18:18:53.934327,2024-07-18,18:18:53,BookKeeper Pro,Accounting Software,Professional Services,add_on,45.0,small_business,monthly,subscription,card,completed,00,Approved,1142,False,,22.70910441461616,,4054.700998473143,social_media_organic,1,desktop_windows,False,261,PST,en,18.0,3.0,False,7.0,3.0,1.0,45.0
TXN_20240718_00003711,CUST_26882043,Customer 7882,user932@example.com,+1-555-393-1025,"815 Main St, City, State",Los Angeles,CA,24118,US,145.220.167.64,new,2024-07-18 19:28:36.934327,2024-07-18,19:28:36,BookKeeper Pro,Accounting Software,Professional Services,add_on,15.0,freelancer,monthly,subscription,google_pay,completed,00,Approved,719,False,,9.865221372997638,,885.0804529729478,direct_traffic,2,mobile_ios,True,58,EST,en,19.0,3.0,False,7.0,3.0,1.0,15.0
TXN_20240718_00000448,CUST_61125947,Customer 5003,user773@example.com,+1-555-809-3379,"877 Main St, City, State",Los Angeles,CA,59922,US,111.158.113.234,regular,2024-07-18 19:48:44.934327,2024-07-18,19:48:44,BookKeeper Pro,Accounting Software,Professional Services,subscription,45.0,small_business,monthly,subscription,google_pay,failed,51,Insufficient funds,1640,False,,26.998700325815776,,3732.3256187232546,social_media_organic,1,desktop_windows,False,1563,HST,en,19.0,3.0,False,7.0,3.0,1.0,45.0
TXN_20240718_00000470,CUST_23633267,Customer 8110,user846@example.com,+1-555-836-7849,"475 Main St, City, State",Phoenix,GA,97091,US,80.192.195.54,regular,2024-07-18 20:26:58.934327,2024-07-18,20:26:58,BookKeeper Pro,Accounting Software,Professional Services,subscription,45.0,small_business,monthly,subscription,google_pay,completed,00,Approved,353,False,,17.9858244792267,,3180.7316136943914,influencer,1,mobile_android,True,384,EST,en,20.0,3.0,False,7.0,3.0,1.0,45.0
TXN_20240718_00005863,CUST_88221683,Customer 7064,user248@example.com,+1-555-297-3494,"623 Main St, City, State",New York,FL,68421,US,211.181.216.61,new,2024-07-18 21:22:48.934327,2024-07-18,21:22:48,BookKeeper Pro,Accounting Software,Professional Services,add_on,15.0,freelancer,monthly,subscription,card,completed,00,Approved,1961,False,,6.949403013875832,,110.92207647538264,organic_search,2,mobile_ios,True,321,MST,en,21.0,3.0,False,7.0,3.0,1.0,15.0
TXN_20240718_00000479,CUST_69670784,Customer 4560,user186@example.com,+1-555-362-7775,"628 Main St, City, State",Phoenix,CA,32953,US,189.22.204.221,enterprise,2024-07-18 21:47:33.934327,2024-07-18,21:47:33,BookKeeper Pro,Accounting Software,Professional Services,professional_service,180.0,enterprise,monthly,subscription,google_pay,completed,00,Approved,1114,False,,10.493805849006943,,128309.38062851432,email_marketing,1,mobile_ios,True,1238,HST,en,21.0,3.0,False,7.0,3.0,1.0,180.0
TXN_20240718_00003123,CUST_13462840,Customer 3275,user721@example.com,+1-555-302-8368,"714 Main St, City, State",Phoenix,TX,91850,US,132.1.175.66,new,2024-07-18 22:06:38.934327,2024-07-18,22:06:38,BookKeeper Pro,Accounting Software,Professional Services,add_on,15.0,freelancer,monthly,subscription,apple_pay,completed,00,Approved,713,False,,5.130686281833973,,890.4073995856411,affiliate,2,desktop_linux,False,1623,PST,en,22.0,3.0,False,7.0,3.0,1.0,15.0
TXN_20240718_00003467,CUST_61275876,Customer 1914,user390@example.com,+1-555-368-5406,"365 Main St, City, State",Los Angeles,IL,17183,US,209.98.143.108,regular,2024-07-18 22:10:07.934327,2024-07-18,22:10:07,BookKeeper Pro,Accounting Software,Professional Services,subscription,15.0,freelancer,monthly,subscription,apple_pay,completed,00,Approved,1165,False,,9.366820702501903,,3888.2131820048035,organic_search,5,mobile_ios,True,431,CST,en,22.0,3.0,False,7.0,3.0,1.0,15.0
TXN_20240719_00005439,CUST_73475675,Customer 8785,user643@example.com,+1-555-126-1549,"781 Main St, City, State",Los Angeles,CA,60347,US,81.239.156.61,regular,2024-07-19 00:03:59.934327,2024-07-19,00:03:59,BookKeeper Pro,Accounting Software,Professional Services,subscription,45.0,small_business,monthly,subscription,card,completed,00,Approved,1551,False,,8.705700714713167,,1286.8384226661833,organic_search,1,mobile_android,True,1622,PST,en,0.0,4.0,False,7.0,3.0,1.0,45.0
TXN_20240719_00002587,CUST_75935847,Customer 9991,user827@example.com,+1-555-950-7891,"736 Main St, City, State",Chicago,OH,11644,US,16.196.242.39,enterprise,2024-07-19 02:26:20.934327,2024-07-19,02:26:20,BookKeeper Pro,Accounting Software,Professional Services,add_on,180.0,enterprise,monthly,subscription,paypal,completed,00,Approved,680,False,,27.253366050905974,,69769.87345338488,social_media_paid,1,mobile_ios,True,850,MST,en,2.0,4.0,False,7.0,3.0,1.0,180.0
TXN_20240719_00001994,CUST_99585763,Customer 9391,user124@example.com,+1-555-890-1018,"864 Main St, City, State",Phoenix,PA,54267,US,84.77.65.239,new,2024-07-19 07:23:23.934327,2024-07-19,07:23:23,BookKeeper Pro,Accounting Software,Professional Services,add_on,15.0,freelancer,monthly,subscription,card,completed,00,Approved,1024,False,,2.6385779624294248,,327.97305854723385,organic_search,1,tablet_ipad,False,463,HST,en,7.0,4.0,False,7.0,3.0,1.0,15.0
TXN_20240719_00000018,CUST_52240472,Customer 8962,user970@example.com,+1-555-756-7746,"551 Main St, City, State",Phoenix,CA,56483,US,255.254.113.89,regular,2024-07-19 10:05:13.934327,2024-07-19,10:05:13,BookKeeper Pro,Accounting Software,Professional Services,professional_service,15.0,freelancer,monthly,subscription,venmo,completed,00,Approved,965,False,,11.609248707621298,,1259.4882277371732,paid_search,1,mobile_ios,True,107,HST,en,10.0,4.0,False,7.0,3.0,1.0,15.0
TXN_20240719_00006253,CUST_22302654,Customer 7830,user815@example.com,+1-555-389-3071,"883 Main St, City, State",New York,GA,92576,US,43.175.141.57,new,2024-07-19 10:08:13.934327,2024-07-19,10:08:13,BookKeeper Pro,Accounting Software,Professional Services,subscription,15.0,freelancer,monthly,subscription,venmo,completed,00,Approved,1882,False,,9.710593572363974,,542.1958111427823,paid_search,6,mobile_ios,True,908,AKST,en,10.0,4.0,False,7.0,3.0,1.0,15.0
