transaction_id,customer_id,customer_name,customer_email,customer_phone,customer_address,customer_city,customer_state,customer_zip_code,customer_country,customer_ip_address,customer_segment,transaction_datetime,transaction_date,transaction_time,merchant_name,merchant_category,merchant_industry,transaction_type,amount,trading_pair,fee,product_category,payment_method,payment_status,response_code,response_text,processing_time_ms,is_fraudulent,fraud_indicators,risk_score,fraud_type,customer_lifetime_value,customer_acquisition_channel,customer_transaction_count,device_type,is_mobile,session_duration_seconds,timezone,language,hour,day_of_week,is_weekend,month,quarter,customer_transaction_number,customer_total_spent
TXN_20240720_00000358,CUST_60497971,Customer 3776,user109@example.com,+1-555-486-7399,"978 Main St, City, State",Houston,TX,54287,US,18.16.10.9,regular,2024-07-20 16:06:56.247216,2024-07-20,16:06:56,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,deposit,21372.87,ETH/USD,42.75,trading,google_pay,completed,00,Approved,787,False,amount_exceeds_normal,35.90695394891435,,2052.1615136438777,social_media_paid,1,mobile_ios,True,1058,CST,en,16.0,5.0,True,7.0,3.0,1.0,21372.87
TXN_20240720_00000063,CUST_52041382,Customer 5645,user827@example.com,+1-555-126-6676,"442 Main St, City, State",Houston,TX,17218,US,6.190.61.43,new,2024-07-20 17:04:55.247216,2024-07-20,17:04:55,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,deposit,43409.95,USDT/USD,86.82,trading,venmo,completed,00,Approved,1121,False,amount_exceeds_normal,36.362610901285414,,569.3817666969724,organic_search,1,desktop_windows,False,408,PST,en,17.0,5.0,True,7.0,3.0,1.0,43409.95
TXN_20240720_00000658,CUST_77576274,Customer 2254,user868@example.com,+1-555-286-8201,"540 Main St, City, State",Phoenix,IL,78326,US,133.82.18.98,enterprise,2024-07-20 17:49:27.247216,2024-07-20,17:49:27,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,deposit,408.44,USDT/USD,0.0,trading,card,completed,00,Approved,1794,False,,10.306894156172888,,217550.988826336,social_media_organic,1,mobile_ios,True,306,AKST,en,17.0,5.0,True,7.0,3.0,1.0,408.44
TXN_20240721_00001220,CUST_70690460,Customer 4096,user824@example.com,+1-555-784-2987,"250 Main St, City, State",Los Angeles,CA,98325,US,209.136.194.155,regular,2024-07-21 00:02:06.247216,2024-07-21,00:02:06,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,withdrawal,14434.49,ETH/USD,28.87,trading,venmo,completed,00,Approved,1389,False,amount_exceeds_normal,44.00340959997608,,3581.493111529235,organic_search,3,mobile_android,True,1764,MST,en,0.0,6.0,True,7.0,3.0,1.0,14434.49
TXN_20240721_00000534,CUST_45697668,Customer 3530,user315@example.com,+1-555-652-1059,"766 Main St, City, State",New York,TX,28096,US,116.183.220.170,vip,2024-07-21 09:48:03.247216,2024-07-21,09:48:03,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,buy,11952.72,BTC/USD,23.91,trading,apple_pay,completed,00,Approved,330,False,amount_exceeds_normal,46.078541779697105,,7771.239296825114,organic_search,1,mobile_android,True,363,AKST,en,9.0,6.0,True,7.0,3.0,1.0,11952.72
TXN_20240721_00000288,CUST_89268236,Customer 8591,user347@example.com,+1-555-356-7384,"907 Main St, City, State",Los Angeles,OH,67565,US,39.238.130.173,vip,2024-07-21 17:12:22.247216,2024-07-21,17:12:22,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,deposit,4488.62,ETH/USD,0.0,trading,apple_pay,completed,00,Approved,243,False,amount_exceeds_normal,40.14887976753886,,6344.349183249485,direct_traffic,1,mobile_android,True,548,HST,en,17.0,6.0,True,7.0,3.0,1.0,4488.62
TXN_20240721_00001208,CUST_47578981,Customer 8244,user115@example.com,+1-555-481-8714,"435 Main St, City, State",Phoenix,MI,20996,US,2.155.241.176,vip,2024-07-21 19:09:55.247216,2024-07-21,19:09:55,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,sell,8150.14,BTC/USD,0.0,trading,card,completed,00,Approved,674,False,amount_exceeds_normal,40.59209144266522,,12744.358675140833,social_media_organic,3,mobile_ios,True,1219,PST,en,19.0,6.0,True,7.0,3.0,1.0,8150.14
TXN_20240721_00000615,CUST_20809968,Customer 2369,user419@example.com,+1-555-600-5716,"695 Main St, City, State",Chicago,TX,65174,US,42.139.86.4,vip,2024-07-21 23:41:16.247216,2024-07-21,23:41:16,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,sell,100191.01,BTC/USD,200.38,trading,apple_pay,completed,00,Approved,894,True,"amount_exceeds_normal,fraud_type_card_testing",24.068571999664087,card_testing,16053.553488664318,organic_search,1,mobile_ios,True,607,MST,en,23.0,6.0,True,7.0,3.0,1.0,100191.01
TXN_20240722_00000350,CUST_59230394,Customer 5090,user160@example.com,+1-555-318-7176,"577 Main St, City, State",New York,IL,90627,US,226.197.230.185,vip,2024-07-22 00:14:24.247216,2024-07-22,00:14:24,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,buy,11739.08,USDT/USD,23.48,trading,paypal,completed,00,Approved,174,False,amount_exceeds_normal,24.15181649268805,,6697.9015723231705,organic_search,2,mobile_ios,True,1410,AKST,en,0.0,0.0,False,7.0,3.0,1.0,11739.08
TXN_20240722_00000075,CUST_73985304,Customer 6921,user699@example.com,+1-555-966-5764,"500 Main St, City, State",Los Angeles,TX,70046,US,163.94.91.81,vip,2024-07-22 00:58:59.247216,2024-07-22,00:58:59,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,deposit,73324.22,BTC/USD,0.0,trading,google_pay,completed,00,Approved,996,False,amount_exceeds_normal,34.802891171236254,,11187.596499854459,email_marketing,1,mobile_ios,True,252,EST,en,0.0,0.0,False,7.0,3.0,1.0,73324.22
TXN_20240722_00001260,CUST_26884426,Customer 8980,user718@example.com,+1-555-145-5916,"957 Main St, City, State",Chicago,TX,55236,US,112.168.136.201,vip,2024-07-22 03:20:33.247216,2024-07-22,03:20:33,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,buy,63279.57,USDT/USD,126.56,trading,venmo,completed,00,Approved,1272,True,"amount_exceeds_normal,fraud_type_synthetic_identity",29.60871407563777,synthetic_identity,19239.9434094405,organic_search,1,tablet_ipad,False,1015,AKST,en,3.0,0.0,False,7.0,3.0,1.0,63279.57
TXN_20240722_00001866,CUST_79261551,Customer 9948,user834@example.com,+1-555-500-5526,"769 Main St, City, State",Los Angeles,FL,19707,US,118.225.175.205,regular,2024-07-22 09:12:30.247216,2024-07-22,09:12:30,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,withdrawal,55368.99,USDT/USD,0.0,trading,paypal,failed,51,Insufficient funds,1734,False,amount_exceeds_normal,45.93844517480934,,3891.287011423558,content_marketing,4,desktop_mac,False,1039,EST,en,9.0,0.0,False,7.0,3.0,1.0,55368.99
TXN_20240722_00000254,CUST_52934910,Customer 4460,user498@example.com,+1-555-846-9993,"669 Main St, City, State",New York,FL,22340,US,159.150.26.174,new,2024-07-22 10:33:41.247216,2024-07-22,10:33:41,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,deposit,39157.93,ETH/USD,0.0,trading,card,completed,00,Approved,1739,False,amount_exceeds_normal,43.48059621657835,,313.0055337151082,affiliate,3,mobile_ios,True,1087,EST,en,10.0,0.0,False,7.0,3.0,1.0,39157.93
TXN_20240722_00000009,CUST_74929379,Customer 8595,user365@example.com,+1-555-368-8442,"763 Main St, City, State",Phoenix,FL,24101,US,233.7.233.246,new,2024-07-22 21:45:14.247216,2024-07-22,21:45:14,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,deposit,42539.57,BTC/USD,85.08,trading,google_pay,completed,00,Approved,1646,False,amount_exceeds_normal,40.86532768520876,,864.0193107116417,social_media_organic,1,mobile_ios,True,1459,CST,en,21.0,0.0,False,7.0,3.0,1.0,42539.57
TXN_20240722_00001766,CUST_71772355,Customer 3732,user280@example.com,+1-555-669-4977,"682 Main St, City, State",Los Angeles,TX,51513,US,76.132.153.252,enterprise,2024-07-22 23:05:42.247216,2024-07-22,23:05:42,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,deposit,69713.57,USDT/USD,0.0,trading,venmo,completed,00,Approved,1152,False,amount_exceeds_normal,23.99496387881173,,109656.31668818035,direct_traffic,2,mobile_ios,True,1678,PST,en,23.0,0.0,False,7.0,3.0,1.0,69713.57
TXN_20240723_00001448,CUST_30970079,Customer 5256,user536@example.com,+1-555-280-8061,"950 Main St, City, State",Los Angeles,FL,11889,US,159.132.66.214,regular,2024-07-23 08:21:50.247216,2024-07-23,08:21:50,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,sell,44773.98,ETH/USD,89.55,trading,paypal,failed,51,Insufficient funds,312,False,amount_exceeds_normal,37.248560079612865,,4187.437649669374,direct_traffic,2,mobile_ios,True,1342,EST,en,8.0,1.0,False,7.0,3.0,1.0,44773.98
TXN_20240724_00001330,CUST_59014554,Customer 4775,user542@example.com,+1-555-237-4684,"879 Main St, City, State",Phoenix,TX,55177,US,135.73.20.33,new,2024-07-24 02:08:59.247216,2024-07-24,02:08:59,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,sell,14287.82,BTC/USD,28.58,trading,card,completed,00,Approved,1150,False,amount_exceeds_normal,49.592823600756375,,176.6460595174297,social_media_organic,1,desktop_windows,False,1521,EST,en,2.0,2.0,False,7.0,3.0,1.0,14287.82
TXN_20240724_00000261,CUST_96985685,Customer 7214,user805@example.com,+1-555-309-9804,"376 Main St, City, State",Phoenix,IL,26695,US,55.134.65.125,regular,2024-07-24 04:50:47.247216,2024-07-24,04:50:47,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,buy,51311.04,BTC/USD,102.62,trading,apple_pay,completed,00,Approved,1167,False,amount_exceeds_normal,31.70975011002843,,1525.8278998171836,paid_search,1,desktop_windows,False,319,HST,en,4.0,2.0,False,7.0,3.0,1.0,51311.04
TXN_20240724_00000120,CUST_70095916,Customer 2172,user907@example.com,+1-555-937-5891,"566 Main St, City, State",Phoenix,PA,21746,US,228.21.205.90,vip,2024-07-24 04:50:48.247216,2024-07-24,04:50:48,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,sell,59277.57,USDT/USD,118.56,trading,apple_pay,completed,00,Approved,464,False,amount_exceeds_normal,20.48724492328912,,9211.604246457911,social_media_paid,2,mobile_ios,True,1232,AKST,en,4.0,2.0,False,7.0,3.0,1.0,59277.57
TXN_20240724_00000047,CUST_74611140,Customer 1780,user894@example.com,+1-555-409-5678,"913 Main St, City, State",Houston,GA,43884,US,201.240.142.196,regular,2024-07-24 05:34:46.247216,2024-07-24,05:34:46,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,buy,28070.93,USDT/USD,56.14,trading,card,completed,00,Approved,248,False,amount_exceeds_normal,37.49717620277087,,2435.1202441633845,social_media_paid,1,desktop_windows,False,1275,MST,en,5.0,2.0,False,7.0,3.0,1.0,28070.93
TXN_20240724_00000408,CUST_75009614,Customer 7158,user490@example.com,+1-555-690-2886,"424 Main St, City, State",New York,MI,90966,US,129.204.187.159,regular,2024-07-24 07:36:50.247216,2024-07-24,07:36:50,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,sell,13069.61,USDT/USD,26.14,trading,card,completed,00,Approved,548,False,amount_exceeds_normal,30.862728790731957,,4264.366839735943,affiliate,1,mobile_android,True,1314,MST,en,7.0,2.0,False,7.0,3.0,1.0,13069.61
TXN_20240724_00000848,CUST_66148319,Customer 2294,user131@example.com,+1-555-861-7079,"802 Main St, City, State",New York,FL,80194,US,49.60.122.76,regular,2024-07-24 09:37:00.247216,2024-07-24,09:37:00,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,deposit,23704.65,ETH/USD,47.41,trading,google_pay,completed,00,Approved,564,False,amount_exceeds_normal,29.616785487680865,,4924.646344423625,social_media_organic,2,tablet_android,False,562,PST,en,9.0,2.0,False,7.0,3.0,1.0,23704.65
TXN_20240724_00000130,CUST_20925509,Customer 4988,user825@example.com,+1-555-474-1042,"650 Main St, City, State",Houston,TX,57006,US,230.235.21.105,new,2024-07-24 10:45:44.247216,2024-07-24,10:45:44,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,buy,6941.94,ETH/USD,0.0,trading,card,completed,00,Approved,210,False,amount_exceeds_normal,35.67917390243939,,294.20642282588244,paid_search,1,mobile_android,True,1788,EST,en,10.0,2.0,False,7.0,3.0,1.0,6941.94
TXN_20240724_00000505,CUST_26839389,Customer 4054,user967@example.com,+1-555-492-7111,"236 Main St, City, State",Phoenix,TX,47054,US,114.248.127.12,new,2024-07-24 12:44:44.247216,2024-07-24,12:44:44,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,withdrawal,81772.15,BTC/USD,163.54,trading,venmo,completed,00,Approved,813,False,amount_exceeds_normal,35.396042501920235,,138.13435701707104,organic_search,1,desktop_windows,False,670,PST,en,12.0,2.0,False,7.0,3.0,1.0,81772.15
TXN_20240724_00001374,CUST_79129050,Customer 2362,user256@example.com,+1-555-918-5097,"501 Main St, City, State",Chicago,IL,52178,US,59.229.156.95,new,2024-07-24 13:42:24.247216,2024-07-24,13:42:24,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,deposit,75210.51,USDT/USD,0.0,trading,apple_pay,completed,00,Approved,881,False,amount_exceeds_normal,29.922312626421572,,869.4881375071465,paid_search,1,desktop_windows,False,965,HST,en,13.0,2.0,False,7.0,3.0,1.0,75210.51
TXN_20240725_00000415,CUST_70441469,Customer 4388,user914@example.com,+1-555-310-9711,"451 Main St, City, State",Houston,NY,42290,US,92.134.117.236,vip,2024-07-25 01:11:52.247216,2024-07-25,01:11:52,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,sell,437.2,ETH/USD,0.0,trading,venmo,completed,00,Approved,443,False,,16.46687114334158,,23866.586432173637,direct_traffic,2,mobile_android,True,696,AKST,en,1.0,3.0,False,7.0,3.0,1.0,437.2
