transaction_id,customer_id,customer_name,customer_email,customer_phone,customer_address,customer_city,customer_state,customer_zip_code,customer_country,customer_ip_address,customer_segment,transaction_datetime,transaction_date,transaction_time,merchant_name,merchant_category,merchant_industry,transaction_type,amount,service_type,product_category,payment_method,payment_status,response_code,response_text,processing_time_ms,is_fraudulent,fraud_indicators,risk_score,fraud_type,customer_lifetime_value,customer_acquisition_channel,customer_transaction_count,device_type,is_mobile,session_duration_seconds,timezone,language,hour,day_of_week,is_weekend,month,quarter,customer_transaction_number,customer_total_spent
TXN_20240719_00000011,CUST_96018563,Customer 1276,user160@example.com,+1-555-497-9805,"140 Main St, City, State",New York,MI,63607,US,113.161.151.49,individual,2024-07-19 19:08:42.065682,2024-07-19,19:08:42,HealthConnect Virtual,Telehealth Services,Healthcare,appointment,112.08,therapy_session,service,paypal,completed,00,Approved,1386,False,,5.257873038939316,,626.256653719318,referral,1,desktop_windows,False,1078,HST,en,19.0,4.0,False,7.0,3.0,1.0,112.08
TXN_20240719_00000032,CUST_73052378,Customer 6485,user137@example.com,+1-555-309-6377,"491 Main St, City, State",Houston,PA,50546,US,78.142.202.219,professional,2024-07-19 21:23:54.065682,2024-07-19,21:23:54,HealthConnect Virtual,Telehealth Services,Healthcare,consultation,35.71,prescription_consultation,service,venmo,completed,00,Approved,869,False,,14.820146346777307,,7690.120409156485,organic_search,1,desktop_windows,False,376,AKST,en,21.0,4.0,False,7.0,3.0,1.0,35.71
TXN_20240720_00000946,CUST_74887846,Customer 2803,user764@example.com,+1-555-375-1832,"584 Main St, City, State",Los Angeles,FL,22735,US,38.188.195.14,corporate,2024-07-20 00:30:47.065682,2024-07-20,00:30:47,HealthConnect Virtual,Telehealth Services,Healthcare,appointment,153.39,therapy_session,service,card,completed,00,Approved,1846,False,,20.390306141379597,,23471.67424408222,organic_search,4,mobile_android,True,875,EST,en,0.0,5.0,True,7.0,3.0,2.0,351.30999999999995
TXN_20240720_00000604,CUST_75259607,Customer 6342,user408@example.com,+1-555-767-5449,"807 Main St, City, State",Phoenix,PA,12016,US,19.100.213.137,family,2024-07-20 03:22:05.065682,2024-07-20,03:22:05,HealthConnect Virtual,Telehealth Services,Healthcare,appointment,285.42,specialist_consultation,service,venmo,completed,00,Approved,1991,False,,17.805811641808543,,1117.0974741677676,direct_traffic,1,mobile_ios,True,322,MST,en,3.0,5.0,True,7.0,3.0,1.0,285.42
TXN_20240720_00000352,CUST_68838371,Customer 9306,user318@example.com,+1-555-757-2914,"483 Main St, City, State",Houston,TX,94953,US,164.225.251.18,professional,2024-07-20 15:59:48.065682,2024-07-20,15:59:48,HealthConnect Virtual,Telehealth Services,Healthcare,prescription,180.35,therapy_session,service,google_pay,completed,00,Approved,1118,False,,20.189888588216032,,13654.248342735938,email_marketing,2,desktop_windows,False,1045,CST,en,15.0,5.0,True,7.0,3.0,1.0,180.35
TXN_20240720_00000382,CUST_35315624,Customer 4444,user406@example.com,+1-555-807-9716,"125 Main St, City, State",Houston,IL,55882,US,220.199.80.176,individual,2024-07-20 16:49:23.065682,2024-07-20,16:49:23,HealthConnect Virtual,Telehealth Services,Healthcare,prescription,164.47,specialist_consultation,service,venmo,completed,00,Approved,1396,False,,18.976241014327982,,1858.087731154645,organic_search,1,mobile_ios,True,335,HST,en,16.0,5.0,True,7.0,3.0,1.0,164.47
TXN_20240720_00000092,CUST_38335209,Customer 6736,user213@example.com,+1-555-613-1481,"855 Main St, City, State",Houston,PA,60662,US,62.130.110.143,family,2024-07-20 19:06:18.065682,2024-07-20,19:06:18,HealthConnect Virtual,Telehealth Services,Healthcare,prescription,223.93,specialist_consultation,service,apple_pay,completed,00,Approved,164,False,,7.585326032005973,,4784.7635703447,paid_search,1,tablet_ipad,False,280,HST,en,19.0,5.0,True,7.0,3.0,1.0,223.93
TXN_20240720_00000766,CUST_77871185,Customer 5892,user953@example.com,+1-555-627-8628,"201 Main St, City, State",Phoenix,NC,28038,US,238.93.66.92,corporate,2024-07-20 20:27:06.065682,2024-07-20,20:27:06,HealthConnect Virtual,Telehealth Services,Healthcare,prescription,26.84,prescription_consultation,service,card,failed,51,Insufficient funds,742,True,fraud_type_card_testing,21.1088102725682,card_testing,9098.963670104302,social_media_organic,1,mobile_ios,True,892,AKST,en,20.0,5.0,True,7.0,3.0,1.0,26.84
TXN_20240720_00000555,CUST_34197121,Customer 1619,user497@example.com,+1-555-364-4495,"799 Main St, City, State",Chicago,PA,18265,US,8.83.131.251,individual,2024-07-20 23:37:01.065682,2024-07-20,23:37:01,HealthConnect Virtual,Telehealth Services,Healthcare,prescription,192.61,therapy_session,service,paypal,completed,00,Approved,147,False,,7.341683015545902,,1976.3919605922003,direct_traffic,1,tablet_ipad,False,1564,EST,en,23.0,5.0,True,7.0,3.0,1.0,192.61
TXN_20240721_00000083,CUST_86701139,Customer 8936,user723@example.com,+1-555-391-1420,"438 Main St, City, State",New York,PA,23553,US,108.163.201.42,family,2024-07-21 02:01:42.065682,2024-07-21,02:01:42,HealthConnect Virtual,Telehealth Services,Healthcare,consultation,79.36,general_consultation,service,card,completed,00,Approved,314,False,,13.839040021104566,,1002.5625709888403,paid_search,1,tablet_ipad,False,774,HST,en,2.0,6.0,True,7.0,3.0,1.0,79.36
TXN_20240721_00000844,CUST_23342754,Customer 8428,user703@example.com,+1-555-618-4699,"675 Main St, City, State",New York,CA,68944,US,186.206.188.57,professional,2024-07-21 02:39:46.065682,2024-07-21,02:39:46,HealthConnect Virtual,Telehealth Services,Healthcare,prescription,53.5,prescription_consultation,service,card,completed,00,Approved,1498,True,fraud_type_synthetic_identity,14.414306273699806,synthetic_identity,2586.229941337918,organic_search,2,mobile_android,True,950,MST,en,2.0,6.0,True,7.0,3.0,1.0,53.5
TXN_20240721_00000805,CUST_63494344,Customer 1297,user929@example.com,+1-555-269-5691,"898 Main St, City, State",Los Angeles,CA,11272,US,82.181.81.203,professional,2024-07-21 16:55:03.065682,2024-07-21,16:55:03,HealthConnect Virtual,Telehealth Services,Healthcare,consultation,240.69,specialist_consultation,service,card,completed,00,Approved,738,False,,24.63179507635757,,8271.125708123369,email_marketing,4,desktop_windows,False,1052,PST,en,16.0,6.0,True,7.0,3.0,1.0,240.69
TXN_20240722_00000967,CUST_26035018,Customer 4909,user368@example.com,+1-555-934-4184,"231 Main St, City, State",Chicago,GA,21591,US,210.18.57.164,family,2024-07-22 03:13:32.065682,2024-07-22,03:13:32,HealthConnect Virtual,Telehealth Services,Healthcare,prescription,189.04,specialist_consultation,service,venmo,completed,00,Approved,1790,False,,16.04410471576789,,3242.357960324182,paid_search,3,mobile_ios,True,1733,PST,en,3.0,0.0,False,7.0,3.0,2.0,457.24
TXN_20240722_00000470,CUST_43614475,Customer 8770,user217@example.com,+1-555-999-6072,"619 Main St, City, State",Chicago,CA,95668,US,64.114.105.214,individual,2024-07-22 08:35:02.065682,2024-07-22,08:35:02,HealthConnect Virtual,Telehealth Services,Healthcare,appointment,143.51,general_consultation,service,card,completed,00,Approved,984,False,,5.473105473461653,,1523.2769746346473,email_marketing,3,mobile_ios,True,1668,AKST,en,8.0,0.0,False,7.0,3.0,1.0,143.51
TXN_20240722_00000158,CUST_19966124,Customer 9617,user588@example.com,+1-555-548-4602,"451 Main St, City, State",New York,CA,56303,US,207.255.1.10,professional,2024-07-22 13:45:48.065682,2024-07-22,13:45:48,HealthConnect Virtual,Telehealth Services,Healthcare,consultation,143.31,general_consultation,service,venmo,completed,00,Approved,602,False,,6.041793789971928,,8757.712591954802,email_marketing,1,desktop_mac,False,538,EST,en,13.0,0.0,False,7.0,3.0,1.0,143.31
TXN_20240722_00000133,CUST_76173334,Customer 6279,user840@example.com,+1-555-827-5442,"668 Main St, City, State",New York,TX,16507,US,11.138.12.98,individual,2024-07-22 15:49:12.065682,2024-07-22,15:49:12,HealthConnect Virtual,Telehealth Services,Healthcare,appointment,185.57,specialist_consultation,service,google_pay,completed,00,Approved,1347,True,fraud_type_card_testing,23.755902028231404,card_testing,758.5010431824458,social_media_paid,2,mobile_android,True,802,EST,en,15.0,0.0,False,7.0,3.0,1.0,185.57
TXN_20240723_00000797,CUST_26205751,Customer 7970,user423@example.com,+1-555-526-5617,"598 Main St, City, State",Chicago,FL,88526,US,111.240.154.103,corporate,2024-07-23 00:03:32.065682,2024-07-23,00:03:32,HealthConnect Virtual,Telehealth Services,Healthcare,prescription,197.56,therapy_session,service,apple_pay,completed,00,Approved,1985,False,,8.879497268452328,,11377.257860764672,email_marketing,4,desktop_mac,False,1557,AKST,en,0.0,1.0,False,7.0,3.0,1.0,197.56
TXN_20240723_00000051,CUST_11464505,Customer 2810,user602@example.com,+1-555-334-9314,"577 Main St, City, State",Chicago,PA,57640,US,218.174.237.97,family,2024-07-23 00:28:50.065682,2024-07-23,00:28:50,HealthConnect Virtual,Telehealth Services,Healthcare,consultation,181.66,therapy_session,service,venmo,completed,00,Approved,1459,False,,19.16895256748919,,2208.3150033189286,referral,1,mobile_android,True,1775,EST,en,0.0,1.0,False,7.0,3.0,1.0,181.66
TXN_20240723_00000685,CUST_61821324,Customer 8195,user235@example.com,+1-555-576-8221,"819 Main St, City, State",New York,MI,76706,US,237.78.244.101,family,2024-07-23 01:14:50.065682,2024-07-23,01:14:50,HealthConnect Virtual,Telehealth Services,Healthcare,appointment,147.24,general_consultation,service,paypal,completed,00,Approved,1335,False,,23.78323192237055,,2939.6288969672437,social_media_organic,2,mobile_ios,True,912,PST,en,1.0,1.0,False,7.0,3.0,1.0,147.24
TXN_20240723_00000407,CUST_91759699,Customer 4262,user914@example.com,+1-555-107-3310,"243 Main St, City, State",Phoenix,FL,42263,US,252.126.229.109,family,2024-07-23 02:43:44.065682,2024-07-23,02:43:44,HealthConnect Virtual,Telehealth Services,Healthcare,consultation,115.77,therapy_session,service,venmo,completed,00,Approved,124,False,,22.020180429437193,,1283.5779816083436,affiliate,1,desktop_mac,False,238,CST,en,2.0,1.0,False,7.0,3.0,1.0,115.77
TXN_20240723_00000621,CUST_75984100,Customer 6111,user752@example.com,+1-555-984-3078,"571 Main St, City, State",Los Angeles,OH,79747,US,81.7.82.102,corporate,2024-07-23 09:39:41.065682,2024-07-23,09:39:41,HealthConnect Virtual,Telehealth Services,Healthcare,consultation,153.89,specialist_consultation,service,card,completed,00,Approved,1494,False,,7.944949329430026,,49975.93807979314,affiliate,1,tablet_ipad,False,472,AKST,en,9.0,1.0,False,7.0,3.0,1.0,153.89
TXN_20240723_00000454,CUST_81389275,Customer 5904,user598@example.com,+1-555-510-1595,"678 Main St, City, State",Phoenix,OH,68650,US,235.141.175.56,family,2024-07-23 15:27:44.065682,2024-07-23,15:27:44,HealthConnect Virtual,Telehealth Services,Healthcare,consultation,221.13,specialist_consultation,service,paypal,completed,00,Approved,1774,True,fraud_type_account_takeover,10.196377254367247,account_takeover,3672.2889340435463,direct_traffic,2,desktop_mac,False,405,CST,en,15.0,1.0,False,7.0,3.0,1.0,221.13
TXN_20240724_00000112,CUST_84125493,Customer 3231,user224@example.com,+1-555-794-5063,"690 Main St, City, State",Phoenix,NY,42447,US,116.111.125.186,professional,2024-07-24 08:49:58.065682,2024-07-24,08:49:58,HealthConnect Virtual,Telehealth Services,Healthcare,prescription,91.15,general_consultation,service,apple_pay,completed,00,Approved,1414,False,,5.293430278906735,,7056.216783516638,organic_search,1,desktop_windows,False,875,HST,en,8.0,2.0,False,7.0,3.0,1.0,91.15
TXN_20240724_00000305,CUST_71816853,Customer 5028,user962@example.com,+1-555-886-2075,"356 Main St, City, State",Phoenix,PA,50416,US,138.173.165.86,individual,2024-07-24 17:26:10.065682,2024-07-24,17:26:10,HealthConnect Virtual,Telehealth Services,Healthcare,appointment,33.12,prescription_consultation,service,apple_pay,completed,00,Approved,443,False,,15.883075452652214,,1291.377797659684,direct_traffic,1,mobile_android,True,502,PST,en,17.0,2.0,False,7.0,3.0,1.0,33.12
TXN_20240725_00000910,CUST_17109370,Customer 7044,user476@example.com,+1-555-331-7254,"561 Main St, City, State",New York,PA,70613,US,114.33.168.249,family,2024-07-25 08:57:56.065682,2024-07-25,08:57:56,HealthConnect Virtual,Telehealth Services,Healthcare,appointment,82.5,general_consultation,service,paypal,failed,14,Invalid card,376,False,,12.485714034118143,,2810.1695141935825,referral,2,mobile_android,True,623,HST,en,8.0,3.0,False,7.0,3.0,1.0,82.5
TXN_20240726_00000300,CUST_14002437,Customer 7690,user811@example.com,+1-555-493-9654,"263 Main St, City, State",Los Angeles,MI,69491,US,208.135.75.179,family,2024-07-26 08:47:56.065682,2024-07-26,08:47:56,HealthConnect Virtual,Telehealth Services,Healthcare,appointment,117.31,general_consultation,service,google_pay,completed,00,Approved,1981,False,,10.56914661488196,,2536.395088344535,organic_search,2,mobile_android,True,1039,HST,en,8.0,4.0,False,7.0,3.0,1.0,117.31
TXN_20240726_00000342,CUST_26300293,Customer 5186,user142@example.com,+1-555-279-7111,"635 Main St, City, State",Chicago,PA,18331,US,171.116.71.138,corporate,2024-07-26 09:04:18.065682,2024-07-26,09:04:18,HealthConnect Virtual,Telehealth Services,Healthcare,appointment,48.43,prescription_consultation,service,google_pay,completed,00,Approved,427,False,,22.78301203757668,,16373.742466075952,social_media_paid,2,tablet_ipad,False,1151,AKST,en,9.0,4.0,False,7.0,3.0,1.0,48.43
TXN_20240726_00000254,CUST_20774796,Customer 8020,user487@example.com,+1-555-194-1454,"641 Main St, City, State",New York,OH,99971,US,157.52.184.39,professional,2024-07-26 15:41:55.065682,2024-07-26,15:41:55,HealthConnect Virtual,Telehealth Services,Healthcare,appointment,237.21,specialist_consultation,service,card,completed,00,Approved,417,False,,7.780709831789815,,10700.422952461528,paid_search,1,mobile_android,True,34,AKST,en,15.0,4.0,False,7.0,3.0,1.0,237.21
TXN_20240727_00000299,CUST_12974427,Customer 5286,user260@example.com,+1-555-634-5851,"120 Main St, City, State",Chicago,CA,19871,US,144.158.61.37,corporate,2024-07-27 19:43:52.065682,2024-07-27,19:43:52,HealthConnect Virtual,Telehealth Services,Healthcare,consultation,97.38,therapy_session,service,venmo,completed,00,Approved,884,False,,21.666310217994926,,12187.504147478196,social_media_organic,1,desktop_windows,False,798,HST,en,19.0,5.0,True,7.0,3.0,1.0,97.38
TXN_20240727_00000828,CUST_89126826,Customer 4575,user224@example.com,+1-555-167-6097,"846 Main St, City, State",Los Angeles,NY,20395,US,224.212.3.66,family,2024-07-27 19:59:06.065682,2024-07-27,19:59:06,HealthConnect Virtual,Telehealth Services,Healthcare,consultation,50.52,prescription_consultation,service,google_pay,completed,00,Approved,314,False,,26.13946630593973,,2948.4849072808283,organic_search,2,mobile_android,True,275,HST,en,19.0,5.0,True,7.0,3.0,1.0,50.52
TXN_20240728_00000679,CUST_55538471,Customer 4795,user270@example.com,+1-555-974-8641,"152 Main St, City, State",Chicago,NY,19297,US,234.22.239.165,family,2024-07-28 05:52:08.065682,2024-07-28,05:52:08,HealthConnect Virtual,Telehealth Services,Healthcare,appointment,281.66,specialist_consultation,service,google_pay,completed,00,Approved,1244,False,,16.31452568304862,,1904.279030347811,referral,3,desktop_mac,False,1228,AKST,en,5.0,6.0,True,7.0,3.0,1.0,281.66
TXN_20240728_00000069,CUST_12602625,Customer 5416,user289@example.com,+1-555-930-4753,"632 Main St, City, State",Los Angeles,PA,37623,US,159.248.131.215,corporate,2024-07-28 09:50:29.065682,2024-07-28,09:50:29,HealthConnect Virtual,Telehealth Services,Healthcare,appointment,153.22,therapy_session,service,apple_pay,completed,00,Approved,361,False,,9.058546643457724,,12518.52702294103,email_marketing,2,mobile_ios,True,1398,HST,en,9.0,6.0,True,7.0,3.0,1.0,153.22
TXN_20240728_00000934,CUST_13865479,Customer 9762,user478@example.com,+1-555-415-4749,"842 Main St, City, State",Los Angeles,GA,95556,US,142.224.197.81,professional,2024-07-28 19:19:31.065682,2024-07-28,19:19:31,HealthConnect Virtual,Telehealth Services,Healthcare,appointment,100.73,general_consultation,service,paypal,completed,00,Approved,1600,False,,4.045013619766782,,12958.702978803387,referral,2,desktop_windows,False,99,AKST,en,19.0,6.0,True,7.0,3.0,1.0,100.73
TXN_20240729_00000410,CUST_87174040,Customer 4637,user297@example.com,+1-555-182-4467,"582 Main St, City, State",Los Angeles,NY,16141,US,49.238.187.248,corporate,2024-07-29 00:19:47.065682,2024-07-29,00:19:47,HealthConnect Virtual,Telehealth Services,Healthcare,appointment,119.06,general_consultation,service,google_pay,completed,00,Approved,1834,False,,7.274578113899308,,21145.570688987522,organic_search,1,desktop_windows,False,411,EST,en,0.0,0.0,False,7.0,3.0,1.0,119.06
TXN_20240729_00000036,CUST_50762836,Customer 6932,user491@example.com,+1-555-440-1316,"957 Main St, City, State",Phoenix,IL,83453,US,84.183.103.9,individual,2024-07-29 00:58:41.065682,2024-07-29,00:58:41,HealthConnect Virtual,Telehealth Services,Healthcare,consultation,147.28,general_consultation,service,paypal,completed,00,Approved,1406,False,,12.684299327818474,,1421.8954271979505,organic_search,1,mobile_ios,True,55,MST,en,0.0,0.0,False,7.0,3.0,1.0,147.28
TXN_20240729_00000178,CUST_35680681,Customer 1762,user131@example.com,+1-555-720-2773,"199 Main St, City, State",Phoenix,MI,79081,US,1.49.226.84,family,2024-07-29 15:03:57.065682,2024-07-29,15:03:57,HealthConnect Virtual,Telehealth Services,Healthcare,prescription,87.46,general_consultation,service,venmo,completed,00,Approved,1823,False,,27.24822979864346,,1044.3753801583555,social_media_paid,1,desktop_windows,False,1004,MST,en,15.0,0.0,False,7.0,3.0,1.0,87.46
TXN_20240730_00000231,CUST_46906305,Customer 1697,user863@example.com,+1-555-753-3196,"211 Main St, City, State",Los Angeles,MI,22263,US,249.47.157.11,professional,2024-07-30 00:37:58.065682,2024-07-30,00:37:58,HealthConnect Virtual,Telehealth Services,Healthcare,appointment,43.97,prescription_consultation,service,venmo,completed,00,Approved,1062,False,,29.340202951940086,,4247.445707875802,social_media_organic,2,mobile_android,True,1451,MST,en,0.0,1.0,False,7.0,3.0,1.0,43.97
TXN_20240730_00000149,CUST_62835135,Customer 8291,user517@example.com,+1-555-192-4589,"122 Main St, City, State",Phoenix,GA,72161,US,183.160.137.237,family,2024-07-30 09:58:05.065682,2024-07-30,09:58:05,HealthConnect Virtual,Telehealth Services,Healthcare,consultation,177.07,specialist_consultation,service,card,completed,00,Approved,1267,False,,12.832040890671259,,2862.6686240839563,organic_search,2,mobile_ios,True,50,AKST,en,9.0,1.0,False,7.0,3.0,1.0,177.07
TXN_20240730_00000366,CUST_70102014,Customer 3460,user480@example.com,+1-555-118-8992,"607 Main St, City, State",Los Angeles,FL,72265,US,29.47.26.75,corporate,2024-07-30 16:23:08.065682,2024-07-30,16:23:08,HealthConnect Virtual,Telehealth Services,Healthcare,prescription,276.4,specialist_consultation,service,paypal,failed,51,Insufficient funds,1302,False,,6.828838410612937,,34596.03421664145,paid_search,2,mobile_ios,True,1376,MST,en,16.0,1.0,False,7.0,3.0,1.0,276.4
TXN_20240730_00000633,CUST_65522547,Customer 7709,user852@example.com,+1-555-589-2007,"911 Main St, City, State",Los Angeles,OH,18560,US,37.31.180.189,individual,2024-07-30 17:17:45.065682,2024-07-30,17:17:45,HealthConnect Virtual,Telehealth Services,Healthcare,prescription,109.77,general_consultation,service,google_pay,completed,00,Approved,682,False,,6.303682902370719,,1918.6482991728933,direct_traffic,1,mobile_android,True,1419,PST,en,17.0,1.0,False,7.0,3.0,1.0,109.77
TXN_20240730_00000400,CUST_74855302,Customer 9744,user520@example.com,+1-555-782-6270,"508 Main St, City, State",Houston,OH,13349,US,91.25.21.89,family,2024-07-30 17:23:35.065682,2024-07-30,17:23:35,HealthConnect Virtual,Telehealth Services,Healthcare,appointment,125.53,general_consultation,service,google_pay,completed,00,Approved,204,False,,29.26070136889106,,2152.2521082138855,referral,1,mobile_android,True,758,AKST,en,17.0,1.0,False,7.0,3.0,1.0,125.53
TXN_20240730_00000644,CUST_42215509,Customer 6083,user192@example.com,+1-555-128-3499,"485 Main St, City, State",Los Angeles,PA,16037,US,196.41.109.215,professional,2024-07-30 18:15:57.065682,2024-07-30,18:15:57,HealthConnect Virtual,Telehealth Services,Healthcare,consultation,39.81,prescription_consultation,service,card,completed,00,Approved,1765,False,,22.680725412935416,,11769.71511612442,organic_search,2,desktop_windows,False,1141,HST,en,18.0,1.0,False,7.0,3.0,1.0,39.81
TXN_20240731_00000718,CUST_45280368,Customer 8168,user264@example.com,+1-555-532-2072,"206 Main St, City, State",Phoenix,IL,52808,US,197.46.108.86,corporate,2024-07-31 05:11:37.065682,2024-07-31,05:11:37,HealthConnect Virtual,Telehealth Services,Healthcare,consultation,25.87,prescription_consultation,service,paypal,completed,00,Approved,492,False,,5.3314525419988295,,35175.5215332669,paid_search,2,mobile_ios,True,583,CST,en,5.0,2.0,False,7.0,3.0,1.0,25.87
TXN_20240731_00000265,CUST_28366332,Customer 8191,user623@example.com,+1-555-125-4174,"656 Main St, City, State",Phoenix,FL,23734,US,61.94.93.114,professional,2024-07-31 18:19:56.065682,2024-07-31,18:19:56,HealthConnect Virtual,Telehealth Services,Healthcare,consultation,111.83,general_consultation,service,venmo,completed,00,Approved,939,False,,9.359852129862364,,7602.727187757334,referral,1,tablet_ipad,False,800,HST,en,18.0,2.0,False,7.0,3.0,1.0,111.83
TXN_20240801_00000752,CUST_38696312,Customer 1730,user210@example.com,+1-555-965-5414,"772 Main St, City, State",Chicago,IL,36114,US,63.132.225.73,individual,2024-08-01 00:15:30.065682,2024-08-01,00:15:30,HealthConnect Virtual,Telehealth Services,Healthcare,consultation,133.19,general_consultation,service,paypal,completed,00,Approved,304,False,,5.683686909514929,,1394.8995361020475,direct_traffic,1,mobile_ios,True,77,CST,en,0.0,3.0,False,8.0,3.0,1.0,133.19
TXN_20240801_00000009,CUST_84033304,Customer 4656,user365@example.com,+1-555-675-8960,"548 Main St, City, State",New York,MI,40019,US,166.73.102.120,corporate,2024-08-01 02:25:38.065682,2024-08-01,02:25:38,HealthConnect Virtual,Telehealth Services,Healthcare,consultation,139.0,therapy_session,service,apple_pay,completed,00,Approved,1053,False,,14.828456263579822,,29587.71092356434,referral,1,mobile_android,True,390,PST,en,2.0,3.0,False,8.0,3.0,1.0,139.0
