transaction_id,customer_id,customer_name,customer_email,customer_phone,customer_address,customer_city,customer_state,customer_zip_code,customer_country,customer_ip_address,customer_segment,transaction_datetime,transaction_date,transaction_time,merchant_name,merchant_category,merchant_industry,transaction_type,amount,trading_pair,fee,product_category,payment_method,payment_status,response_code,response_text,processing_time_ms,is_fraudulent,fraud_indicators,risk_score,fraud_type,customer_lifetime_value,customer_acquisition_channel,customer_transaction_count,device_type,is_mobile,session_duration_seconds,timezone,language,hour,day_of_week,is_weekend,month,quarter,customer_transaction_number,customer_total_spent
TXN_20240724_00000675,CUST_23229508,Customer 1234,user878@example.com,+1-555-294-7994,"831 Main St, City, State",Los Angeles,OH,11045,US,92.179.135.71,new,2024-07-24 18:06:31.120577,2024-07-24,18:06:31,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,buy,34119.44,ETH/USD,68.24,trading,apple_pay,completed,00,Approved,236,False,amount_exceeds_normal,34.016746403662296,,897.5630050250653,organic_search,3,desktop_windows,False,1177,PST,en,18.0,2.0,False,7.0,3.0,1.0,34119.44
TXN_20240725_00000191,CUST_60334139,Customer 7544,user641@example.com,+1-555-556-9130,"365 Main St, City, State",Chicago,NY,21239,US,147.215.65.160,enterprise,2024-07-25 05:11:32.120577,2024-07-25,05:11:32,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,sell,29196.58,ETH/USD,0.0,trading,apple_pay,completed,00,Approved,320,False,,5.214954713229774,,228919.09204822956,email_marketing,1,tablet_ipad,False,1462,EST,en,5.0,3.0,False,7.0,3.0,1.0,29196.58
TXN_20240725_00000038,CUST_81678058,Customer 9250,user863@example.com,+1-555-858-4588,"622 Main St, City, State",New York,NY,63786,US,203.21.170.185,vip,2024-07-25 05:23:43.120577,2024-07-25,05:23:43,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,buy,34169.44,BTC/USD,68.34,trading,paypal,completed,00,Approved,185,False,amount_exceeds_normal,22.49207724726673,,17068.60978155486,email_marketing,1,tablet_android,False,68,EST,en,5.0,3.0,False,7.0,3.0,1.0,34169.44
TXN_20240725_00000651,CUST_78183293,Customer 9819,user235@example.com,+1-555-451-6014,"675 Main St, City, State",Los Angeles,TX,19531,US,217.243.20.226,vip,2024-07-25 10:45:43.120577,2024-07-25,10:45:43,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,sell,8286.01,USDT/USD,0.0,trading,google_pay,completed,00,Approved,582,False,amount_exceeds_normal,32.88424867244157,,12000.76291562679,paid_search,4,desktop_windows,False,519,CST,en,10.0,3.0,False,7.0,3.0,1.0,8286.01
TXN_20240726_00000798,CUST_10481211,Customer 6736,user236@example.com,+1-555-388-7521,"431 Main St, City, State",Los Angeles,NY,20718,US,65.40.103.149,enterprise,2024-07-26 02:51:39.120577,2024-07-26,02:51:39,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,withdrawal,30362.89,USDT/USD,0.0,trading,card,completed,00,Approved,783,False,,22.647377629793002,,69521.32947927911,social_media_paid,1,desktop_windows,False,1170,AKST,en,2.0,4.0,False,7.0,3.0,1.0,30362.89
TXN_20240726_00000525,CUST_86020093,Customer 4472,user745@example.com,+1-555-909-1743,"124 Main St, City, State",Phoenix,NY,14530,US,172.172.141.99,regular,2024-07-26 04:58:44.120577,2024-07-26,04:58:44,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,sell,23534.37,ETH/USD,0.0,trading,paypal,completed,00,Approved,693,False,amount_exceeds_normal,45.01988863410018,,3786.460062408075,influencer,1,mobile_ios,True,1037,EST,en,4.0,4.0,False,7.0,3.0,1.0,23534.37
TXN_20240727_00000931,CUST_90312651,Customer 9666,user227@example.com,+1-555-246-2479,"963 Main St, City, State",Phoenix,PA,83417,US,153.95.113.176,new,2024-07-27 04:39:27.120577,2024-07-27,04:39:27,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,deposit,9498.18,ETH/USD,0.0,trading,paypal,completed,00,Approved,1687,False,amount_exceeds_normal,44.64635736125392,,619.7229649943952,email_marketing,1,smart_tv_google_tv,False,777,PST,en,4.0,5.0,True,7.0,3.0,1.0,9498.18
TXN_20240728_00000508,CUST_74875364,Customer 4968,user547@example.com,+1-555-271-7407,"361 Main St, City, State",Chicago,FL,40093,US,174.195.151.33,vip,2024-07-28 05:39:24.120577,2024-07-28,05:39:24,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,deposit,16373.1,USDT/USD,32.75,trading,google_pay,completed,00,Approved,1541,False,amount_exceeds_normal,44.729045416754786,,8344.177777010686,social_media_paid,2,mobile_android,True,487,EST,en,5.0,6.0,True,7.0,3.0,1.0,16373.1
TXN_20240728_00000640,CUST_56389218,Customer 1888,user211@example.com,+1-555-906-2768,"379 Main St, City, State",New York,GA,79706,US,62.170.192.213,enterprise,2024-07-28 08:03:49.120577,2024-07-28,08:03:49,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,deposit,4964.37,USDT/USD,0.0,trading,venmo,completed,00,Approved,1797,False,,17.163410225144048,,108209.75332205601,organic_search,2,mobile_android,True,573,PST,en,8.0,6.0,True,7.0,3.0,1.0,4964.37
TXN_20240728_00000888,CUST_16677945,Customer 2064,user743@example.com,+1-555-323-6075,"772 Main St, City, State",Houston,TX,28089,US,217.177.7.82,vip,2024-07-28 15:28:32.120577,2024-07-28,15:28:32,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,deposit,19257.55,USDT/USD,38.52,trading,venmo,completed,00,Approved,1805,False,amount_exceeds_normal,28.52126940264567,,22869.156751013685,email_marketing,1,desktop_linux,False,1105,CST,en,15.0,6.0,True,7.0,3.0,1.0,19257.55
TXN_20240728_00000503,CUST_62202781,Customer 7119,user774@example.com,+1-555-747-7062,"747 Main St, City, State",Los Angeles,CA,27194,US,19.243.154.240,vip,2024-07-28 17:18:47.120577,2024-07-28,17:18:47,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,buy,42253.25,USDT/USD,84.51,trading,google_pay,completed,00,Approved,1460,False,amount_exceeds_normal,36.27382482813593,,16374.066048020182,organic_search,2,desktop_mac,False,1160,HST,en,17.0,6.0,True,7.0,3.0,1.0,42253.25
TXN_20240728_00000470,CUST_16584937,Customer 3451,user899@example.com,+1-555-764-3075,"476 Main St, City, State",New York,FL,86751,US,37.64.253.79,vip,2024-07-28 19:39:05.120577,2024-07-28,19:39:05,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,withdrawal,67747.29,USDT/USD,0.0,trading,paypal,completed,00,Approved,248,False,amount_exceeds_normal,31.63699428282645,,20550.18270167656,social_media_paid,3,desktop_windows,False,920,MST,en,19.0,6.0,True,7.0,3.0,1.0,67747.29
TXN_20240729_00000918,CUST_22599533,Customer 3870,user533@example.com,+1-555-669-5394,"562 Main St, City, State",New York,OH,92694,US,158.144.91.20,enterprise,2024-07-29 22:15:51.120577,2024-07-29,22:15:51,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,withdrawal,41786.85,ETH/USD,83.57,trading,card,completed,00,Approved,1089,False,,26.82445129218556,,188436.9271504419,referral,3,mobile_android,True,1216,MST,en,22.0,0.0,False,7.0,3.0,2.0,140973.31
TXN_20240729_00000802,CUST_83036072,Customer 6368,user585@example.com,+1-555-377-4193,"442 Main St, City, State",New York,NY,64375,US,49.185.110.223,vip,2024-07-29 23:24:05.120577,2024-07-29,23:24:05,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,buy,48478.6,ETH/USD,0.0,trading,apple_pay,completed,00,Approved,225,False,amount_exceeds_normal,38.162987990062916,,15422.440840336918,social_media_organic,4,desktop_mac,False,717,MST,en,23.0,0.0,False,7.0,3.0,1.0,48478.6
TXN_20240730_00000559,CUST_11308603,Customer 6895,user262@example.com,+1-555-261-1647,"766 Main St, City, State",Phoenix,IL,83488,US,229.203.138.96,vip,2024-07-30 01:03:10.120577,2024-07-30,01:03:10,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,sell,46418.09,BTC/USD,0.0,trading,paypal,completed,00,Approved,1513,False,amount_exceeds_normal,34.800318275655414,,9880.08836693986,organic_search,1,desktop_mac,False,1150,MST,en,1.0,1.0,False,7.0,3.0,1.0,46418.09
TXN_20240730_00000261,CUST_66357866,Customer 1429,user656@example.com,+1-555-873-8610,"293 Main St, City, State",New York,MI,16141,US,203.30.66.86,vip,2024-07-30 03:02:55.120577,2024-07-30,03:02:55,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,buy,190.4,USDT/USD,0.0,trading,google_pay,completed,00,Approved,1669,False,,8.117318592755602,,24107.461767809637,organic_search,2,desktop_windows,False,1572,PST,en,3.0,1.0,False,7.0,3.0,1.0,190.4
TXN_20240730_00000202,CUST_98400671,Customer 6958,user487@example.com,+1-555-296-8457,"197 Main St, City, State",Los Angeles,OH,73600,US,68.34.251.247,new,2024-07-30 17:38:10.120577,2024-07-30,17:38:10,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,withdrawal,86055.57,BTC/USD,0.0,trading,paypal,completed,00,Approved,1712,False,amount_exceeds_normal,43.17415082751627,,650.8372603321942,social_media_organic,2,mobile_android,True,631,EST,en,17.0,1.0,False,7.0,3.0,1.0,86055.57
TXN_20240731_00000169,CUST_62339361,Customer 5324,user379@example.com,+1-555-999-7269,"737 Main St, City, State",Phoenix,MI,58480,US,106.222.39.105,new,2024-07-31 06:41:31.120577,2024-07-31,06:41:31,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,buy,34257.4,USDT/USD,0.0,trading,google_pay,completed,00,Approved,262,False,amount_exceeds_normal,23.653918592021963,,888.3355965682305,social_media_paid,1,mobile_android,True,189,CST,en,6.0,2.0,False,7.0,3.0,1.0,34257.4
TXN_20240731_00000027,CUST_30268580,Customer 9721,user265@example.com,+1-555-883-3693,"538 Main St, City, State",Chicago,CA,33939,US,192.195.141.248,enterprise,2024-07-31 16:14:30.120577,2024-07-31,16:14:30,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,deposit,60867.37,BTC/USD,0.0,trading,apple_pay,completed,00,Approved,1338,False,,5.841654739743165,,186830.89147254924,social_media_organic,1,desktop_windows,False,1450,CST,en,16.0,2.0,False,7.0,3.0,1.0,60867.37
TXN_20240731_00000823,CUST_50802192,Customer 5512,user643@example.com,+1-555-914-6857,"659 Main St, City, State",Phoenix,OH,15726,US,213.32.77.133,new,2024-07-31 23:55:32.120577,2024-07-31,23:55:32,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,sell,84525.45,USDT/USD,169.05,trading,card,completed,00,Approved,1939,False,amount_exceeds_normal,36.385501330535874,,483.2905775648881,social_media_organic,2,desktop_mac,False,1652,HST,en,23.0,2.0,False,7.0,3.0,1.0,84525.45
TXN_20240801_00000448,CUST_65347846,Customer 5387,user446@example.com,+1-555-682-6112,"806 Main St, City, State",Los Angeles,CA,72475,US,76.176.91.67,new,2024-08-01 14:38:46.120577,2024-08-01,14:38:46,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,deposit,77745.64,BTC/USD,155.49,trading,venmo,completed,00,Approved,964,False,amount_exceeds_normal,32.167395971972994,,761.4358908093645,social_media_paid,1,desktop_mac,False,593,MST,en,14.0,3.0,False,8.0,3.0,1.0,77745.64
TXN_20240801_00000934,CUST_21854441,Customer 3543,user536@example.com,+1-555-369-1984,"436 Main St, City, State",New York,GA,86323,US,170.16.106.164,enterprise,2024-08-01 16:20:37.120577,2024-08-01,16:20:37,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,sell,42144.76,ETH/USD,0.0,trading,card,completed,00,Approved,568,False,,25.76161656141822,,107773.59172343717,organic_search,4,desktop_windows,False,880,CST,en,16.0,3.0,False,8.0,3.0,1.0,42144.76
TXN_20240802_00000897,CUST_43039124,Customer 8214,user905@example.com,+1-555-703-3787,"928 Main St, City, State",Phoenix,FL,21276,US,62.89.22.134,enterprise,2024-08-02 01:27:50.120577,2024-08-02,01:27:50,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,withdrawal,9705.66,USDT/USD,19.41,trading,google_pay,completed,00,Approved,1992,True,fraud_type_account_takeover,6.856612637226525,account_takeover,176664.13148001576,direct_traffic,1,tablet_ipad,False,128,MST,en,1.0,4.0,False,8.0,3.0,1.0,9705.66
TXN_20240802_00000063,CUST_70210108,Customer 8645,user950@example.com,+1-555-153-9160,"681 Main St, City, State",Houston,NY,37853,US,39.216.106.22,regular,2024-08-02 08:25:12.120577,2024-08-02,08:25:12,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,withdrawal,10836.05,ETH/USD,0.0,trading,venmo,failed,51,Insufficient funds,268,False,amount_exceeds_normal,31.600176596416958,,1249.3298335894397,paid_search,1,desktop_windows,False,273,MST,en,8.0,4.0,False,8.0,3.0,1.0,10836.05
TXN_20240802_00000232,CUST_27110968,Customer 2982,user509@example.com,+1-555-597-9539,"751 Main St, City, State",New York,PA,98143,US,21.96.242.8,regular,2024-08-02 13:47:51.120577,2024-08-02,13:47:51,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,withdrawal,93876.14,BTC/USD,187.75,trading,card,completed,00,Approved,1525,False,amount_exceeds_normal,40.0119289475342,,3284.863218079238,paid_search,1,mobile_android,True,374,PST,en,13.0,4.0,False,8.0,3.0,1.0,93876.14
TXN_20240803_00000507,CUST_36645893,Customer 3281,user938@example.com,+1-555-379-5805,"194 Main St, City, State",Houston,FL,73366,US,244.214.216.84,new,2024-08-03 03:20:12.120577,2024-08-03,03:20:12,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,withdrawal,31178.68,ETH/USD,62.36,trading,card,completed,00,Approved,1462,False,amount_exceeds_normal,30.899152893849262,,250.67074071929866,direct_traffic,1,mobile_android,True,291,CST,en,3.0,5.0,True,8.0,3.0,1.0,31178.68
TXN_20240803_00000601,CUST_67287572,Customer 7614,user450@example.com,+1-555-919-9879,"493 Main St, City, State",Chicago,MI,60683,US,44.41.82.254,vip,2024-08-03 06:43:23.120577,2024-08-03,06:43:23,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,sell,50981.04,ETH/USD,0.0,trading,paypal,completed,00,Approved,1474,False,amount_exceeds_normal,28.944123565937687,,10791.80173926142,paid_search,1,mobile_ios,True,1200,PST,en,6.0,5.0,True,8.0,3.0,1.0,50981.04
TXN_20240803_00000327,CUST_94917860,Customer 1865,user596@example.com,+1-555-557-7818,"657 Main St, City, State",Phoenix,TX,79947,US,111.114.77.37,vip,2024-08-03 10:53:33.120577,2024-08-03,10:53:33,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,withdrawal,10601.95,USDT/USD,21.2,trading,paypal,completed,00,Approved,279,False,amount_exceeds_normal,35.50020000331351,,6005.866058935348,direct_traffic,1,mobile_ios,True,1533,AKST,en,10.0,5.0,True,8.0,3.0,1.0,10601.95
TXN_20240803_00000287,CUST_84453421,Customer 1782,user474@example.com,+1-555-511-3263,"441 Main St, City, State",New York,GA,42948,US,74.37.41.177,enterprise,2024-08-03 13:03:21.120577,2024-08-03,13:03:21,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,withdrawal,22126.07,BTC/USD,0.0,trading,paypal,completed,00,Approved,102,False,,13.865991074151438,,150688.77596404008,email_marketing,3,mobile_android,True,1014,AKST,en,13.0,5.0,True,8.0,3.0,1.0,22126.07
TXN_20240805_00000976,CUST_90446577,Customer 8086,user847@example.com,+1-555-539-8970,"620 Main St, City, State",Chicago,TX,60701,US,2.100.102.72,vip,2024-08-05 01:06:58.120577,2024-08-05,01:06:58,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,withdrawal,8715.94,ETH/USD,0.0,trading,google_pay,completed,00,Approved,1978,False,,18.81396420657142,,21794.691361536483,affiliate,1,desktop_mac,False,309,EST,en,1.0,0.0,False,8.0,3.0,1.0,8715.94
TXN_20240805_00000004,CUST_16717379,Customer 4823,user497@example.com,+1-555-890-3597,"222 Main St, City, State",Los Angeles,GA,78732,US,162.161.54.200,new,2024-08-05 09:01:31.120577,2024-08-05,09:01:31,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,buy,43102.38,BTC/USD,0.0,trading,google_pay,completed,00,Approved,979,True,"amount_exceeds_normal,fraud_type_synthetic_identity",42.947482992025456,synthetic_identity,175.52123507883354,social_media_organic,1,desktop_mac,False,1124,AKST,en,9.0,0.0,False,8.0,3.0,2.0,61940.88
TXN_20240805_00000218,CUST_23229508,Customer 1234,user878@example.com,+1-555-294-7994,"831 Main St, City, State",Los Angeles,OH,11045,US,92.179.135.71,new,2024-08-05 11:40:28.120577,2024-08-05,11:40:28,CryptoTrade Pro,Cryptocurrency Exchange,Financial Services,buy,55524.79,USDT/USD,0.0,trading,google_pay,failed,05,Do not honor,1109,False,amount_exceeds_normal,34.016746403662296,,897.5630050250653,organic_search,1,desktop_windows,False,426,PST,en,11.0,0.0,False,8.0,3.0,2.0,89644.23000000001
