transaction_id,customer_id,customer_name,customer_email,customer_phone,customer_address,customer_city,customer_state,customer_zip_code,customer_ip_address,customer_segment,customer_country,transaction_datetime,transaction_date,transaction_time,merchant_name,merchant_category,amount,payment_method,payment_status,response_code,response_text,card_last4,transaction_type,device_type,is_mobile,customer_lifetime_value,customer_acquisition_channel,days_since_acquisition,transaction_count,session_duration_seconds,pages_viewed,is_fraudulent,fraud_indicators,risk_score,fraud_type,processing_time_ms
MICRO_ABUSE_006,MICRO_ABUSE_001,John Microtester,test@tempmail.com,+1-555-0123,123 Test Street,San Francisco,CA,94102,8.8.8.11,regular,US,2025-07-01 11:41:08.661888,2025-07-01,11:41:08,MobileGaming Pro,Mobile Gaming,0.99,visa,completed,00,Approved,1234,virtual_currency,iPhone/iOS,True,50,app_store,1,7,580,3,True,"rapid_micro_transactions,sequential_card,disposable_email",75,micro_transaction_abuse,400
MICRO_ABUSE_007,MICRO_ABUSE_001,John Microtester,test@tempmail.com,+1-555-0123,123 Test Street,San Francisco,CA,94102,8.8.8.71,regular,US,2025-07-01 11:46:08.661888,2025-07-01,11:46:08,MobileGaming Pro,Mobile Gaming,4.99,visa,completed,00,Approved,1234,virtual_currency,iPhone/iOS,True,50,app_store,1,8,582,3,True,"rapid_micro_transactions,sequential_card,disposable_email",75,micro_transaction_abuse,274
MICRO_ABUSE_008,MICRO_ABUSE_001,John Microtester,test@tempmail.com,+1-555-0123,123 Test Street,San Francisco,CA,94102,8.8.8.4,regular,US,2025-07-01 11:51:08.661888,2025-07-01,11:51:08,MobileGaming Pro,Mobile Gaming,1.99,visa,completed,00,Approved,1234,virtual_currency,iPhone/iOS,True,50,app_store,1,9,598,3,True,"rapid_micro_transactions,sequential_card,disposable_email",75,micro_transaction_abuse,260
MICRO_ABUSE_009,MICRO_ABUSE_001,John Microtester,test@tempmail.com,+1-555-0123,123 Test Street,San Francisco,CA,94102,8.8.8.29,regular,US,2025-07-01 11:56:08.661888,2025-07-01,11:56:08,MobileGaming Pro,Mobile Gaming,4.99,visa,completed,00,Approved,1234,virtual_currency,iPhone/iOS,True,50,app_store,1,10,415,3,True,"rapid_micro_transactions,sequential_card,disposable_email",75,micro_transaction_abuse,366
MICRO_ABUSE_010,MICRO_ABUSE_001,John Microtester,test@tempmail.com,+1-555-0123,123 Test Street,San Francisco,CA,94102,8.8.8.173,regular,US,2025-07-01 12:01:08.661888,2025-07-01,12:01:08,MobileGaming Pro,Mobile Gaming,4.99,visa,completed,00,Approved,1234,virtual_currency,iPhone/iOS,True,50,app_store,1,11,333,3,True,"rapid_micro_transactions,sequential_card,disposable_email",75,micro_transaction_abuse,393
MICRO_ABUSE_011,MICRO_ABUSE_001,John Microtester,test@tempmail.com,+1-555-0123,123 Test Street,San Francisco,CA,94102,8.8.8.118,regular,US,2025-07-01 12:06:08.661888,2025-07-01,12:06:08,MobileGaming Pro,Mobile Gaming,2.99,visa,completed,00,Approved,1234,virtual_currency,iPhone/iOS,True,50,app_store,1,12,543,3,True,"rapid_micro_transactions,sequential_card,disposable_email",75,micro_transaction_abuse,325
GAME_TAKEOVER_000,LEGIT_GAMER_001,Sarah GamePlayer,sarah.gamer@email.com,+1-555-0789,456 Gaming Ave,Austin,TX,73301,45.99.224.84,vip,US,2025-07-01 23:11:08.661888,2025-07-01,23:11:08,Epic Gaming Store,Gaming Platform,599.99,mastercard,completed,00,Approved,9876,game_purchase,Windows PC,False,2500,organic_search,365,50,3023,5,True,"account_takeover,spending_spike,geo_mismatch,vpn_detected",90,account_takeover,420
GAME_TAKEOVER_001,LEGIT_GAMER_001,Sarah GamePlayer,sarah.gamer@email.com,+1-555-0789,456 Gaming Ave,Austin,TX,73301,45.68.103.26,vip,US,2025-07-01 23:21:08.661888,2025-07-01,23:21:08,Epic Gaming Store,Gaming Platform,99.99,mastercard,completed,00,Approved,9876,game_purchase,Windows PC,False,2500,organic_search,365,51,2392,14,True,"account_takeover,spending_spike,geo_mismatch,vpn_detected",90,account_takeover,852
GAME_TAKEOVER_002,LEGIT_GAMER_001,Sarah GamePlayer,sarah.gamer@email.com,+1-555-0789,456 Gaming Ave,Austin,TX,73301,45.213.33.236,vip,US,2025-07-01 23:31:08.661888,2025-07-01,23:31:08,Epic Gaming Store,Gaming Platform,99.99,mastercard,completed,00,Approved,9876,game_purchase,Windows PC,False,2500,organic_search,365,52,3560,9,True,"account_takeover,spending_spike,geo_mismatch,vpn_detected",90,account_takeover,356
GAME_TAKEOVER_003,LEGIT_GAMER_001,Sarah GamePlayer,sarah.gamer@email.com,+1-555-0789,456 Gaming Ave,Austin,TX,73301,45.34.118.122,vip,US,2025-07-01 23:41:08.661888,2025-07-01,23:41:08,Epic Gaming Store,Gaming Platform,199.99,mastercard,completed,00,Approved,9876,game_purchase,Windows PC,False,2500,organic_search,365,53,3126,13,True,"account_takeover,spending_spike,geo_mismatch,vpn_detected",90,account_takeover,899
GAME_TAKEOVER_004,LEGIT_GAMER_001,Sarah GamePlayer,sarah.gamer@email.com,+1-555-0789,456 Gaming Ave,Austin,TX,73301,45.141.150.118,vip,US,2025-07-01 23:51:08.661888,2025-07-01,23:51:08,Epic Gaming Store,Gaming Platform,99.99,mastercard,completed,00,Approved,9876,game_purchase,Windows PC,False,2500,organic_search,365,54,3597,6,True,"account_takeover,spending_spike,geo_mismatch,vpn_detected",90,account_takeover,397
GAME_TAKEOVER_005,LEGIT_GAMER_001,Sarah GamePlayer,sarah.gamer@email.com,+1-555-0789,456 Gaming Ave,Austin,TX,73301,45.5.42.32,vip,US,2025-07-02 00:01:08.661888,2025-07-02,00:01:08,Epic Gaming Store,Gaming Platform,99.99,mastercard,completed,00,Approved,9876,game_purchase,Windows PC,False,2500,organic_search,365,55,2760,13,True,"account_takeover,spending_spike,geo_mismatch,vpn_detected",90,account_takeover,300
CURRENCY_LAUNDER_000,CURRENCY_USER_0,Misty Davis,hughestiffany@example.org,2079843525,"8464 Kathleen Loaf Apt. 920
Cynthiaside, AZ 84586",Cobbtown,Colorado,84592,103.7.144.166,new,US,2025-07-02 11:11:08.661888,2025-07-02,11:11:08,CryptoGaming Exchange,Gaming Platform,9999.99,cryptocurrency,completed,00,Approved,,virtual_currency_large,Linux Desktop,False,0,unknown,0,1,100,2,True,"money_laundering,high_value_new_account,crypto_payment,international_ip",95,money_laundering,674
CURRENCY_LAUNDER_001,CURRENCY_USER_1,Peter Pearson,jefferymeyer@example.org,411.353.3072x5440,"5761 Lewis Points Apt. 333
East Kiarafurt, TN 54287",Shepherdfort,Hawaii,68412,103.71.75.129,new,US,2025-07-02 11:41:08.661888,2025-07-02,11:41:08,CryptoGaming Exchange,Gaming Platform,9998.99,cryptocurrency,completed,00,Approved,,virtual_currency_large,Linux Desktop,False,0,unknown,0,1,171,2,True,"money_laundering,high_value_new_account,crypto_payment,international_ip",95,money_laundering,1082
CURRENCY_LAUNDER_002,CURRENCY_USER_2,Kelsey Horton,masonkimberly@example.com,001-591-512-7706x2052,"85911 Vanessa Keys
Christopherhaven, UT 40290",North Mark,Montana,81702,103.217.133.78,new,US,2025-07-02 12:11:08.661888,2025-07-02,12:11:08,CryptoGaming Exchange,Gaming Platform,9997.99,cryptocurrency,completed,00,Approved,,virtual_currency_large,Linux Desktop,False,0,unknown,0,1,122,2,True,"money_laundering,high_value_new_account,crypto_payment,international_ip",95,money_laundering,778
CURRENCY_LAUNDER_003,CURRENCY_USER_3,Kylie Mckay,frankparker@example.org,+1-772-517-9400x6416,"Unit 5660 Box 9245
DPO AA 83634",Higginsview,West Virginia,75716,103.72.116.87,new,US,2025-07-02 12:41:08.661888,2025-07-02,12:41:08,CryptoGaming Exchange,Gaming Platform,9999.99,cryptocurrency,completed,00,Approved,,virtual_currency_large,Linux Desktop,False,0,unknown,0,1,163,2,True,"money_laundering,high_value_new_account,crypto_payment,international_ip",95,money_laundering,1618
CURRENCY_LAUNDER_004,CURRENCY_USER_4,Kelly Williams,jgray@example.net,310.221.8174,"316 Briggs Underpass Apt. 463
Mitchellland, CA 70503",Port James,Connecticut,32276,103.137.111.67,new,US,2025-07-02 13:11:08.661888,2025-07-02,13:11:08,CryptoGaming Exchange,Gaming Platform,9997.99,cryptocurrency,completed,00,Approved,,virtual_currency_large,Linux Desktop,False,0,unknown,0,1,174,2,True,"money_laundering,high_value_new_account,crypto_payment,international_ip",95,money_laundering,1666
