transaction_id,customer_id,customer_name,customer_email,customer_phone,customer_address,customer_city,customer_state,customer_zip_code,customer_ip_address,customer_segment,customer_country,transaction_datetime,transaction_date,transaction_time,merchant_name,merchant_category,amount,payment_method,payment_status,response_code,response_text,card_last4,transaction_type,is_fraudulent,fraud_indicators,risk_score,fraud_type,customer_lifetime_value,customer_acquisition_channel,days_since_acquisition,transaction_count,device_type,is_mobile,session_duration_seconds,pages_viewed,processing_time_ms
LEGIT_SUB_0028,SUB_CUSTOMER_015,Jason Leonard,brian75@example.com,001-817-588-7252,"0984 Jasmine Corners Apt. 810
Lake Christopherport, NV 19801",New Michaelburgh,Nebraska,41928,223.66.168.225,premium,US,2025-06-25 10:59:07.603556,2025-06-25,10:59:07,StreamMax Pro,Streaming Service,14.99,mastercard,completed,00,Approved,7247,subscription,False,,9.330269183614082,,1756.7892984041162,organic_search,117,5,iPhone/iOS,True,1479,10,287
LEGIT_SUB_0029,SUB_CUSTOMER_013,Amber Jones,barrrandall@example.org,717.443.6683,"501 John Parkways Suite 344
West Alexis, PW 61674",West Gavin,Nebraska,88413,50.32.170.3,individual,US,2025-07-09 10:59:07.603556,2025-07-09,10:59:07,StreamMax Pro,Streaming Service,9.99,paypal,completed,00,Approved,6319,subscription,False,,12.272583768271268,,4316.021249461017,direct,172,6,Android Mobile,True,337,13,1344
LEGIT_SUB_0030,SUB_CUSTOMER_015,Jason Leonard,brian75@example.com,001-817-588-7252,"0984 Jasmine Corners Apt. 810
Lake Christopherport, NV 19801",New Michaelburgh,Nebraska,41928,223.66.168.225,premium,US,2025-06-25 10:59:07.603556,2025-06-25,10:59:07,StreamMax Pro,Streaming Service,14.99,mastercard,completed,00,Approved,1397,subscription,False,,20.289021907750836,,2712.532178920651,social_media,190,4,Windows PC,False,581,6,979
LEGIT_SUB_0031,SUB_CUSTOMER_018,Crystal Lee,michelevaldez@example.com,001-979-394-0863x992,"9392 Wong Rapids Suite 113
Port Jessica, MO 30447",Tammybury,Tennessee,23134,84.93.70.79,premium,US,2025-07-08 10:59:07.603556,2025-07-08,10:59:07,StreamMax Pro,Streaming Service,29.99,visa,completed,00,Approved,8067,subscription,False,,24.89704751891303,,807.3493034096382,direct,47,19,iPhone/iOS,True,1363,6,1470
LEGIT_SUB_0032,SUB_CUSTOMER_016,Brandon Townsend,jray@example.net,536-204-4331,"117 Charles Green
North Margaretborough, DC 19999",Dunnton,Maine,86394,157.197.133.73,premium,US,2025-06-20 10:59:07.603556,2025-06-20,10:59:07,StreamMax Pro,Streaming Service,9.99,visa,completed,00,Approved,4646,subscription,False,,14.341431990726976,,4633.09535983335,paid_search,263,17,Windows PC,False,371,7,1738
LEGIT_SUB_0033,SUB_CUSTOMER_003,Cassandra Travis,andrewgonzalez@example.net,962.510.3507x3589,"366 Mora Brooks
West Charlene, IA 54302",Natalieview,Maine,72662,215.230.60.152,family,US,2025-06-18 10:59:07.603556,2025-06-18,10:59:07,StreamMax Pro,Streaming Service,9.99,paypal,completed,00,Approved,2294,subscription,False,,22.502122351030344,,3379.1656603679717,paid_search,334,17,Windows PC,False,754,18,1683
LEGIT_SUB_0034,SUB_CUSTOMER_013,Amber Jones,barrrandall@example.org,717.443.6683,"501 John Parkways Suite 344
West Alexis, PW 61674",West Gavin,Nebraska,88413,50.32.170.3,individual,US,2025-06-22 10:59:07.603556,2025-06-22,10:59:07,StreamMax Pro,Streaming Service,29.99,visa,completed,00,Approved,1120,subscription,False,,19.111436202520807,,4188.584730186888,paid_search,196,3,Windows PC,False,748,15,396
LEGIT_SUB_0035,SUB_CUSTOMER_000,Jonathan Garcia,elizabeth10@example.org,001-697-299-3884x04830,"413 Jones Mall Suite 859
Smithport, AK 23979",Bakerberg,Utah,53361,90.101.14.39,premium,US,2025-07-09 10:59:07.603556,2025-07-09,10:59:07,StreamMax Pro,Streaming Service,9.99,mastercard,completed,00,Approved,3046,subscription,False,,19.933920330143657,,4474.723875305277,direct,50,6,Windows PC,False,1497,5,1768
LEGIT_SUB_0036,SUB_CUSTOMER_014,Nicolas Gonzalez,xjones@example.org,247-448-4491x32256,"098 Morris Landing Apt. 617
Terrellville, LA 30234",Carlborough,Minnesota,86461,215.121.100.129,individual,US,2025-07-10 10:59:07.603556,2025-07-10,10:59:07,StreamMax Pro,Streaming Service,9.99,paypal,completed,00,Approved,5653,subscription,False,,13.402827089248294,,3902.511533537086,social_media,105,8,Mac OS,False,582,14,678
LEGIT_SUB_0037,SUB_CUSTOMER_011,Mark Weaver,jeffery43@example.com,001-592-458-1054x970,"Unit 2997 Box 9634
DPO AE 13344",West Julie,Arkansas,40999,219.157.95.18,family,US,2025-06-29 10:59:07.603556,2025-06-29,10:59:07,StreamMax Pro,Streaming Service,14.99,paypal,completed,00,Approved,2110,subscription,False,,7.3525683015053955,,3000.8895718443446,organic_search,127,5,Windows PC,False,1179,8,654
LEGIT_SUB_0038,SUB_CUSTOMER_018,Crystal Lee,michelevaldez@example.com,001-979-394-0863x992,"9392 Wong Rapids Suite 113
Port Jessica, MO 30447",Tammybury,Tennessee,23134,84.93.70.79,premium,US,2025-07-06 10:59:07.603556,2025-07-06,10:59:07,StreamMax Pro,Streaming Service,29.99,paypal,completed,00,Approved,5045,subscription,False,,12.007617964953045,,1949.1596078770403,paid_search,263,19,Android Mobile,True,1747,15,214
LEGIT_SUB_0039,SUB_CUSTOMER_005,Jeffrey Berry,davidtorres@example.org,(607)560-4888,"6055 Wolfe Skyway
Meyersstad, MA 25125",Popeburgh,Vermont,37234,171.120.121.127,premium,US,2025-06-20 10:59:07.603556,2025-06-20,10:59:07,StreamMax Pro,Streaming Service,14.99,mastercard,completed,00,Approved,3760,subscription,False,,15.760230248546744,,4238.076960998482,paid_search,229,16,Mac OS,False,1563,13,351
LEGIT_SUB_0040,SUB_CUSTOMER_009,Lori Jenkins,lewisrick@example.net,001-833-872-8137x8177,"USCGC Henry
FPO AP 07616",South Kellyfort,Iowa,56722,219.88.106.55,premium,US,2025-07-11 10:59:07.603556,2025-07-11,10:59:07,StreamMax Pro,Streaming Service,9.99,visa,completed,00,Approved,3389,subscription,False,,21.44143825357237,,2284.887442142326,social_media,125,9,iPhone/iOS,True,530,7,792
LEGIT_SUB_0041,SUB_CUSTOMER_000,Jonathan Garcia,elizabeth10@example.org,001-697-299-3884x04830,"413 Jones Mall Suite 859
Smithport, AK 23979",Bakerberg,Utah,53361,90.101.14.39,premium,US,2025-07-03 10:59:07.603556,2025-07-03,10:59:07,StreamMax Pro,Streaming Service,19.99,mastercard,completed,00,Approved,7114,subscription,False,,6.348091484502369,,2851.3383201849733,organic_search,343,11,Android Mobile,True,1323,12,1152
LEGIT_SUB_0042,SUB_CUSTOMER_011,Mark Weaver,jeffery43@example.com,001-592-458-1054x970,"Unit 2997 Box 9634
DPO AE 13344",West Julie,Arkansas,40999,219.157.95.18,family,US,2025-07-04 10:59:07.603556,2025-07-04,10:59:07,StreamMax Pro,Streaming Service,19.99,visa,completed,00,Approved,6370,subscription,False,,14.652779849481249,,4735.033122969474,direct,297,19,iPhone/iOS,True,527,9,249
LEGIT_SUB_0043,SUB_CUSTOMER_003,Cassandra Travis,andrewgonzalez@example.net,962.510.3507x3589,"366 Mora Brooks
West Charlene, IA 54302",Natalieview,Maine,72662,215.230.60.152,family,US,2025-06-18 10:59:07.603556,2025-06-18,10:59:07,StreamMax Pro,Streaming Service,29.99,paypal,completed,00,Approved,9728,subscription,False,,13.32282118386729,,1826.1849759717852,paid_search,215,13,Android Mobile,True,1579,12,176
LEGIT_SUB_0044,SUB_CUSTOMER_004,Stephen Wolfe,ghall@example.net,719-462-0257,"PSC 8715, Box 5991
APO AA 03717",Port Katherinetown,Tennessee,54815,120.112.178.15,individual,US,2025-06-28 10:59:07.603556,2025-06-28,10:59:07,StreamMax Pro,Streaming Service,9.99,paypal,completed,00,Approved,5344,subscription,False,,15.033017524443368,,1568.5629397957723,social_media,272,5,iPhone/iOS,True,1515,7,206
LEGIT_SUB_0045,SUB_CUSTOMER_012,David Fitzgerald,jcooper@example.net,001-453-325-7473x904,"Unit 0899 Box 7220
DPO AP 91705",Littleborough,Mississippi,44498,185.173.17.202,family,US,2025-06-30 10:59:07.603556,2025-06-30,10:59:07,StreamMax Pro,Streaming Service,19.99,mastercard,completed,00,Approved,6177,subscription,False,,9.92761131321243,,4883.20122755659,paid_search,256,8,Mac OS,False,806,17,1453
LEGIT_SUB_0046,SUB_CUSTOMER_000,Jonathan Garcia,elizabeth10@example.org,001-697-299-3884x04830,"413 Jones Mall Suite 859
Smithport, AK 23979",Bakerberg,Utah,53361,90.101.14.39,premium,US,2025-07-12 10:59:07.603556,2025-07-12,10:59:07,StreamMax Pro,Streaming Service,9.99,visa,completed,00,Approved,1020,subscription,False,,22.638178290730895,,1184.9517259041445,direct,162,14,Android Mobile,True,1351,19,715
LEGIT_SUB_0047,SUB_CUSTOMER_013,Amber Jones,barrrandall@example.org,717.443.6683,"501 John Parkways Suite 344
West Alexis, PW 61674",West Gavin,Nebraska,88413,50.32.170.3,individual,US,2025-06-26 10:59:07.603556,2025-06-26,10:59:07,StreamMax Pro,Streaming Service,29.99,visa,completed,00,Approved,3023,subscription,False,,19.026224512810366,,3962.558410363306,direct,220,3,Android Mobile,True,1170,16,1056
LEGIT_SUB_0048,SUB_CUSTOMER_005,Jeffrey Berry,davidtorres@example.org,(607)560-4888,"6055 Wolfe Skyway
Meyersstad, MA 25125",Popeburgh,Vermont,37234,171.120.121.127,premium,US,2025-06-22 10:59:07.603556,2025-06-22,10:59:07,StreamMax Pro,Streaming Service,9.99,paypal,completed,00,Approved,1329,subscription,False,,5.556747085120513,,1420.3747420881655,direct,181,11,Windows PC,False,1129,14,124
LEGIT_SUB_0049,SUB_CUSTOMER_010,Jonathan Lee,julia47@example.org,5663162930,"1282 Laurie Valley Apt. 920
Taylorshire, CA 79710",South Timothyside,Massachusetts,61510,221.137.220.231,premium,US,2025-06-16 10:59:07.603556,2025-06-16,10:59:07,StreamMax Pro,Streaming Service,19.99,visa,completed,00,Approved,7489,subscription,False,,19.55613374042028,,4641.223483294944,organic_search,154,12,Mac OS,False,317,19,547
LEGIT_SUB_0050,SUB_CUSTOMER_002,Mr. Jesse Adams,qhunter@example.org,627.658.9076,"45104 Shea Unions Apt. 887
Freemanberg, ME 95474",Palmerbury,Michigan,38449,121.27.245.93,family,US,2025-07-16 10:59:07.603556,2025-07-16,10:59:07,StreamMax Pro,Streaming Service,9.99,paypal,completed,00,Approved,4898,subscription,False,,22.074493933741167,,3968.831966586119,paid_search,238,19,iPhone/iOS,True,1737,17,1512
LEGIT_SUB_0051,SUB_CUSTOMER_016,Brandon Townsend,jray@example.net,536-204-4331,"117 Charles Green
North Margaretborough, DC 19999",Dunnton,Maine,86394,157.197.133.73,premium,US,2025-07-10 10:59:07.603556,2025-07-10,10:59:07,StreamMax Pro,Streaming Service,14.99,mastercard,completed,00,Approved,5966,subscription,False,,20.815914066721334,,1585.4999757066983,organic_search,247,4,Windows PC,False,1284,19,1034
LEGIT_SUB_0052,SUB_CUSTOMER_007,April Pugh,mccormickkeith@example.net,667-802-7596x8540,"1247 Billy Forges Apt. 421
West Amyburgh, UT 71018",Wilsonbury,Alabama,24058,155.92.63.46,premium,US,2025-06-23 10:59:07.603556,2025-06-23,10:59:07,StreamMax Pro,Streaming Service,19.99,mastercard,completed,00,Approved,9072,subscription,False,,18.440187232554486,,1681.3683840281217,direct,208,19,Mac OS,False,345,5,1462
LEGIT_SUB_0053,SUB_CUSTOMER_015,Jason Leonard,brian75@example.com,001-817-588-7252,"0984 Jasmine Corners Apt. 810
Lake Christopherport, NV 19801",New Michaelburgh,Nebraska,41928,223.66.168.225,premium,US,2025-06-28 10:59:07.603556,2025-06-28,10:59:07,StreamMax Pro,Streaming Service,9.99,mastercard,completed,00,Approved,2207,subscription,False,,20.80258781081923,,2918.3192838954433,organic_search,183,4,Mac OS,False,1124,8,1815
LEGIT_SUB_0054,SUB_CUSTOMER_018,Crystal Lee,michelevaldez@example.com,001-979-394-0863x992,"9392 Wong Rapids Suite 113
Port Jessica, MO 30447",Tammybury,Tennessee,23134,84.93.70.79,premium,US,2025-07-11 10:59:07.603556,2025-07-11,10:59:07,StreamMax Pro,Streaming Service,19.99,visa,completed,00,Approved,4803,subscription,False,,24.180519280926774,,2711.6794676661875,social_media,211,8,Mac OS,False,1780,17,905
LEGIT_SUB_0055,SUB_CUSTOMER_019,Andrew Thompson,foxantonio@example.org,(819)847-4280x604,"0415 Ortega Radial Suite 487
Port Travis, NE 77564",Lake Donald,Texas,73475,222.247.151.60,family,US,2025-07-05 10:59:07.603556,2025-07-05,10:59:07,StreamMax Pro,Streaming Service,9.99,mastercard,completed,00,Approved,2480,subscription,False,,17.575425481317467,,1048.6330726477518,direct,283,12,iPhone/iOS,True,1319,9,1678
LEGIT_SUB_0056,SUB_CUSTOMER_005,Jeffrey Berry,davidtorres@example.org,(607)560-4888,"6055 Wolfe Skyway
Meyersstad, MA 25125",Popeburgh,Vermont,37234,171.120.121.127,premium,US,2025-06-24 10:59:07.603556,2025-06-24,10:59:07,StreamMax Pro,Streaming Service,19.99,visa,completed,00,Approved,6288,subscription,False,,12.662784029499957,,2239.156538308897,social_media,126,13,Android Mobile,True,1276,14,1662
LEGIT_SUB_0057,SUB_CUSTOMER_002,Mr. Jesse Adams,qhunter@example.org,627.658.9076,"45104 Shea Unions Apt. 887
Freemanberg, ME 95474",Palmerbury,Michigan,38449,121.27.245.93,family,US,2025-07-06 10:59:07.603556,2025-07-06,10:59:07,StreamMax Pro,Streaming Service,14.99,paypal,completed,00,Approved,5511,subscription,False,,13.80758463951076,,4114.644537595619,social_media,232,3,iPhone/iOS,True,601,8,1035
LEGIT_SUB_0058,SUB_CUSTOMER_001,David Miller,potterterri@example.net,001-283-863-9280x24146,"1660 Savage Burgs
Armstrongport, AZ 24870",Blackfort,Hawaii,33677,24.116.206.206,premium,US,2025-07-02 10:59:07.603556,2025-07-02,10:59:07,StreamMax Pro,Streaming Service,29.99,visa,completed,00,Approved,8038,subscription,False,,17.878062524822894,,3928.4298697053487,paid_search,284,17,Android Mobile,True,622,9,1488
LEGIT_SUB_0059,SUB_CUSTOMER_001,David Miller,potterterri@example.net,001-283-863-9280x24146,"1660 Savage Burgs
Armstrongport, AZ 24870",Blackfort,Hawaii,33677,24.116.206.206,premium,US,2025-07-12 10:59:07.603556,2025-07-12,10:59:07,StreamMax Pro,Streaming Service,29.99,mastercard,completed,00,Approved,6840,subscription,False,,10.116891989947367,,4930.432611203405,social_media,34,17,Windows PC,False,1376,8,780
