transaction_id,customer_id,customer_name,customer_email,customer_phone,customer_address,customer_city,customer_state,customer_zip_code,customer_ip_address,customer_segment,customer_country,transaction_datetime,transaction_date,transaction_time,merchant_name,merchant_category,amount,payment_method,payment_status,response_code,response_text,card_last4,transaction_type,is_fraudulent,fraud_indicators,risk_score,fraud_type,customer_lifetime_value,customer_acquisition_channel,days_since_acquisition,transaction_count,device_type,is_mobile,session_duration_seconds,pages_viewed,processing_time_ms
LEGIT_ECOM_0011,LEGIT_ECOM_007,Andrew Clark,lorrainefrench@example.com,407-778-6242x9466,"853 Jennifer Islands Suite 172
Berryton, VA 16056",New Leah,Arkansas,19537,217.210.252.135,vip,US,2025-07-13 17:59:07.566920,2025-07-13,17:59:07,Online Fashion Store,Retail,184.86,mastercard,completed,00,Approved,2702,purchase,False,,25.338527394147,,3477.7804081653917,paid_search,75,16,Mac OS,False,621,14,1098
LEGIT_ECOM_0012,LEGIT_ECOM_003,Dr. Courtney Drake,elliottcasey@example.com,754-540-3153x0583,"PSC 7505, Box 9700
APO AP 07538",Gibsonport,Nebraska,57633,178.152.80.237,regular,US,2025-07-14 14:59:07.566920,2025-07-14,14:59:07,Online Fashion Store,Retail,324.4,visa,completed,00,Approved,7456,purchase,False,,27.90937432349671,,845.2896810745508,social_media,201,8,Windows PC,False,1734,8,1925
LEGIT_ECOM_0013,LEGIT_ECOM_014,Nathan Williamson,ericalarson@example.com,751-919-5199,"164 Porter Island Suite 916
Port Stephen, AL 28868",Beckmouth,Arkansas,02229,86.64.24.103,vip,US,2025-07-12 22:59:07.566920,2025-07-12,22:59:07,Online Fashion Store,Retail,293.45,amex,completed,00,Approved,8000,purchase,False,,19.733260249370034,,3111.3628901510538,paid_search,85,11,Mac OS,False,1334,10,1621
LEGIT_ECOM_0014,LEGIT_ECOM_007,Andrew Clark,lorrainefrench@example.com,407-778-6242x9466,"853 Jennifer Islands Suite 172
Berryton, VA 16056",New Leah,Arkansas,19537,217.210.252.135,vip,US,2025-07-10 11:59:07.566920,2025-07-10,11:59:07,Online Fashion Store,Retail,183.71,visa,completed,00,Approved,1880,purchase,False,,32.33137153233393,,3549.8415790018225,social_media,38,18,Mac OS,False,394,17,805
LEGIT_ECOM_0015,LEGIT_ECOM_006,Brenda Powell,perezmichael@example.com,001-413-980-8948x138,"382 Carney Extension
Rosarioport, WA 60241",Port Kathryn,Idaho,02789,134.157.139.117,vip,US,2025-07-09 16:59:07.566920,2025-07-09,16:59:07,Online Fashion Store,Retail,468.37,visa,completed,00,Approved,6579,purchase,False,,19.004582548224164,,726.6740569311696,direct,239,17,iPhone/iOS,True,1027,7,1252
LEGIT_ECOM_0016,LEGIT_ECOM_006,Brenda Powell,perezmichael@example.com,001-413-980-8948x138,"382 Carney Extension
Rosarioport, WA 60241",Port Kathryn,Idaho,02789,134.157.139.117,vip,US,2025-07-12 04:59:07.566920,2025-07-12,04:59:07,Online Fashion Store,Retail,322.03,visa,completed,00,Approved,2165,purchase,False,,11.485602553684338,,3953.4655029038545,paid_search,147,14,Mac OS,False,1489,14,609
LEGIT_ECOM_0017,LEGIT_ECOM_012,David Leon,davidchristensen@example.net,001-873-863-8683x299,"3783 Bryan Ports Apt. 788
Andreahaven, NJ 07617",Fernandoside,Tennessee,37014,202.238.145.21,regular,US,2025-07-12 21:59:07.566920,2025-07-12,21:59:07,Online Fashion Store,Retail,126.18,visa,completed,00,Approved,5907,purchase,False,,23.178348152455754,,1991.428123099493,organic_search,77,17,Windows PC,False,1371,5,1037
LEGIT_ECOM_0018,LEGIT_ECOM_002,Kenneth Meyer,qwilson@example.com,001-585-649-1707x01530,"952 Williams Wells Suite 040
East Jenniferborough, FM 97171",Romerohaven,Arkansas,81208,201.228.110.251,regular,US,2025-07-13 02:59:07.566920,2025-07-13,02:59:07,Online Fashion Store,Retail,250.09,amex,completed,00,Approved,3471,purchase,False,,22.14359864140198,,2114.9800143613616,paid_search,269,13,iPhone/iOS,True,1079,6,1003
LEGIT_ECOM_0019,LEGIT_ECOM_008,Nancy Compton,sydneylong@example.org,7164974001,"001 House Divide Apt. 325
West Zachary, HI 73601",Lake Benjaminstad,Missouri,03672,37.54.62.123,vip,US,2025-07-09 18:59:07.566920,2025-07-09,18:59:07,Online Fashion Store,Retail,365.63,amex,completed,00,Approved,9105,purchase,False,,27.428745359663324,,4992.505959433868,organic_search,303,3,Windows PC,False,1619,16,1240
LEGIT_ECOM_0020,LEGIT_ECOM_013,Michael Richards,copelandscott@example.com,653.581.2568x8056,"68415 Payne Tunnel Suite 419
Lake Erichaven, NE 29054",Kaylaview,Minnesota,54086,64.41.40.253,vip,US,2025-07-10 03:59:07.566920,2025-07-10,03:59:07,Online Fashion Store,Retail,57.87,mastercard,completed,00,Approved,8093,purchase,False,,30.392579853147883,,2053.0834958227315,social_media,84,9,Mac OS,False,1474,14,1667
LEGIT_ECOM_0021,LEGIT_ECOM_008,Nancy Compton,sydneylong@example.org,7164974001,"001 House Divide Apt. 325
West Zachary, HI 73601",Lake Benjaminstad,Missouri,03672,37.54.62.123,vip,US,2025-07-12 10:59:07.566920,2025-07-12,10:59:07,Online Fashion Store,Retail,138.72,amex,completed,00,Approved,7636,purchase,False,,13.392653845177271,,1521.617504860766,paid_search,74,9,Mac OS,False,669,14,1613
LEGIT_ECOM_0022,LEGIT_ECOM_007,Andrew Clark,lorrainefrench@example.com,407-778-6242x9466,"853 Jennifer Islands Suite 172
Berryton, VA 16056",New Leah,Arkansas,19537,217.210.252.135,vip,US,2025-07-14 03:59:07.566920,2025-07-14,03:59:07,Online Fashion Store,Retail,362.64,mastercard,completed,00,Approved,9336,purchase,False,,11.744986265252395,,1608.7944088125143,social_media,291,9,Android Mobile,True,1612,11,1518
LEGIT_ECOM_0023,LEGIT_ECOM_003,Dr. Courtney Drake,elliottcasey@example.com,754-540-3153x0583,"PSC 7505, Box 9700
APO AP 07538",Gibsonport,Nebraska,57633,178.152.80.237,regular,US,2025-07-13 10:59:07.566920,2025-07-13,10:59:07,Online Fashion Store,Retail,186.19,visa,completed,00,Approved,3400,purchase,False,,17.766365876433174,,1294.992197665943,direct,236,3,iPhone/iOS,True,540,16,1777
LEGIT_ECOM_0024,LEGIT_ECOM_013,Michael Richards,copelandscott@example.com,653.581.2568x8056,"68415 Payne Tunnel Suite 419
Lake Erichaven, NE 29054",Kaylaview,Minnesota,54086,64.41.40.253,vip,US,2025-07-12 08:59:07.566920,2025-07-12,08:59:07,Online Fashion Store,Retail,435.22,mastercard,completed,00,Approved,9925,purchase,False,,24.73193930311258,,549.1069325227418,paid_search,166,10,Android Mobile,True,335,14,1156
LEGIT_ECOM_0025,LEGIT_ECOM_008,Nancy Compton,sydneylong@example.org,7164974001,"001 House Divide Apt. 325
West Zachary, HI 73601",Lake Benjaminstad,Missouri,03672,37.54.62.123,vip,US,2025-07-12 09:59:07.566920,2025-07-12,09:59:07,Online Fashion Store,Retail,190.92,mastercard,completed,00,Approved,8144,purchase,False,,22.46273890818126,,1509.3643583932726,social_media,128,18,iPhone/iOS,True,1782,6,1193
LEGIT_ECOM_0026,LEGIT_ECOM_009,Veronica Holloway,cynthia62@example.com,(891)724-9902,"635 Sanchez Village Apt. 054
South Rebecca, AS 25205",North Paultown,North Dakota,24914,193.164.58.69,vip,US,2025-07-10 10:59:07.566920,2025-07-10,10:59:07,Online Fashion Store,Retail,400.64,visa,completed,00,Approved,8035,purchase,False,,22.77154398291025,,2204.201729253172,paid_search,337,3,Mac OS,False,1724,15,1008
LEGIT_ECOM_0027,LEGIT_ECOM_008,Nancy Compton,sydneylong@example.org,7164974001,"001 House Divide Apt. 325
West Zachary, HI 73601",Lake Benjaminstad,Missouri,03672,37.54.62.123,vip,US,2025-07-12 21:59:07.566920,2025-07-12,21:59:07,Online Fashion Store,Retail,410.05,amex,completed,00,Approved,5921,purchase,False,,23.71306269876983,,1900.6257323076766,direct,361,16,Mac OS,False,1730,19,1204
LEGIT_ECOM_0028,LEGIT_ECOM_008,Nancy Compton,sydneylong@example.org,7164974001,"001 House Divide Apt. 325
West Zachary, HI 73601",Lake Benjaminstad,Missouri,03672,37.54.62.123,vip,US,2025-07-14 08:59:07.566920,2025-07-14,08:59:07,Online Fashion Store,Retail,64.92,visa,completed,00,Approved,5516,purchase,False,,33.36678123724853,,1162.966492266007,organic_search,106,11,Windows PC,False,1271,10,673
LEGIT_ECOM_0029,LEGIT_ECOM_009,Veronica Holloway,cynthia62@example.com,(891)724-9902,"635 Sanchez Village Apt. 054
South Rebecca, AS 25205",North Paultown,North Dakota,24914,193.164.58.69,vip,US,2025-07-12 01:59:07.566920,2025-07-12,01:59:07,Online Fashion Store,Retail,71.09,visa,completed,00,Approved,1001,purchase,False,,24.36341732274382,,1615.1565885153982,direct,191,12,Mac OS,False,1726,12,386
LEGIT_ECOM_0030,LEGIT_ECOM_014,Nathan Williamson,ericalarson@example.com,751-919-5199,"164 Porter Island Suite 916
Port Stephen, AL 28868",Beckmouth,Arkansas,02229,86.64.24.103,vip,US,2025-07-11 23:59:07.566920,2025-07-11,23:59:07,Online Fashion Store,Retail,420.55,mastercard,completed,00,Approved,3449,purchase,False,,16.03638939361926,,3590.382906943999,direct,297,16,Windows PC,False,950,12,1482
LEGIT_ECOM_0031,LEGIT_ECOM_006,Brenda Powell,perezmichael@example.com,001-413-980-8948x138,"382 Carney Extension
Rosarioport, WA 60241",Port Kathryn,Idaho,02789,134.157.139.117,vip,US,2025-07-14 06:59:07.566920,2025-07-14,06:59:07,Online Fashion Store,Retail,77.23,visa,completed,00,Approved,8189,purchase,False,,22.085321853049017,,1016.7789904030267,social_media,129,18,Android Mobile,True,921,9,1110
LEGIT_ECOM_0032,LEGIT_ECOM_011,Debbie Patterson,darlenebutler@example.com,001-481-612-5898x14594,"450 Gibson Rue Suite 515
Margaretland, RI 88292",Kimberlyfort,Nevada,26969,196.110.182.174,vip,US,2025-07-11 13:59:07.566920,2025-07-11,13:59:07,Online Fashion Store,Retail,327.86,amex,completed,00,Approved,1118,purchase,False,,31.580387241522082,,2318.467027963656,direct,265,3,Mac OS,False,1683,9,143
LEGIT_ECOM_0033,LEGIT_ECOM_013,Michael Richards,copelandscott@example.com,653.581.2568x8056,"68415 Payne Tunnel Suite 419
Lake Erichaven, NE 29054",Kaylaview,Minnesota,54086,64.41.40.253,vip,US,2025-07-16 10:59:07.566920,2025-07-16,10:59:07,Online Fashion Store,Retail,483.35,mastercard,completed,00,Approved,1738,purchase,False,,11.864515286467663,,4523.906016199557,paid_search,229,3,Mac OS,False,550,15,119
LEGIT_ECOM_0034,LEGIT_ECOM_003,Dr. Courtney Drake,elliottcasey@example.com,754-540-3153x0583,"PSC 7505, Box 9700
APO AP 07538",Gibsonport,Nebraska,57633,178.152.80.237,regular,US,2025-07-11 17:59:07.566920,2025-07-11,17:59:07,Online Fashion Store,Retail,223.28,amex,completed,00,Approved,9503,purchase,False,,38.78118251338583,,4838.923379593121,direct,349,7,Android Mobile,True,748,19,1167
LEGIT_ECOM_0035,LEGIT_ECOM_004,Andrea Thomas,charles80@example.com,001-801-556-8971x3137,"Unit 2370 Box 5341
DPO AE 59709",West Erin,Washington,23332,69.82.230.201,new,US,2025-07-11 08:59:07.566920,2025-07-11,08:59:07,Online Fashion Store,Retail,380.63,visa,completed,00,Approved,2858,purchase,False,,12.197780328080297,,3488.032445072923,organic_search,360,19,Android Mobile,True,1607,17,1707
LEGIT_ECOM_0036,LEGIT_ECOM_001,Jessica Woods,debbiecoleman@example.net,635.751.6266,"3914 Snyder Parks
Gabriellachester, SD 45598",Johnhaven,Tennessee,60812,203.161.59.91,new,US,2025-07-13 01:59:07.566920,2025-07-13,01:59:07,Online Fashion Store,Retail,48.53,visa,completed,00,Approved,3816,purchase,False,,36.67256411163355,,2883.7559793208843,paid_search,167,5,Android Mobile,True,1521,11,605
LEGIT_ECOM_0037,LEGIT_ECOM_005,Steven Reed,jewing@example.org,503.496.3039,"PSC 7566, Box 8363
APO AA 09772",Davischester,Iowa,14891,206.28.172.208,new,US,2025-07-09 23:59:07.566920,2025-07-09,23:59:07,Online Fashion Store,Retail,274.25,visa,completed,00,Approved,9319,purchase,False,,32.869966232628116,,1599.3788679007357,organic_search,318,8,iPhone/iOS,True,987,16,926
LEGIT_ECOM_0038,LEGIT_ECOM_005,Steven Reed,jewing@example.org,503.496.3039,"PSC 7566, Box 8363
APO AA 09772",Davischester,Iowa,14891,206.28.172.208,new,US,2025-07-12 11:59:07.566920,2025-07-12,11:59:07,Online Fashion Store,Retail,201.05,amex,completed,00,Approved,1894,purchase,False,,15.51215153399161,,1392.3256060111173,direct,40,12,Android Mobile,True,1515,13,1904
LEGIT_ECOM_0039,LEGIT_ECOM_003,Dr. Courtney Drake,elliottcasey@example.com,754-540-3153x0583,"PSC 7505, Box 9700
APO AP 07538",Gibsonport,Nebraska,57633,178.152.80.237,regular,US,2025-07-12 20:59:07.566920,2025-07-12,20:59:07,Online Fashion Store,Retail,82.13,visa,completed,00,Approved,8493,purchase,False,,17.866544355093502,,4190.586235156805,direct,201,18,iPhone/iOS,True,1187,7,1254
FRAUD_ECOM_0000,FRAUD_ECOM_000,TEST USER,temp@10minutemail.com,+1-631-569-0614,"635 Alexander Meadows Apt. 269
Allisonchester, MI 22171",Port Albert,Maine,61373,213.138.176.100,suspicious,US,2025-07-14 18:59:07.566920,2025-07-14,18:59:07,Online Fashion Store,Retail,1.0,visa,completed,00,Approved,1111,purchase,True,card_testing,71.95102730307019,card_testing,123.43239709513352,social_media,11,2,Android Mobile,True,223,4,1153
FRAUD_ECOM_0001,FRAUD_ECOM_001,TEST USER,temp@10minutemail.com,534-381-8875x86900,"364 Henry Squares
Carrberg, DE 82272",Karenport,Alabama,13370,22.116.182.209,suspicious,US,2025-07-12 02:59:07.566920,2025-07-12,02:59:07,Online Fashion Store,Retail,0.5,visa,completed,00,Approved,1112,purchase,True,card_testing,91.94712381694124,card_testing,111.0776735075685,paid_search,16,1,Mac OS,False,212,1,714
FRAUD_ECOM_0002,FRAUD_ECOM_002,TEST USER,temp@10minutemail.com,(809)674-7652x3186,"71510 Lopez Light Suite 754
Dyerburgh, LA 51481",North Garyborough,Massachusetts,94459,185.162.160.40,suspicious,US,2025-07-10 01:59:07.566920,2025-07-10,01:59:07,Online Fashion Store,Retail,2.0,visa,completed,00,Approved,1113,purchase,True,card_testing,93.35158813579329,card_testing,419.70283869877034,direct,5,1,Windows PC,False,189,3,220
FRAUD_ECOM_0003,FRAUD_ECOM_003,Cindy Snow,gregorybrowning@example.net,+1-294-312-0537x7923,"0075 Garrett Path Suite 305
Danielport, KS 42698",South Kathryn,Maine,85780,203.238.151.57,suspicious,US,2025-07-09 11:05:07.566920,2025-07-09,11:05:07,Online Fashion Store,Retail,799.99,visa,completed,00,Approved,4400,purchase,True,velocity,78.27155250123444,velocity,475.21498331431286,direct,18,1,Android Mobile,True,222,3,269
FRAUD_ECOM_0004,FRAUD_ECOM_004,Maureen Herrera,ryanmitchell@example.net,977-446-5750x566,"PSC 3008, Box 7360
APO AE 22062",Jacksonburgh,South Carolina,80984,165.50.12.102,suspicious,US,2025-07-09 11:07:07.566920,2025-07-09,11:07:07,Online Fashion Store,Retail,899.99,mastercard,completed,00,Approved,3644,purchase,True,velocity,84.68628788558559,velocity,106.7030015588195,social_media,6,2,Mac OS,False,199,3,788
FRAUD_ECOM_0005,FRAUD_ECOM_005,Eugene Glass,wyatt97@example.net,(209)819-9779,"Unit 8410 Box 5286
DPO AE 02606",Erikmouth,Wisconsin,42490,105.196.2.36,suspicious,US,2025-07-09 11:09:07.566920,2025-07-09,11:09:07,Online Fashion Store,Retail,999.99,visa,completed,00,Approved,2425,purchase,True,velocity,81.25889770251399,velocity,449.1585397707753,paid_search,15,1,Windows PC,False,270,4,273
FRAUD_ECOM_0006,FRAUD_ECOM_006,John Shaw,rwest@example.net,242-964-6574,"05571 Turner Road
Tonyastad, NM 24357",Los Angeles,CA,10001,164.90.5.194,suspicious,US,2025-07-16 00:59:07.566920,2025-07-16,00:59:07,Online Fashion Store,Retail,1299.99,visa,completed,00,Approved,1063,purchase,True,geographic,86.12623462539841,geographic,442.17972831964727,direct,25,2,iPhone/iOS,True,224,2,818
FRAUD_ECOM_0007,FRAUD_ECOM_007,Robert Craig,annettebennett@example.com,409-841-2856x53914,"522 Franklin Cliff
Lopezmouth, MO 12652",Los Angeles,CA,10001,78.4.109.37,suspicious,US,2025-07-10 22:59:07.566920,2025-07-10,22:59:07,Online Fashion Store,Retail,649.99,visa,completed,00,Approved,6027,purchase,True,geographic,76.50697748520244,geographic,317.13431079787006,paid_search,24,1,Windows PC,False,294,2,1427
FRAUD_ECOM_0008,FRAUD_ECOM_008,William Brewer DVM,khogan@example.com,417-585-1523x64428,"4345 Bethany Fork
Danielbury, MD 63890",East Erika,Ohio,58745,118.218.11.30,suspicious,US,2025-07-12 20:59:07.566920,2025-07-12,20:59:07,Online Fashion Store,Retail,2499.99,visa,completed,00,Approved,1520,purchase,True,high_value,73.94778108447478,high_value,125.54381666065895,direct,19,2,Mac OS,False,61,4,432
FRAUD_ECOM_0009,FRAUD_ECOM_009,Karen Jordan,adkinsashley@example.net,503-729-8194,"8973 Amanda Junction
Lake Anthony, FL 04092",East Elizabethland,Hawaii,97278,83.102.203.245,suspicious,US,2025-07-15 18:59:07.566920,2025-07-15,18:59:07,Online Fashion Store,Retail,1899.99,visa,completed,00,Approved,1358,purchase,True,high_value,85.60952929797313,high_value,331.4911223081133,direct,2,1,Mac OS,False,194,1,1465
