transaction_id,customer_id,customer_name,customer_email,customer_phone,customer_address,customer_city,customer_state,customer_zip_code,customer_ip_address,customer_segment,customer_country,transaction_datetime,transaction_date,transaction_time,merchant_name,merchant_category,amount,payment_method,payment_status,response_code,response_text,card_last4,transaction_type,customer_lifetime_value,customer_acquisition_channel,days_since_acquisition,transaction_count,device_type,is_mobile,session_duration_seconds,pages_viewed,is_fraudulent,fraud_indicators,risk_score,fraud_type,processing_time_ms
TRIAL_ABUSE_010,TRIAL_USER_010,Trial User10,user10@mailinator.com,555-5480,"876 Brown Wall Apt. 359
Port Keithborough, WY 84827",East Deniseshire,Maryland,82349,192.168.1.110,trial,US,2025-06-17 06:55:58.282221,2025-06-17,06:55:58,StreamFlix Plus,Streaming Service,0.0,visa,completed,00,Approved,1121,free_trial,1000.0,direct,30,1,Windows PC,False,300,5,True,test_pattern,85,test,500
TRIAL_ABUSE_011,TRIAL_USER_011,Trial User11,user11@guerrillamail.com,555-3431,"49084 Kelly Mill
Johnsonstad, MP 48855",East Jessica,West Virginia,05720,192.168.1.111,trial,US,2025-06-17 08:55:58.282221,2025-06-17,08:55:58,StreamFlix Plus,Streaming Service,0.0,visa,completed,00,Approved,1122,free_trial,1000.0,direct,30,1,Windows PC,False,300,5,True,test_pattern,85,test,500
TRIAL_ABUSE_012,TRIAL_USER_012,Trial User12,user12@tempmail.org,555-6360,"267 Emily Fork Apt. 807
South Samuel, LA 67924",Brianstad,Utah,32434,192.168.1.112,trial,US,2025-06-17 10:55:58.282221,2025-06-17,10:55:58,StreamFlix Plus,Streaming Service,0.0,visa,completed,00,Approved,1123,free_trial,1000.0,direct,30,1,Windows PC,False,300,5,True,test_pattern,85,test,500
TRIAL_ABUSE_013,TRIAL_USER_013,Trial User13,user13@guerrillamail.com,555-3004,"181 Lopez Flats Apt. 542
Jessicatown, UT 31575",Adamshaven,Kentucky,22192,192.168.1.113,trial,US,2025-06-17 12:55:58.282221,2025-06-17,12:55:58,StreamFlix Plus,Streaming Service,0.0,visa,completed,00,Approved,1124,free_trial,1000.0,direct,30,1,Windows PC,False,300,5,True,test_pattern,85,test,500
TRIAL_ABUSE_014,TRIAL_USER_014,Trial User14,user14@10minutemail.com,555-9624,"43821 Christopher Circles
South Amanda, RI 32247",East John,Nevada,49469,192.168.1.114,trial,US,2025-06-17 14:55:58.282221,2025-06-17,14:55:58,StreamFlix Plus,Streaming Service,0.0,visa,completed,00,Approved,1125,free_trial,1000.0,direct,30,1,Windows PC,False,300,5,True,test_pattern,85,test,500
STACK_000,STACK_USER_000,Robert Smith,robert.smith@gmail.com,555-9876,789 Oak Street,Portland,OR,97201,203.0.113.10,subscriber,US,2025-06-16 10:55:58.282221,2025-06-16,10:55:58,Premium Music Service,Music Streaming,9.99,visa,completed,00,Approved,7890,subscription,1000.0,direct,30,1,Windows PC,False,300,5,True,test_pattern,85,test,500
STACK_001,STACK_USER_001,Bob Smith,bob.smith@gmail.com,555-9876,789 Oak Street,Portland,OR,97201,203.0.113.10,subscriber,US,2025-06-18 10:55:58.282221,2025-06-18,10:55:58,Premium Music Service,Music Streaming,9.99,visa,completed,00,Approved,7890,subscription,1000.0,direct,30,1,Windows PC,False,300,5,True,test_pattern,85,test,500
STACK_002,STACK_USER_002,R Smith,r.smith@gmail.com,555-9876,789 Oak Street,Portland,OR,97201,203.0.113.10,subscriber,US,2025-06-20 10:55:58.282221,2025-06-20,10:55:58,Premium Music Service,Music Streaming,9.99,visa,completed,00,Approved,7890,subscription,1000.0,direct,30,1,Windows PC,False,300,5,True,test_pattern,85,test,500
STACK_003,STACK_USER_003,Robert S,robert.s@gmail.com,555-9876,789 Oak Street,Portland,OR,97201,203.0.113.10,subscriber,US,2025-06-22 10:55:58.282221,2025-06-22,10:55:58,Premium Music Service,Music Streaming,9.99,visa,completed,00,Approved,7890,subscription,1000.0,direct,30,1,Windows PC,False,300,5,True,test_pattern,85,test,500
STACK_004,STACK_USER_004,Rob Smith,rob.smith@gmail.com,555-9876,789 Oak Street,Portland,OR,97201,203.0.113.10,subscriber,US,2025-06-24 10:55:58.282221,2025-06-24,10:55:58,Premium Music Service,Music Streaming,9.99,visa,completed,00,Approved,7890,subscription,1000.0,direct,30,1,Windows PC,False,300,5,True,test_pattern,85,test,500
