transaction_id,customer_id,customer_name,customer_email,customer_phone,customer_address,customer_city,customer_state,customer_zip_code,customer_ip_address,customer_segment,customer_country,transaction_datetime,transaction_date,transaction_time,merchant_name,merchant_category,amount,payment_method,payment_status,response_code,response_text,card_last4,transaction_type,is_fraudulent,fraud_indicators,risk_score,fraud_type,customer_lifetime_value,customer_acquisition_channel,days_since_acquisition,transaction_count,device_type,is_mobile,session_duration_seconds,pages_viewed,processing_time_ms
LEGIT_FIN_0010,BANK_CUSTOMER_002,Bob Anderson,bob.anderson@email.com,555-5678,"587 Horn Inlet Apt. 783
Hornborough, GA 85453",Tinachester,Pennsylvania,48165,210.202.62.168,standard,US,2025-07-12 00:18:07.593697,2025-07-12,00:18:07,SecureBank Online,Financial Services,876.65,bank_transfer,completed,00,Approved,,transfer,False,,9.361916643047795,,1962.526530292021,social_media,323,17,iPhone/iOS,True,759,7,360
LEGIT_FIN_0011,BANK_CUSTOMER_001,Alice Williams,alice.williams@email.com,555-1234,"17803 Smith Court Suite 333
Sonyashire, NM 28123",Lake Loganview,Texas,02278,129.146.86.193,premium,US,2025-07-12 02:11:07.593697,2025-07-12,02:11:07,SecureBank Online,Financial Services,142.35,bank_transfer,completed,00,Approved,,transfer,False,,18.093488345501264,,3775.60226138295,paid_search,236,3,Android Mobile,True,997,16,1580
LEGIT_FIN_0012,BANK_CUSTOMER_001,Alice Williams,alice.williams@email.com,555-1234,"64658 Mckinney Landing Apt. 339
Jacksonside, KY 89202",East Brian,Idaho,92185,141.72.192.190,premium,US,2025-07-11 23:06:07.593697,2025-07-11,23:06:07,SecureBank Online,Financial Services,633.97,bank_transfer,completed,00,Approved,,payment,False,,7.6766046981457485,,3906.3564685448277,direct,137,19,iPhone/iOS,True,437,12,523
LEGIT_FIN_0013,BANK_CUSTOMER_002,Bob Anderson,bob.anderson@email.com,555-5678,"PSC 9074, Box 7754
APO AP 97507",Lake Katrinaberg,Rhode Island,97126,222.212.224.250,standard,US,2025-07-11 22:00:07.593697,2025-07-11,22:00:07,SecureBank Online,Financial Services,1567.19,bank_transfer,completed,00,Approved,,deposit,False,,18.134852853085256,,3175.550118445429,direct,288,11,Android Mobile,True,402,6,1243
LEGIT_FIN_0014,BANK_CUSTOMER_001,Alice Williams,alice.williams@email.com,555-1234,"349 Perez Flats
New Matthew, SD 51797",Carlfort,Pennsylvania,30421,148.9.222.11,premium,US,2025-07-12 00:46:07.593697,2025-07-12,00:46:07,SecureBank Online,Financial Services,100.5,bank_transfer,completed,00,Approved,,transfer,False,,21.781450823914607,,1398.3421662200403,direct,274,3,Android Mobile,True,1754,15,433
LEGIT_FIN_0015,BANK_CUSTOMER_001,Alice Williams,alice.williams@email.com,555-1234,"932 Linda Burgs Apt. 960
Lake Rhonda, AL 17370",New Micheleburgh,Maryland,70740,77.111.214.159,premium,US,2025-07-12 00:45:07.593697,2025-07-12,00:45:07,SecureBank Online,Financial Services,732.66,bank_transfer,completed,00,Approved,,payment,False,,5.417862607577551,,4990.817728188156,social_media,351,10,Android Mobile,True,470,14,1934
LEGIT_FIN_0016,BANK_CUSTOMER_001,Alice Williams,alice.williams@email.com,555-1234,"17133 Randolph Points Suite 499
Cantrellhaven, GU 81758",Jeremymouth,Indiana,06048,218.2.81.173,premium,US,2025-07-12 03:08:07.593697,2025-07-12,03:08:07,SecureBank Online,Financial Services,216.58,bank_transfer,completed,00,Approved,,deposit,False,,22.513997759294128,,1201.352306722986,organic_search,281,17,Mac OS,False,1730,18,1180
LEGIT_FIN_0017,BANK_CUSTOMER_001,Alice Williams,alice.williams@email.com,555-1234,"11089 Rhodes Junctions Suite 042
West Martinton, NJ 29986",Mariafort,Wyoming,16509,117.5.71.153,premium,US,2025-07-12 00:42:07.593697,2025-07-12,00:42:07,SecureBank Online,Financial Services,725.62,bank_transfer,completed,00,Approved,,payment,False,,27.60630622387566,,2990.353976109397,social_media,154,3,Mac OS,False,932,7,1386
LEGIT_FIN_0018,BANK_CUSTOMER_002,Bob Anderson,bob.anderson@email.com,555-5678,"6455 Jacqueline Trail Apt. 789
Waynemouth, NE 82563",Carlyburgh,South Carolina,84620,167.135.97.20,standard,US,2025-07-12 01:15:07.593697,2025-07-12,01:15:07,SecureBank Online,Financial Services,1636.2,bank_transfer,completed,00,Approved,,transfer,False,,8.633694897149928,,3502.7773088999506,paid_search,127,7,Android Mobile,True,1474,6,840
LEGIT_FIN_0019,BANK_CUSTOMER_002,Bob Anderson,bob.anderson@email.com,555-5678,"9687 Robert Drives Suite 238
Garciamouth, FL 07546",South Michael,Hawaii,73751,212.158.155.178,standard,US,2025-07-12 03:59:07.593697,2025-07-12,03:59:07,SecureBank Online,Financial Services,1463.16,bank_transfer,completed,00,Approved,,payment,False,,27.08699372506157,,1515.3351483279093,organic_search,198,3,Mac OS,False,1334,8,932
LEGIT_FIN_0020,BANK_CUSTOMER_002,Bob Anderson,bob.anderson@email.com,555-5678,"566 Taylor Ridges Suite 832
Gordonhaven, GA 41762",New David,Connecticut,91440,202.206.94.237,standard,US,2025-07-11 23:30:07.593697,2025-07-11,23:30:07,SecureBank Online,Financial Services,1244.27,bank_transfer,completed,00,Approved,,payment,False,,23.8829902739667,,3937.773109388658,paid_search,188,8,Android Mobile,True,1154,13,1187
LEGIT_FIN_0021,BANK_CUSTOMER_001,Alice Williams,alice.williams@email.com,555-1234,"USNS Munoz
FPO AP 62840",Port Devon,Nebraska,21924,173.59.112.217,premium,US,2025-07-12 01:32:07.593697,2025-07-12,01:32:07,SecureBank Online,Financial Services,1410.09,bank_transfer,completed,00,Approved,,transfer,False,,9.000474045553524,,3343.0974012327383,paid_search,96,19,Mac OS,False,950,9,1026
LEGIT_FIN_0022,BANK_CUSTOMER_001,Alice Williams,alice.williams@email.com,555-1234,"062 Campbell Ports
Port Seanview, MD 36968",East Ernestberg,Connecticut,84708,136.113.102.153,premium,US,2025-07-12 01:10:07.593697,2025-07-12,01:10:07,SecureBank Online,Financial Services,1985.6,bank_transfer,completed,00,Approved,,payment,False,,10.006593209233934,,1309.1945661745099,paid_search,202,10,Android Mobile,True,1236,15,708
LEGIT_FIN_0023,BANK_CUSTOMER_002,Bob Anderson,bob.anderson@email.com,555-5678,"Unit 0118 Box 4636
DPO AE 73321",North Christopher,Massachusetts,77131,168.235.244.200,standard,US,2025-07-11 23:23:07.593697,2025-07-11,23:23:07,SecureBank Online,Financial Services,1775.1,bank_transfer,completed,00,Approved,,payment,False,,21.782984475780996,,3210.8836398527637,paid_search,142,14,Android Mobile,True,311,18,1291
LEGIT_FIN_0024,BANK_CUSTOMER_001,Alice Williams,alice.williams@email.com,555-1234,"9916 Brown Divide
Martinburgh, TX 54116",South Luisland,Maine,55540,123.45.50.53,premium,US,2025-07-12 04:47:07.593697,2025-07-12,04:47:07,SecureBank Online,Financial Services,1515.47,bank_transfer,completed,00,Approved,,deposit,False,,9.088117056294351,,3693.8103078027093,direct,346,17,Mac OS,False,570,16,278
LEGIT_FIN_0025,BANK_CUSTOMER_002,Bob Anderson,bob.anderson@email.com,555-5678,"883 Espinoza Pine
Lake Jameschester, MS 88294",Turnerberg,Pennsylvania,43765,176.117.130.115,standard,US,2025-07-12 00:02:07.593697,2025-07-12,00:02:07,SecureBank Online,Financial Services,881.12,bank_transfer,completed,00,Approved,,payment,False,,25.61076444590541,,2375.458640499205,social_media,33,13,Windows PC,False,1403,17,1409
LEGIT_FIN_0026,BANK_CUSTOMER_002,Bob Anderson,bob.anderson@email.com,555-5678,"41259 Kirby Ridges Suite 276
Palmerton, PA 23318",North Williamhaven,Iowa,70492,121.16.67.67,standard,US,2025-07-12 03:31:07.593697,2025-07-12,03:31:07,SecureBank Online,Financial Services,1774.38,bank_transfer,completed,00,Approved,,transfer,False,,25.18165518828856,,1824.6500479659007,direct,42,3,iPhone/iOS,True,1525,7,305
LEGIT_FIN_0027,BANK_CUSTOMER_001,Alice Williams,alice.williams@email.com,555-1234,"50728 Victor Station
Andersonfort, OK 19092",Friedmanport,South Carolina,03120,125.212.251.72,premium,US,2025-07-12 03:47:07.593697,2025-07-12,03:47:07,SecureBank Online,Financial Services,245.38,bank_transfer,completed,00,Approved,,deposit,False,,27.198731834122146,,4439.305879549172,paid_search,133,13,iPhone/iOS,True,1411,9,1682
LEGIT_FIN_0028,BANK_CUSTOMER_001,Alice Williams,alice.williams@email.com,555-1234,"75768 Graves Hollow Apt. 843
Taylorburgh, RI 51537",Simmonshaven,Wyoming,44424,222.91.225.56,premium,US,2025-07-12 03:32:07.593697,2025-07-12,03:32:07,SecureBank Online,Financial Services,1668.77,bank_transfer,completed,00,Approved,,payment,False,,14.401792871102877,,4635.980178735267,direct,156,6,Android Mobile,True,926,5,482
LEGIT_FIN_0029,BANK_CUSTOMER_002,Bob Anderson,bob.anderson@email.com,555-5678,"5593 Andrea Route
North Jessica, WA 85156",Richardsmouth,North Dakota,41081,36.15.146.203,standard,US,2025-07-12 04:00:07.593697,2025-07-12,04:00:07,SecureBank Online,Financial Services,1371.0,bank_transfer,completed,00,Approved,,transfer,False,,19.506890997179468,,2214.2344837427404,paid_search,103,7,Mac OS,False,1656,5,1733
STRUCT_FIN_0000,STRUCT_CUSTOMER_000,Lauren Lee,troy94@example.com,001-240-784-7116x671,"660 Curtis Fort
Bryanport, WY 52537",East Pamela,Michigan,24027,76.236.97.6,business,US,2025-07-12 02:59:07.593697,2025-07-12,02:59:07,SecureBank Online,Financial Services,9999.99,bank_transfer,completed,00,Approved,,transfer,True,structuring,90.48574730355124,money_laundering,207.26213264453395,organic_search,8,1,Windows PC,False,234,1,1364
STRUCT_FIN_0001,STRUCT_CUSTOMER_001,Carlos Copeland,rosaleskenneth@example.com,+1-779-806-8086x67672,"80376 Mary Brooks
Palmerbury, MI 71542",Christensenton,West Virginia,27477,131.204.6.105,business,US,2025-07-12 02:59:07.593697,2025-07-12,02:59:07,SecureBank Online,Financial Services,9800.0,bank_transfer,completed,00,Approved,,transfer,True,structuring,91.91105681811584,money_laundering,285.3429081828486,organic_search,17,2,Mac OS,False,191,4,493
STRUCT_FIN_0002,STRUCT_CUSTOMER_002,Thomas Weaver,emma03@example.com,216.550.3125x450,"91469 Elizabeth Terrace
Brianbury, MT 68439",New Cole,Massachusetts,53775,147.31.170.158,business,US,2025-07-13 02:59:07.593697,2025-07-13,02:59:07,SecureBank Online,Financial Services,9750.5,bank_transfer,completed,00,Approved,,transfer,True,structuring,89.87717197422883,money_laundering,398.917719522282,direct,14,1,Android Mobile,True,140,4,1219
STRUCT_FIN_0003,STRUCT_CUSTOMER_003,Joseph Lee,anitaparker@example.com,(553)908-0755,"Unit 2526 Box 7599
DPO AP 45546",Lake Anthonymouth,Louisiana,75241,204.6.254.85,business,US,2025-07-13 00:59:07.593697,2025-07-13,00:59:07,SecureBank Online,Financial Services,9900.0,bank_transfer,completed,00,Approved,,transfer,True,structuring,84.16856810551042,money_laundering,223.75627621901694,organic_search,2,2,iPhone/iOS,True,226,2,296
STRUCT_FIN_0004,STRUCT_CUSTOMER_004,William Adkins,scottemily@example.net,3217351257,"0971 Lisa Coves
Sarahbury, OR 75588",North Jameschester,Missouri,26255,22.217.3.127,business,US,2025-07-14 02:59:07.593697,2025-07-14,02:59:07,SecureBank Online,Financial Services,9850.25,bank_transfer,completed,00,Approved,,transfer,True,structuring,82.26462397057459,money_laundering,470.59608544179076,social_media,3,1,iPhone/iOS,True,214,1,1234
STRUCT_FIN_0005,STRUCT_CUSTOMER_005,Zachary Christensen,hendricksjames@example.net,001-957-521-1417x5612,"6904 Ryan Light Apt. 628
Moorestad, NV 13826",Stanleyview,Maryland,96440,215.40.189.16,business,US,2025-07-14 02:59:07.593697,2025-07-14,02:59:07,SecureBank Online,Financial Services,9999.0,bank_transfer,completed,00,Approved,,transfer,True,structuring,94.98406726599303,money_laundering,462.0398091616987,direct,18,1,iPhone/iOS,True,247,4,622
STRUCT_FIN_0006,STRUCT_CUSTOMER_006,Christopher Gonzalez,jacksonallison@example.net,2062196580,"2669 Williams Haven
New Barbara, PR 66397",Finleyhaven,Indiana,58431,28.73.115.101,business,US,2025-07-15 00:59:07.593697,2025-07-15,00:59:07,SecureBank Online,Financial Services,9700.0,bank_transfer,completed,00,Approved,,transfer,True,structuring,81.46468699565217,money_laundering,373.2010921095439,organic_search,11,1,Android Mobile,True,252,4,1021
STRUCT_FIN_0007,STRUCT_CUSTOMER_007,Victoria Smith,jesuscooke@example.org,+1-306-756-0063x34321,"3286 Hoover Curve
South Jenniferstad, IA 95885",New William,Connecticut,16777,174.124.201.143,business,US,2025-07-15 00:59:07.593697,2025-07-15,00:59:07,SecureBank Online,Financial Services,9950.0,bank_transfer,completed,00,Approved,,transfer,True,structuring,86.18490924113861,money_laundering,307.3494336115962,social_media,11,2,iPhone/iOS,True,241,1,1646
STRUCT_FIN_0008,STRUCT_CUSTOMER_008,Jesse Wright,lisastrickland@example.net,(339)963-9238,"1632 Mary Square Apt. 059
Stevensbury, AS 73429",Kristinview,Alaska,40053,188.76.102.160,business,US,2025-07-16 00:59:07.593697,2025-07-16,00:59:07,SecureBank Online,Financial Services,9825.0,bank_transfer,completed,00,Approved,,transfer,True,structuring,83.64863458094302,money_laundering,212.7532602812931,direct,5,1,Mac OS,False,170,1,1407
STRUCT_FIN_0009,STRUCT_CUSTOMER_009,Philip Day,cooktimothy@example.org,001-418-926-4103x622,"3153 Patterson Meadows Apt. 239
East Garrettfort, CO 07945",New Richard,Massachusetts,61239,2.251.226.112,business,US,2025-07-16 02:59:07.593697,2025-07-16,02:59:07,SecureBank Online,Financial Services,9875.0,bank_transfer,completed,00,Approved,,transfer,True,structuring,93.08788471471978,money_laundering,375.4426202456306,paid_search,20,2,Mac OS,False,144,4,689
