transaction_id,customer_id,customer_name,customer_email,customer_phone,customer_address,customer_city,customer_state,customer_zip_code,customer_ip_address,customer_segment,customer_country,transaction_datetime,transaction_date,transaction_time,merchant_name,merchant_category,amount,payment_method,payment_status,response_code,response_text,card_last4,transaction_type,device_type,is_mobile,customer_lifetime_value,customer_acquisition_channel,days_since_acquisition,transaction_count,session_duration_seconds,pages_viewed,is_fraudulent,fraud_indicators,risk_score,fraud_type,processing_time_ms
AFTERHOURS_MEDICAL_002,NIGHT_PATIENT_2,John Rodriguez,leslievasquez@example.org,001-290-217-1924x4503,"665 Rogers Crossroad Suite 186
Wrightborough, LA 16350",Vargastown,Georgia,44022,166.99.118.137,new,US,2025-07-08 13:41:08.673917,2025-07-08,13:41:08,MidnightMed Services,Telehealth Platform,4500.0,visa,completed,00,Approved,9848,emergency_consultation,iPhone/iOS,True,500,emergency_referral,0,1,541,5,True,"after_hours_billing,high_value_emergency,new_patient",75,suspicious_billing_time,1084
AFTERHOURS_MEDICAL_003,NIGHT_PATIENT_3,Nathan Vega,amberrogers@example.org,001-655-305-3153,"65389 Andrew Lights
Port Jason, CT 85126",Lake Richard,Colorado,37669,170.99.234.223,new,US,2025-07-08 13:56:08.673917,2025-07-08,13:56:08,MidnightMed Services,Telehealth Platform,3500.0,visa,completed,00,Approved,4449,emergency_consultation,iPhone/iOS,True,500,emergency_referral,0,1,204,8,True,"after_hours_billing,high_value_emergency,new_patient",75,suspicious_billing_time,512
AFTERHOURS_MEDICAL_004,NIGHT_PATIENT_4,Deanna Aguirre,jcurry@example.net,(862)470-5799x88449,"62831 Patterson Hills Suite 730
North Heatherbury, TN 03430",Lake Renee,Michigan,58205,141.241.223.158,new,US,2025-07-08 14:11:08.673917,2025-07-08,14:11:08,MidnightMed Services,Telehealth Platform,4500.0,visa,completed,00,Approved,7021,emergency_consultation,iPhone/iOS,True,500,emergency_referral,0,1,546,3,True,"after_hours_billing,high_value_emergency,new_patient",75,suspicious_billing_time,1217
AFTERHOURS_MEDICAL_005,NIGHT_PATIENT_5,Allison Guerra,michaelanderson@example.net,(207)561-9693,"993 Shane Isle
Michaelstad, ID 60012",Adamsfort,Mississippi,21928,205.60.185.180,new,US,2025-07-08 14:26:08.673917,2025-07-08,14:26:08,MidnightMed Services,Telehealth Platform,2500.0,visa,completed,00,Approved,7700,emergency_consultation,iPhone/iOS,True,500,emergency_referral,0,1,448,5,True,"after_hours_billing,high_value_emergency,new_patient",75,suspicious_billing_time,963
YOUTH_HIGH_VALUE_000,YOUTH_ACCOUNT_0,Teen User 1,teen1@youth-email.com,666-414-6870x304,"135 Navarro Islands Suite 735
Mccartychester, CO 14329",Wellshaven,Utah,68720,195.57.0.164,new,US,2025-07-09 11:11:08.673917,2025-07-09,11:11:08,YouthHealth Direct,Healthcare Services,4500.0,amex,completed,00,Approved,2177,specialist_consultation,iPad,True,200,social_media,1,1,654,8,True,"youth_high_value,specialist_without_referral,new_account",70,age_verification_fraud,770
YOUTH_HIGH_VALUE_001,YOUTH_ACCOUNT_1,Teen User 2,teen2@youth-email.com,923.569.6171x075,"430 Lee Parkway Apt. 056
West James, TX 71411",East Cassieside,Arkansas,60605,196.248.69.54,new,US,2025-07-09 15:11:08.673917,2025-07-09,15:11:08,YouthHealth Direct,Healthcare Services,5500.0,amex,completed,00,Approved,8933,specialist_consultation,iPad,True,200,social_media,1,1,884,6,True,"youth_high_value,specialist_without_referral,new_account",70,age_verification_fraud,897
YOUTH_HIGH_VALUE_002,YOUTH_ACCOUNT_2,Teen User 3,teen3@youth-email.com,808-859-0640,"8611 Patricia Radial Suite 677
North Matthewton, RI 46800",Lake Donna,Oregon,14161,16.28.206.135,new,US,2025-07-09 19:11:08.673917,2025-07-09,19:11:08,YouthHealth Direct,Healthcare Services,4500.0,amex,completed,00,Approved,7999,specialist_consultation,iPad,True,200,social_media,1,1,357,10,True,"youth_high_value,specialist_without_referral,new_account",70,age_verification_fraud,732
YOUTH_HIGH_VALUE_003,YOUTH_ACCOUNT_3,Teen User 4,teen4@youth-email.com,(552)226-4425x3416,"87950 Padilla Station
Lake Anthony, NV 52658",Emilytown,Oregon,07923,155.234.27.133,new,US,2025-07-09 23:11:08.673917,2025-07-09,23:11:08,YouthHealth Direct,Healthcare Services,4500.0,amex,completed,00,Approved,9912,specialist_consultation,iPad,True,200,social_media,1,1,366,7,True,"youth_high_value,specialist_without_referral,new_account",70,age_verification_fraud,810
MEDICAL_IDENTITY_000,STOLEN_MEDICAL_ID,Jane PatientVictim,j.victim@email.com,+1-555-0999,321 Victim Street,Phoenix,AZ,10001,41.43.136.26,vip,US,2025-07-11 11:11:08.673917,2025-07-11,11:11:08,GlobalHealth Services,Healthcare Services,2500.0,discover,completed,00,Approved,5555,prescription_order,Android Mobile,True,8000,insurance_network,1095,50,131,4,True,"geo_mismatch,international_ip,repeated_card_digits,identity_theft",95,medical_identity_theft,2419
MEDICAL_IDENTITY_001,STOLEN_MEDICAL_ID,Jane PatientVictim,j.victim@email.com,+1-555-0999,321 Victim Street,Phoenix,AZ,10001,41.254.62.184,vip,US,2025-07-11 13:11:08.673917,2025-07-11,13:11:08,GlobalHealth Services,Healthcare Services,1500.0,discover,completed,00,Approved,5555,prescription_order,Android Mobile,True,8000,insurance_network,1095,51,282,2,True,"geo_mismatch,international_ip,repeated_card_digits,identity_theft",95,medical_identity_theft,2335
MEDICAL_IDENTITY_002,STOLEN_MEDICAL_ID,Jane PatientVictim,j.victim@email.com,+1-555-0999,321 Victim Street,Phoenix,AZ,10001,41.143.191.78,vip,US,2025-07-11 15:11:08.673917,2025-07-11,15:11:08,GlobalHealth Services,Healthcare Services,3500.0,discover,completed,00,Approved,5555,prescription_order,Android Mobile,True,8000,insurance_network,1095,52,259,5,True,"geo_mismatch,international_ip,repeated_card_digits,identity_theft",95,medical_identity_theft,2103
MEDICAL_IDENTITY_003,STOLEN_MEDICAL_ID,Jane PatientVictim,j.victim@email.com,+1-555-0999,321 Victim Street,Phoenix,AZ,10001,41.147.189.182,vip,US,2025-07-11 17:11:08.673917,2025-07-11,17:11:08,GlobalHealth Services,Healthcare Services,1500.0,discover,completed,00,Approved,5555,prescription_order,Android Mobile,True,8000,insurance_network,1095,53,217,4,True,"geo_mismatch,international_ip,repeated_card_digits,identity_theft",95,medical_identity_theft,947
MEDICAL_IDENTITY_004,STOLEN_MEDICAL_ID,Jane PatientVictim,j.victim@email.com,+1-555-0999,321 Victim Street,Phoenix,AZ,10001,41.123.188.102,vip,US,2025-07-11 19:11:08.673917,2025-07-11,19:11:08,GlobalHealth Services,Healthcare Services,2500.0,discover,completed,00,Approved,5555,prescription_order,Android Mobile,True,8000,insurance_network,1095,54,293,3,True,"geo_mismatch,international_ip,repeated_card_digits,identity_theft",95,medical_identity_theft,1227
